Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.841895,[22 35] ; [90 29],[36.27272727 20.72727273] ; [75.72727273 43.27272727],1
d5,1,8.7e-05,15.39521,[28 29] ; [94 26],[39.28813559 17.71186441] ; [82.71186441 37.28813559],1
d1,1,0.000283,13.181051,[13 44] ; [62 58],[24.15254237 32.84745763] ; [50.84745763 69.15254237],1
a6,1,0.000911,11.000014,[23 34] ; [80 40],[33.16949153 23.83050847] ; [69.83050847 50.16949153],1
a1,1,0.00199,9.558665,[ 6 51] ; [  1 119],[ 2.25423729 54.74576271] ; [  4.74576271 115.25423729],0
p10,1,0.002207,9.3691,[25 32] ; [79 37],[34.26589595 22.73410405] ; [69.73410405 46.26589595],0
p9,1,0.006991,7.275274,[30 26] ; [86 30],[37.76744186 18.23255814] ; [78.23255814 37.76744186],0
r3,1,0.014143,6.02021,[44 13] ; [108  11],[49.22727273  7.77272727] ; [102.77272727  16.22727273],0
d4,1,0.022627,5.196948,[37 19] ; [98 22],[42.95454545 13.04545455] ; [92.04545455 27.95454545],0
r1,1,0.026657,4.912882,[30 27] ; [83 36],[36.59659091 20.40340909] ; [76.40340909 42.59659091],0
p2,1,0.029427,4.742447,[32 25] ; [85 32],[38.32758621 18.67241379] ; [78.67241379 38.32758621],0
a2,1,0.032328,4.581013,[ 2 55] ; [ 17 103],[ 6.11864407 50.88135593] ; [ 12.88135593 107.11864407],0
b1,1,0.032403,4.577032,[27 30] ; [37 83],[20.61016949 36.38983051] ; [43.38983051 76.61016949],0
n5,1,0.034673,4.461196,[24 32] ; [32 87],[17.92 38.08] ; [38.08 80.92],0
u1,1,0.06682,3.359448,[ 1 56] ; [ 11 109],[ 3.86440678 53.13559322] ; [  8.13559322 111.86440678],0
r4,1,0.080082,3.063244,[36 21] ; [91 29],[40.89830508 16.10169492] ; [86.10169492 33.89830508],0
v4,1,0.084762,2.97114,[45 11] ; [106  12],[48.59770115  7.40229885] ; [102.40229885  15.59770115],0
v2,1,0.105731,2.616903,[20 35] ; [57 58],[24.91176471 30.08823529] ; [52.08823529 62.91176471],0
s6,1,0.108879,2.570422,[20 37] ; [57 62],[24.9375 32.0625] ; [52.0625 66.9375],0
p8,1,0.114041,2.497307,[17 40] ; [49 67],[21.74566474 35.25433526] ; [44.25433526 71.74566474],0
n2,1,0.127364,2.324346,[19  6] ; [26 19],[16.07142857  8.92857143] ; [28.92857143 16.07142857],0
v3,1,0.150217,2.070048,[ 9 46] ; [30 84],[12.69230769 42.30769231] ; [26.30769231 87.69230769],0
b5,1,0.173888,1.849102,[29 28] ; [74 46],[33.16949153 23.83050847] ; [69.83050847 50.16949153],0
r2,1,0.196643,1.667134,[45 12] ; [103  16],[47.93181818  9.06818182] ; [100.06818182  18.93181818],0
a8,1,0.198959,1.65,[ 3 52] ; [  2 108],[ 1.66666667 53.33333333] ; [  3.33333333 106.66666667],0
a5,1,0.242864,1.363894,[26 31] ; [66 54],[29.62711864 27.37288136] ; [62.37288136 57.62711864],0
p7,1,0.255134,1.294972,[31 25] ; [53 62],[27.50877193 28.49122807] ; [56.49122807 58.50877193],0
p4,1,0.296865,1.088223,[18 38] ; [48 71],[21.12 34.88] ; [44.88 74.12],0
n6,1,0.325005,0.9687,[33 24] ; [78 41],[35.94886364 21.05113636] ; [75.05113636 43.94886364],0
a3,1,0.414746,0.665155,[29 27] ; [70 50],[31.5 24.5] ; [67.5 52.5],0
s1,1,0.427431,0.629794,[ 4 53] ; [  5 114],[ 2.91477273 54.08522727] ; [  6.08522727 112.91477273],0
s5,1,0.432597,0.615842,[14 41] ; [24 95],[12.01149425 42.98850575] ; [25.98850575 93.01149425],0
n3,1,0.452811,0.563607,[14 10] ; [31 15],[15.42857143  8.57142857] ; [29.57142857 16.42857143],0
s7,1,0.506657,0.440965,[ 7 46] ; [20 96],[ 8.46745562 44.53254438] ; [18.53254438 97.46745562],0
b4,1,0.547562,0.361702,[31 26] ; [71 49],[32.84745763 24.15254237] ; [69.15254237 50.84745763],0
s2,1,0.661524,0.191677,[15 41] ; [36 84],[16.22727273 39.77272727] ; [34.77272727 85.22727273],0
u3,1,0.669478,0.182213,[16 12] ; [25 23],[15.10526316 12.89473684] ; [25.89473684 22.10526316],0
p6,1,0.679954,0.170177,[ 9 46] ; [22 94],[ 9.97076023 45.02923977] ; [21.02923977 94.97076023],0
p11,1,0.687309,0.162014,[36 21] ; [72 48],[34.77966102 22.22033898] ; [73.22033898 46.77966102],0
p1,1,0.719131,0.129327,[ 2 55] ; [  3 115],[ 1.62857143 55.37142857] ; [  3.37142857 114.62857143],0
b2,1,0.744259,0.106418,[ 7 21] ; [12 43],[ 6.40963855 21.59036145] ; [12.59036145 42.40963855],0
b3,1,0.744259,0.106418,[ 7 21] ; [12 43],[ 6.40963855 21.59036145] ; [12.59036145 42.40963855],0
u2,1,0.795917,0.066892,[14 14] ; [26 23],[14.54545455 13.45454545] ; [25.45454545 23.54545455],0
p5,1,0.809602,0.058052,[ 2 55] ; [  5 112],[ 2.29310345 54.70689655] ; [  4.70689655 112.29310345],0
d2,1,0.816262,0.053989,[18 39] ; [40 80],[18.6779661 38.3220339] ; [39.3220339 80.6779661],0
p3,1,0.818621,0.052587,[15 42] ; [33 85],[15.63428571 41.36571429] ; [32.36571429 85.63428571],0
