Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.071259,[90  5] ; [15 22],[75.56818182 19.43181818] ; [29.43181818  7.56818182],1
r2,1,0.0,32.944935,[93  2] ; [22 14],[83.39694656 11.60305344] ; [31.60305344  4.39694656],1
d5,1,9e-06,19.617269,[78 17] ; [16 21],[67.65151515 27.34848485] ; [26.34848485 10.65151515],1
a5,1,5.3e-05,16.320175,[65 30] ; [11 26],[54.6969697 40.3030303] ; [21.3030303 15.6969697],1
a7,1,0.000252,13.393885,[72 22] ; [16 21],[63.14503817 30.85496183] ; [24.85496183 12.14503817],1
d4,1,0.000428,12.407938,[76 17] ; [19 18],[67.96153846 25.03846154] ; [27.03846154  9.96153846],1
r3,1,0.000617,11.724217,[91  3] ; [29  8],[86.10687023  7.89312977] ; [33.89312977  3.10687023],1
d1,1,0.002344,9.258151,[51 44] ; [ 9 28],[43.18181818 51.81818182] ; [16.81818182 20.18181818],0
d3,1,0.002369,9.239464,[68 27] ; [16 21],[60.45454545 34.54545455] ; [23.54545455 13.45454545],0
a2,1,0.007471,7.155998,[25 70] ; [ 2 35],[19.43181818 75.56818182] ; [ 7.56818182 29.43181818],0
u3,1,0.010954,6.472814,[19 13] ; [ 5 16],[14.49056604 17.50943396] ; [ 9.50943396 11.49056604],0
a6,1,0.011971,6.315176,[66 29] ; [17 20],[59.73484848 35.26515152] ; [23.26515152 13.73484848],0
u1,1,0.012794,6.197375,[19 76] ; [ 1 36],[14.39393939 80.60606061] ; [ 5.60606061 31.39393939],0
a4,1,0.01558,5.849655,[45 50] ; [ 9 28],[38.86363636 56.13636364] ; [15.13636364 21.86363636],0
a3,1,0.022368,5.216965,[63 32] ; [16 20],[57.29007634 37.70992366] ; [21.70992366 14.29007634],0
s6,1,0.042594,4.111442,[51 42] ; [13 24],[45.78461538 47.21538462] ; [18.21538462 18.78461538],0
v1,1,0.043582,4.072682,[43 52] ; [ 9 26],[38. 57.] ; [14. 21.],0
p8,1,0.045962,3.982987,[41 52] ; [ 9 27],[36.04651163 56.95348837] ; [13.95348837 22.04651163],0
