Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.071259,[90  5] ; [15 22],[75.56818182 19.43181818] ; [29.43181818  7.56818182],1
p11,1,0.091561,2.846713,[59 36] ; [17 20],[54.6969697 40.3030303] ; [21.3030303 15.6969697],0
n4,1,0.103217,2.655116,[65 29] ; [20 17],[60.99236641 33.00763359] ; [24.00763359 12.99236641],0
s4,1,0.110353,2.549165,[12 81] ; [ 9 28],[15.02307692 77.97692308] ; [ 5.97692308 31.02307692],0
b4,1,0.140383,2.173758,[62 33] ; [19 18],[58.29545455 36.70454545] ; [22.70454545 14.29545455],0
a8,1,0.180343,1.794794,[14 64] ; [ 3 33],[11.63157895 66.36842105] ; [ 5.36842105 30.63157895],0
b2,1,0.193413,1.691424,[19 41] ; [ 4 19],[16.62650602 43.37349398] ; [ 6.37349398 16.62650602],0
b3,1,0.193413,1.691424,[19 41] ; [ 4 19],[16.62650602 43.37349398] ; [ 6.37349398 16.62650602],0
s7,1,0.207343,1.589879,[35 53] ; [10 26],[31.93548387 56.06451613] ; [13.06451613 22.93548387],0
d2,1,0.209003,1.578318,[47 47] ; [14 23],[43.77099237 50.22900763] ; [17.22900763 19.77099237],0
n3,1,0.233368,1.420216,[21 10] ; [15  3],[22.7755102  8.2244898] ; [13.2244898  4.7755102],0
v3,1,0.244376,1.35517,[26 64] ; [ 7 30],[23.38582677 66.61417323] ; [ 9.61417323 27.38582677],0
v4,1,0.26328,1.251429,[89  5] ; [33  4],[87.54198473  6.45801527] ; [34.45801527  2.54198473],0
p9,1,0.298686,1.080053,[38 54] ; [19 18],[40.65116279 51.34883721] ; [16.34883721 20.65116279],0
s2,1,0.315646,1.006905,[36 56] ; [11 26],[33.51937984 58.48062016] ; [13.48062016 23.51937984],0
v2,1,0.330416,0.947269,[46 46] ; [15 22],[43.50387597 48.49612403] ; [17.49612403 19.50387597],0
b1,1,0.337223,0.920959,[40 55] ; [19 18],[42.46212121 52.53787879] ; [16.53787879 20.46212121],0
s3,1,0.342234,0.902047,[50 43] ; [16 20],[47.58139535 45.41860465] ; [18.41860465 17.58139535],0
n1,1,0.467904,0.52692,[12 18] ; [ 5 12],[10.85106383 19.14893617] ; [ 6.14893617 10.85106383],0
s8,1,0.509648,0.434791,[28 65] ; [ 9 28],[26.46923077 66.53076923] ; [10.53076923 26.46923077],0
p5,1,0.525874,0.402357,[ 5 90] ; [ 1 36],[ 4.31818182 90.68181818] ; [ 1.68181818 35.31818182],0
s5,1,0.529428,0.395489,[21 71] ; [ 6 28],[19.71428571 72.28571429] ; [ 7.28571429 26.71428571],0
n6,1,0.636232,0.223705,[65 29] ; [24 13],[63.86259542 30.13740458] ; [25.13740458 11.86259542],0
n5,1,0.681556,0.16838,[52 42] ; [19 18],[50.94656489 43.05343511] ; [20.05343511 16.94656489],0
p3,1,0.693996,0.154793,[35 60] ; [15 22],[35.98484848 59.01515152] ; [14.01515152 22.98484848],0
a1,1,0.767219,0.087624,[ 4 91] ; [ 2 35],[ 4.31818182 90.68181818] ; [ 1.68181818 35.31818182],0
p4,1,0.78784,0.072424,[45 50] ; [18 18],[45.6870229 49.3129771] ; [17.3129771 18.6870229],0
p6,1,0.791402,0.069956,[27 66] ; [11 24],[27.609375 65.390625] ; [10.390625 24.609375],0
b5,1,0.831668,0.045183,[66 29] ; [25 12],[65.49242424 29.50757576] ; [25.50757576 11.49242424],0
p12,1,0.842984,0.039235,[ 2 92] ; [ 1 36],[ 2.15267176 91.84732824] ; [ 0.84732824 36.15267176],0
n2,1,0.869744,0.026891,[21  9] ; [13  5],[21.25  8.75] ; [12.75  5.25],0
u2,1,0.890936,0.018802,[13 18] ; [ 8 12],[12.76470588 18.23529412] ; [ 8.23529412 11.76470588],0
p7,1,0.929002,0.007939,[50 44] ; [20 17],[50.22900763 43.77099237] ; [19.77099237 17.22900763],0
