Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00024,13.487034,[21  7] ; [ 5 17],[14.56 13.44] ; [11.44 10.56],1
p11,1,0.000286,13.157784,[22  6] ; [ 6 16],[15.68 12.32] ; [12.32  9.68],1
p10,1,0.002173,9.397005,[18  9] ; [ 5 17],[12.67346939 14.32653061] ; [10.32653061 11.67346939],0
b1,1,0.042344,4.121399,[11 17] ; [15  7],[14.56 13.44] ; [11.44 10.56],0
p9,1,0.044922,4.021551,[17  9] ; [ 8 14],[13.54166667 12.45833333] ; [11.45833333 10.54166667],0
p2,1,0.046605,3.959596,[16 12] ; [ 6 15],[12.57142857 15.42857143] ; [ 9.42857143 11.57142857],0
n4,1,0.067532,3.342014,[21  7] ; [11 11],[17.92 10.08] ; [14.08  7.92],0
r3,1,0.071537,3.247397,[23  5] ; [13  9],[20.16  7.84] ; [15.84  6.16],0
s6,1,0.081652,3.031708,[14 13] ; [ 6 16],[11.02040816 15.97959184] ; [ 8.97959184 13.02040816],0
s7,1,0.097449,2.746808,[10 16] ; [ 3 16],[ 7.51111111 18.48888889] ; [ 5.48888889 13.51111111],0
a4,1,0.145493,2.118876,[ 8 19] ; [11 11],[10.46938776 16.53061224] ; [ 8.53061224 13.46938776],0
p8,1,0.150295,2.069257,[ 9 19] ; [ 3 18],[ 6.85714286 21.14285714] ; [ 5.14285714 15.85714286],0
v3,1,0.150295,2.069257,[ 9 19] ; [ 3 18],[ 6.85714286 21.14285714] ; [ 5.14285714 15.85714286],0
r4,1,0.165985,1.918837,[13 15] ; [ 6 16],[10.64 17.36] ; [ 8.36 13.64],0
a8,1,0.219013,1.510825,[ 6 20] ; [ 2 19],[ 4.42553191 21.57446809] ; [ 3.57446809 17.42553191],0
a2,1,0.233126,1.421684,[ 2 26] ; [ 4 18],[ 3.36 24.64] ; [ 2.64 19.36],0
s4,1,0.233126,1.421684,[ 2 26] ; [ 4 18],[ 3.36 24.64] ; [ 2.64 19.36],0
a6,1,0.254451,1.298701,[16 12] ; [ 9 13],[14. 14.] ; [11. 11.],0
p5,1,0.254451,1.298701,[ 4 24] ; [ 1 21],[ 2.8 25.2] ; [ 2.2 19.8],0
n3,1,0.263552,1.25,[5 1] ; [5 4],[4. 2.] ; [6. 3.],0
s2,1,0.35399,0.859102,[ 8 19] ; [ 4 18],[ 6.6122449 20.3877551] ; [ 5.3877551 16.6122449],0
p7,1,0.373405,0.7923,[11 17] ; [ 6 16],[ 9.52 18.48] ; [ 7.48 14.52],0
p4,1,0.373405,0.7923,[11 17] ; [ 6 16],[ 9.52 18.48] ; [ 7.48 14.52],0
a7,1,0.411548,0.674326,[12 16] ; [12 10],[13.44 14.56] ; [10.56 11.44],0
d5,1,0.424987,0.636485,[23  5] ; [16  6],[21.84  6.16] ; [17.16  4.84],0
v2,1,0.522022,0.409896,[14 14] ; [ 9 13],[12.88 15.12] ; [10.12 11.88],0
p6,1,0.522817,0.408333,[ 6 22] ; [ 3 18],[ 5.14285714 22.85714286] ; [ 3.85714286 17.14285714],0
r1,1,0.568811,0.324675,[13 15] ; [12 10],[14. 14.] ; [11. 11.],0
b4,1,0.594032,0.284091,[21  7] ; [15  7],[20.16  7.84] ; [15.84  6.16],0
d3,1,0.660877,0.192459,[17 11] ; [12 10],[16.24 11.76] ; [12.76  9.24],0
n2,1,0.69627,0.152381,[4 3] ; [6 3],[4.375 2.625] ; [5.625 3.375],0
u2,1,0.69627,0.152381,[3 6] ; [3 4],[3.375 5.625] ; [2.625 4.375],0
p3,1,0.709131,0.139147,[ 9 19] ; [ 6 16],[ 8.4 19.6] ; [ 6.6 15.4],0
s3,1,0.715137,0.1332,[13 14] ; [ 9 12],[12.375 14.625] ; [ 9.625 11.375],0
r2,1,0.769854,0.085595,[15 11] ; [13  8],[15.4893617 10.5106383] ; [12.5106383  8.4893617],0
d2,1,0.782017,0.076558,[17 10] ; [13  9],[16.53061224 10.46938776] ; [13.46938776  8.53061224],0
s5,1,0.79565,0.067071,[ 7 20] ; [ 5 17],[ 6.6122449 20.3877551] ; [ 5.3877551 16.6122449],0
b5,1,0.801881,0.062958,[15 13] ; [11 11],[14.56 13.44] ; [11.44 10.56],0
a5,1,0.832649,0.04465,[17 11] ; [14  8],[17.36 10.64] ; [13.64  8.36],0
p1,1,0.849361,0.036075,[ 3 25] ; [ 2 20],[ 2.8 25.2] ; [ 2.2 19.8],0
v1,1,0.855858,0.032997,[ 8 19] ; [ 6 16],[ 7.71428571 19.28571429] ; [ 6.28571429 15.71428571],0
d1,1,0.945311,0.004705,[15 13] ; [12 10],[15.12 12.88] ; [11.88 10.12],0
n1,1,0.949375,0.004031,[3 4] ; [4 5],[3.0625 3.9375] ; [3.9375 5.0625],0
b2,1,0.967991,0.00161,[ 7 12] ; [ 6 10],[ 7.05714286 11.94285714] ; [ 5.94285714 10.05714286],0
b3,1,0.967991,0.00161,[ 7 12] ; [ 6 10],[ 7.05714286 11.94285714] ; [ 5.94285714 10.05714286],0
a3,1,0.98051,0.000597,[19  9] ; [15  7],[19.04  8.96] ; [14.96  7.04],0
