Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.701518,[106  13] ; [ 5 15],[95.02877698 23.97122302] ; [15.97122302  4.02877698],1
v4,1,5e-06,20.703175,[112   7] ; [12  8],[106.15827338  12.84172662] ; [17.84172662  2.15827338],1
v2,1,0.008662,6.891188,[60 56] ; [ 4 16],[54.58823529 61.41176471] ; [ 9.41176471 10.58823529],0
r1,1,0.011857,6.332138,[87 32] ; [ 9 11],[82.18705036 36.81294964] ; [13.81294964  6.18705036],0
r3,1,0.01651,5.747725,[110   9] ; [15  5],[107.01438849  11.98561151] ; [17.98561151  2.01438849],0
p9,1,0.018146,5.581966,[79 38] ; [ 8 12],[74.29927007 42.70072993] ; [12.70072993  7.29927007],0
d5,1,0.022289,5.223089,[93 25] ; [11  9],[88.92753623 29.07246377] ; [15.07246377  4.92753623],0
b1,1,0.027416,4.864418,[46 73] ; [13  7],[50.51079137 68.48920863] ; [ 8.48920863 11.51079137],0
p6,1,0.067821,3.33498,[34 81] ; [ 2 18],[30.66666667 84.33333333] ; [ 5.33333333 14.66666667],0
a3,1,0.127184,2.32654,[75 44] ; [ 9 11],[71.91366906 47.08633094] ; [12.08633094  7.91366906],0
u3,1,0.13481,2.236223,[27 17] ; [4 7],[24.8 19.2] ; [6.2 4.8],0
p11,1,0.135686,2.226214,[80 39] ; [10 10],[77.05035971 41.94964029] ; [12.94964029  7.05035971],0
a4,1,0.139604,2.182318,[44 75] ; [ 4 16],[41.09352518 77.90647482] ; [ 6.90647482 13.09352518],0
p3,1,0.151387,2.058218,[43 75] ; [ 4 16],[40.1884058 77.8115942] ; [ 6.8115942 13.1884058],0
d1,1,0.156989,2.002993,[62 57] ; [ 7 13],[59.07194245 59.92805755] ; [ 9.92805755 10.07194245],0
n4,1,0.215129,1.536574,[47 72] ; [ 5 15],[44.51798561 74.48201439] ; [ 7.48201439 12.51798561],0
n6,1,0.237499,1.395376,[76 43] ; [10 10],[73.62589928 45.37410072] ; [12.37410072  7.62589928],0
p10,1,0.27445,1.194372,[68 49] ; [ 9 11],[65.75912409 51.24087591] ; [11.24087591  8.75912409],0
b4,1,0.279398,1.170017,[68 51] ; [14  6],[70.20143885 48.79856115] ; [11.79856115  8.20143885],0
d2,1,0.299663,1.075695,[44 75] ; [ 5 15],[41.94964029 77.05035971] ; [ 7.05035971 12.94964029],0
n3,1,0.305507,1.05,[20 12] ; [8 2],[21.33333333 10.66666667] ; [6.66666667 3.33333333],0
n1,1,0.312951,1.018182,[ 8 24] ; [1 9],[ 6.85714286 25.14285714] ; [2.14285714 7.85714286],0
p12,1,0.348635,0.878418,[  2 116] ; [ 1 19],[  2.56521739 115.43478261] ; [ 0.43478261 19.56521739],0
p4,1,0.365577,0.818644,[48 70] ; [ 6 14],[46.17391304 71.82608696] ; [ 7.82608696 12.17391304],0
p5,1,0.384404,0.756571,[  6 112] ; [ 2 18],[  6.84057971 111.15942029] ; [ 1.15942029 18.84057971],0
d3,1,0.399648,0.709386,[82 36] ; [12  8],[80.37681159 37.62318841] ; [13.62318841  6.37681159],0
a6,1,0.417398,0.657628,[71 48] ; [10 10],[69.34532374 49.65467626] ; [11.65467626  8.34532374],0
a5,1,0.417398,0.657628,[71 48] ; [10 10],[69.34532374 49.65467626] ; [11.65467626  8.34532374],0
v3,1,0.42788,0.628571,[32 80] ; [ 4 16],[30.54545455 81.45454545] ; [ 5.45454545 14.54545455],0
p7,1,0.448629,0.574114,[58 60] ; [ 8 12],[56.43478261 61.56521739] ; [ 9.56521739 10.43478261],0
b2,1,0.520082,0.413731,[20 47] ; [2 8],[19.14285714 47.85714286] ; [2.85714286 7.14285714],0
b3,1,0.520082,0.413731,[20 47] ; [2 8],[19.14285714 47.85714286] ; [2.85714286 7.14285714],0
a7,1,0.547273,0.362225,[90 28] ; [14  6],[88.92753623 29.07246377] ; [15.07246377  4.92753623],0
v1,1,0.547589,0.361655,[44 75] ; [ 6 14],[42.8057554 76.1942446] ; [ 7.1942446 12.8057554],0
d4,1,0.558406,0.342471,[96 23] ; [15  5],[95.02877698 23.97122302] ; [15.97122302  4.02877698],0
s8,1,0.571097,0.320851,[23 95] ; [ 5 15],[23.94202899 94.05797101] ; [ 4.05797101 15.94202899],0
s6,1,0.57955,0.306963,[39 77] ; [ 8 12],[40.08823529 75.91176471] ; [ 6.91176471 13.08823529],0
p8,1,0.582631,0.302,[49 69] ; [ 7 13],[47.88405797 70.11594203] ; [ 8.11594203 11.88405797],0
s5,1,0.589304,0.291432,[23 91] ; [ 3 17],[22.11940299 91.88059701] ; [ 3.88059701 16.11940299],0
s7,1,0.606985,0.264589,[24 90] ; [ 5 14],[24.85714286 89.14285714] ; [ 4.14285714 14.85714286],0
n2,1,0.654991,0.199665,[18 13] ; [5 5],[17.3902439 13.6097561] ; [5.6097561 4.3902439],0
u2,1,0.685781,0.16369,[21 23] ; [6 5],[21.6 22.4] ; [5.4 5.6],0
s1,1,0.715767,0.132584,[  4 115] ; [ 1 19],[  4.28057554 114.71942446] ; [ 0.71942446 19.28057554],0
a1,1,0.715767,0.132584,[  4 115] ; [ 1 19],[  4.28057554 114.71942446] ; [ 0.71942446 19.28057554],0
b5,1,0.73998,0.110144,[76 43] ; [12  8],[75.3381295 43.6618705] ; [12.6618705  7.3381295],0
a2,1,0.74215,0.108246,[ 15 104] ; [ 2 18],[ 14.55395683 104.44604317] ; [ 2.44604317 17.55395683],0
a8,1,0.788121,0.072227,[  9 101] ; [ 2 18],[  9.30769231 100.69230769] ; [ 1.69230769 18.30769231],0
s2,1,0.862725,0.029897,[ 16 102] ; [ 3 17],[ 16.24637681 101.75362319] ; [ 2.75362319 17.24637681],0
p2,1,0.903635,0.014658,[81 37] ; [14  6],[81.23188406 36.76811594] ; [13.76811594  6.23188406],0
