Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.1e-05,15.772772,[ 71 105] ; [42 18],[84.27118644 91.72881356] ; [28.72881356 31.27118644],1
p5,1,8.3e-05,15.482506,[ 14 163] ; [17 45],[ 22.958159 154.041841] ; [ 8.041841 53.958159],1
b5,1,0.001791,9.75208,[117  60] ; [27 35],[106.64435146  70.35564854] ; [37.35564854 24.64435146],0
p6,1,0.003174,8.704741,[ 68 104] ; [38 24],[77.91452991 94.08547009] ; [28.08547009 33.91452991],0
s8,1,0.006222,7.484868,[ 45 131] ; [27 34],[ 53.46835443 122.53164557] ; [18.53164557 42.46835443],0
s4,1,0.00766,7.111195,[ 15 161] ; [13 48],[ 20.79324895 155.20675105] ; [ 7.20675105 53.79324895],0
s7,1,0.013563,6.0941,[ 45 120] ; [26 32],[ 52.53363229 112.46636771] ; [18.46636771 39.53363229],0
p12,1,0.01948,5.457897,[  6 169] ; [ 7 55],[  9.59915612 165.40084388] ; [ 3.40084388 58.59915612],0
r4,1,0.03055,4.678092,[154  23] ; [60  2],[158.48535565  18.51464435] ; [55.51464435  6.48535565],0
p10,1,0.038102,4.300461,[141  34] ; [57  5],[146.20253165  28.79746835] ; [51.79746835 10.20253165],0
n4,1,0.040528,4.195626,[125  52] ; [52 10],[131.08368201  45.91631799] ; [45.91631799 16.08368201],0
n6,1,0.048237,3.90172,[143  33] ; [57  5],[147.89915966  28.10084034] ; [52.10084034  9.89915966],0
p3,1,0.059548,3.549927,[98 78] ; [43 19],[104.26890756  71.73109244] ; [36.73109244 25.26890756],0
v2,1,0.061084,3.507712,[97 77] ; [43 19],[103.22033898  70.77966102] ; [36.77966102 25.22033898],0
a5,1,0.061875,3.486391,[124  53] ; [51 11],[129.60251046  47.39748954] ; [45.39748954 16.60251046],0
a6,1,0.061937,3.484738,[123  54] ; [35 27],[117.0125523  59.9874477] ; [40.9874477 21.0125523],0
p9,1,0.062012,3.482737,[143  32] ; [56  5],[147.56355932  27.43644068] ; [51.43644068  9.56355932],0
p1,1,0.062532,3.46892,[ 10 167] ; [ 8 54],[ 13.33054393 163.66945607] ; [ 4.66945607 57.33054393],0
p4,1,0.069083,3.304674,[108  68] ; [46 16],[113.88235294  62.11764706] ; [40.11764706 21.88235294],0
a7,1,0.093037,2.82103,[133  43] ; [40 22],[127.93277311  48.06722689] ; [45.06722689 16.93277311],0
n5,1,0.102044,2.67331,[123  53] ; [50 12],[127.93277311  48.06722689] ; [45.06722689 16.93277311],0
b3,1,0.108142,2.581159,[32 72] ; [18 22],[36.11111111 67.88888889] ; [13.88888889 26.11111111],0
b2,1,0.108142,2.581159,[32 72] ; [18 22],[36.11111111 67.88888889] ; [13.88888889 26.11111111],0
a1,1,0.114302,2.493714,[  4 173] ; [ 4 58],[  5.92468619 171.07531381] ; [ 2.07531381 59.92468619],0
s2,1,0.120983,2.404553,[ 25 152] ; [14 48],[ 28.88284519 148.11715481] ; [10.11715481 51.88284519],0
u1,1,0.130912,2.281658,[ 23 154] ; [13 49],[ 26.66108787 150.33891213] ; [ 9.33891213 52.66108787],0
r1,1,0.151519,2.056893,[132  44] ; [52 10],[136.06722689  39.93277311] ; [47.93277311 14.06722689],0
a8,1,0.175012,1.839481,[ 18 135] ; [11 47],[ 21.02843602 131.97156398] ; [ 7.97156398 50.02843602],0
v4,1,0.191744,1.70417,[167  10] ; [61  1],[168.85355649   8.14644351] ; [59.14644351  2.85355649],0
b1,1,0.212078,1.557187,[ 70 107] ; [19 43],[ 65.91213389 111.08786611] ; [23.08786611 38.91213389],0
n1,1,0.2448,1.352741,[ 8 26] ; [ 7 11],[ 9.80769231 24.19230769] ; [ 5.19230769 12.80769231],0
b4,1,0.322463,0.978931,[87 90] ; [35 27],[90.35146444 86.64853556] ; [31.64853556 30.35146444],0
d2,1,0.335867,0.926144,[ 76 101] ; [31 31],[79.24267782 97.75732218] ; [27.75732218 34.24267782],0
p11,1,0.357948,0.845079,[142  35] ; [53  9],[144.41422594  32.58577406] ; [50.58577406 11.41422594],0
a4,1,0.367796,0.811097,[ 68 108] ; [28 34],[ 70.99159664 105.00840336] ; [25.00840336 36.99159664],0
p8,1,0.463244,0.538044,[116  57] ; [44 17],[118.29059829  54.70940171] ; [41.70940171 19.29059829],0
u3,1,0.544727,0.366849,[27 30] ; [10  8],[28.12 28.88] ; [8.88 9.12],0
d5,1,0.578024,0.30944,[142  34] ; [52 10],[143.46218487  32.53781513] ; [50.53781513 11.46218487],0
d4,1,0.657695,0.196336,[138  39] ; [50 12],[139.23012552  37.76987448] ; [48.76987448 13.23012552],0
a3,1,0.68361,0.16609,[120  56] ; [44 18],[121.27731092  54.72268908] ; [42.72268908 19.27731092],0
a2,1,0.708811,0.139467,[ 36 141] ; [14 48],[ 37.0292887 139.9707113] ; [12.9707113 49.0292887],0
d1,1,0.770715,0.084937,[99 78] ; [36 26],[99.9790795 77.0209205] ; [35.0209205 26.9790795],0
n3,1,0.777963,0.07951,[26  9] ; [12  5],[25.57692308  9.42307692] ; [12.42307692  4.57692308],0
r2,1,0.792295,0.069344,[160  15] ; [56  6],[159.49367089  15.50632911] ; [56.50632911  5.49367089],0
u2,1,0.800821,0.063647,[31 25] ; [10  7],[31.45205479 24.54794521] ; [9.54794521 7.45205479],0
v1,1,0.844456,0.038493,[99 78] ; [35 26],[99.65546218 77.34453782] ; [34.34453782 26.65546218],0
d3,1,0.851562,0.035016,[118  57] ; [41 21],[117.40506329  57.59493671] ; [41.59493671 20.40506329],0
v3,1,0.883344,0.02153,[ 66 107] ; [23 39],[ 65.51914894 107.48085106] ; [23.48085106 38.51914894],0
p2,1,0.925281,0.008795,[156  19] ; [55  7],[155.80168776  19.19831224] ; [55.19831224  6.80168776],0
r3,1,0.929128,0.007911,[165  12] ; [58  4],[165.15062762  11.84937238] ; [57.84937238  4.15062762],0
n2,1,0.944723,0.004807,[23 12] ; [12  6],[23.11320755 11.88679245] ; [11.88679245  6.11320755],0
