Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.244115,[55  3] ; [43 24],[45.472 12.528] ; [52.528 14.472],1
p8,1,0.000121,14.771898,[51  7] ; [38 29],[41.296 16.704] ; [47.704 19.296],1
p5,1,0.000498,12.123459,[28 30] ; [13 55],[18.87301587 39.12698413] ; [22.12698413 45.87301587],1
p4,1,0.000694,11.506478,[52  5] ; [44 23],[44.12903226 12.87096774] ; [51.87096774 15.12903226],1
p3,1,0.004026,8.271894,[45 12] ; [37 31],[37.392 19.608] ; [44.608 23.392],0
p12,1,0.024183,5.081494,[16 42] ; [ 8 60],[11.04761905 46.95238095] ; [12.95238095 55.04761905],0
a1,1,0.03429,4.480183,[ 9 49] ; [ 3 65],[ 5.52380952 52.47619048] ; [ 6.47619048 61.52380952],0
s7,1,0.039181,4.253009,[47  9] ; [44 21],[42.11570248 13.88429752] ; [48.88429752 16.11570248],0
p9,1,0.04649,3.963764,[56  2] ; [57  9],[52.85483871  5.14516129] ; [60.14516129  5.85483871],0
p1,1,0.103597,2.649276,[14 43] ; [ 9 59],[10.488 46.512] ; [12.512 55.488],0
a5,1,0.11681,2.459577,[52  6] ; [54 14],[48.79365079  9.20634921] ; [57.20634921 10.79365079],0
s8,1,0.127475,2.322985,[43 14] ; [42 25],[39.07258065 17.92741935] ; [45.92741935 21.07258065],0
n2,1,0.150224,2.069972,[8 3] ; [14  1],[9.30769231 1.69230769] ; [12.69230769  2.30769231],0
p10,1,0.155756,2.014955,[54  4] ; [57 10],[51.504  6.496] ; [59.496  7.504],0
n4,1,0.170191,1.881258,[52  6] ; [55 13],[49.25396825  8.74603175] ; [57.74603175 10.25396825],0
a8,1,0.268031,1.226796,[ 7 47] ; [ 4 55],[ 5.25663717 48.74336283] ; [ 5.74336283 53.25663717],0
b4,1,0.270542,1.213996,[38 20] ; [38 30],[34.98412698 23.01587302] ; [41.01587302 26.98412698],0
v1,1,0.284187,1.14696,[44 14] ; [45 22],[41.296 16.704] ; [47.704 19.296],0
d3,1,0.286163,1.137584,[45 12] ; [48 20],[42.408 14.592] ; [50.592 17.408],0
n3,1,0.304807,1.053044,[7 4] ; [13  3],[8.14814815 2.85185185] ; [11.85185185  4.14814815],0
d5,1,0.337845,0.918591,[46 10] ; [60  8],[47.87096774  8.12903226] ; [58.12903226  9.87096774],0
a6,1,0.353558,0.860646,[36 20] ; [49 19],[38.38709677 17.61290323] ; [46.61290323 21.38709677],0
n5,1,0.364305,0.822999,[51  7] ; [55 12],[49.184  8.816] ; [56.816 10.184],0
n1,1,0.382677,0.762085,[5 6] ; [ 4 10],[3.96 7.04] ; [5.04 8.96],0
r4,1,0.391083,0.735573,[57  1] ; [65  3],[56.15873016  1.84126984] ; [65.84126984  2.15873016],0
s6,1,0.425651,0.634661,[52  6] ; [56 10],[50.51612903  7.48387097] ; [57.48387097  8.51612903],0
b2,1,0.432003,0.617431,[16 14] ; [18 23],[14.36619718 15.63380282] ; [19.63380282 21.36619718],0
b3,1,0.432003,0.617431,[16 14] ; [18 23],[14.36619718 15.63380282] ; [19.63380282 21.36619718],0
u4,1,0.467981,0.52674,[ 2 56] ; [ 1 67],[ 1.38095238 56.61904762] ; [ 1.61904762 66.38095238],0
s1,1,0.484526,0.48866,[ 2 56] ; [ 1 65],[ 1.40322581 56.59677419] ; [ 1.59677419 64.40322581],0
d4,1,0.50854,0.43707,[47  9] ; [59  8],[48.2601626  7.7398374] ; [57.7398374  9.2601626],0
s4,1,0.530182,0.394043,[13 45] ; [12 55],[11.6 46.4] ; [13.4 53.6],0
n6,1,0.538536,0.37826,[54  2] ; [63  4],[53.26829268  2.73170732] ; [63.73170732  3.26829268],0
a4,1,0.581998,0.303016,[31 27] ; [33 35],[29.46031746 28.53968254] ; [34.53968254 33.46031746],0
u1,1,0.602066,0.271892,[16 42] ; [16 52],[14.73015873 43.26984127] ; [17.26984127 50.73015873],0
s3,1,0.665151,0.187326,[41 16] ; [49 16],[42.04918033 14.95081967] ; [47.95081967 17.04918033],0
u3,1,0.68017,0.169935,[9 4] ; [8 5],[8.5 4.5] ; [8.5 4.5],0
b1,1,0.686864,0.162501,[21 37] ; [27 41],[22.0952381 35.9047619] ; [25.9047619 42.0952381],0
v2,1,0.755769,0.096747,[48 10] ; [54 13],[47.328 10.672] ; [54.672 12.328],0
d2,1,0.772837,0.083328,[30 27] ; [37 30],[30.7983871 26.2016129] ; [36.2016129 30.7983871],0
a3,1,0.787643,0.072562,[45 12] ; [55 13],[45.6 11.4] ; [54.4 13.6],0
p11,1,0.819919,0.051824,[47 11] ; [54 14],[46.49206349 11.50793651] ; [54.50793651 13.49206349],0
s2,1,0.846371,0.037539,[45 13] ; [51 16],[44.544 13.456] ; [51.456 15.544],0
r2,1,0.871446,0.026186,[56  2] ; [66  2],[56.15873016  1.84126984] ; [65.84126984  2.15873016],0
r3,1,0.883336,0.021533,[56  2] ; [65  2],[56.144  1.856] ; [64.856  2.144],0
p2,1,0.88397,0.021298,[50  8] ; [58 10],[49.71428571  8.28571429] ; [58.28571429  9.71428571],0
a7,1,0.906673,0.013744,[41 17] ; [48 19],[41.296 16.704] ; [47.704 19.296],0
r1,1,0.947504,0.004335,[53  5] ; [61  6],[52.896  5.104] ; [61.104  5.896],0
b5,1,0.954659,0.003233,[31 27] ; [36 32],[30.84126984 27.15873016] ; [36.15873016 31.84126984],0
d1,1,0.961363,0.002347,[39 19] ; [46 22],[39.12698413 18.87301587] ; [45.87301587 22.12698413],0
a2,1,0.990059,0.000155,[17 41] ; [20 48],[17.03174603 40.96825397] ; [19.96825397 48.03174603],0
u2,1,1.0,0.0,[8 5] ; [8 5],[8. 5.] ; [8. 5.],0
