Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.807937,[50 11] ; [ 8 30],[35.73737374 25.26262626] ; [22.26262626 15.73737374],1
r3,1,2e-05,18.19209,[52  9] ; [17 21],[42.51515152 18.48484848] ; [26.48484848 11.51515152],1
d4,1,0.001861,9.682041,[48 12] ; [19 19],[41.02040816 18.97959184] ; [25.97959184 12.02040816],0
d3,1,0.003376,8.592501,[40 21] ; [13 24],[32.98979592 28.01020408] ; [20.01020408 16.98979592],0
n5,1,0.00491,7.912354,[19 41] ; [23 15],[25.71428571 34.28571429] ; [16.28571429 21.71428571],0
v4,1,0.005634,7.66374,[48 11] ; [21 17],[41.96907216 17.03092784] ; [27.03092784 10.96907216],0
r2,1,0.010959,6.471964,[54  7] ; [25 12],[49.17346939 11.82653061] ; [29.82653061  7.17346939],0
b3,1,0.025142,5.014046,[ 6 26] ; [10 11],[ 9.66037736 22.33962264] ; [ 6.33962264 14.66037736],0
b2,1,0.025142,5.014046,[ 6 26] ; [10 11],[ 9.66037736 22.33962264] ; [ 6.33962264 14.66037736],0
a1,1,0.026336,4.933855,[ 2 59] ; [ 6 32],[ 4.92929293 56.07070707] ; [ 3.07070707 34.92929293],0
a3,1,0.035925,4.400645,[44 16] ; [20 18],[39.18367347 20.81632653] ; [24.81632653 13.18367347],0
p11,1,0.03698,4.351326,[34 27] ; [13 25],[28.95959596 32.04040404] ; [18.04040404 19.95959596],0
p3,1,0.05148,3.792593,[19 41] ; [ 5 31],[15. 45.] ; [ 9. 27.],0
d5,1,0.05747,3.60893,[45 16] ; [21 17],[40.66666667 20.33333333] ; [25.33333333 12.66666667],0
u2,1,0.059902,3.540108,[12  5] ; [ 7 11],[9.22857143 7.77142857] ; [9.77142857 8.22857143],0
a7,1,0.060683,3.518611,[42 19] ; [19 19],[37.58585859 23.41414141] ; [23.41414141 14.58585859],0
a5,1,0.060917,3.512249,[39 22] ; [17 21],[34.50505051 26.49494949] ; [21.49494949 16.50505051],0
p1,1,0.071539,3.247349,[ 3 57] ; [ 6 32],[ 5.51020408 54.48979592] ; [ 3.48979592 34.51020408],0
p8,1,0.07524,3.164835,[20 40] ; [ 6 30],[16.25 43.75] ; [ 9.75 26.25],0
v2,1,0.077639,3.113652,[24 33] ; [ 9 28],[20.0106383 36.9893617] ; [12.9893617 24.0106383],0
p2,1,0.081393,3.036863,[36 24] ; [15 21],[31.875 28.125] ; [19.125 16.875],0
s4,1,0.138221,2.197654,[ 4 57] ; [ 6 32],[ 6.16161616 54.83838384] ; [ 3.83838384 34.16161616],0
p4,1,0.154009,2.032086,[19 40] ; [ 7 30],[15.97916667 43.02083333] ; [10.02083333 26.97916667],0
p6,1,0.15945,1.979435,[ 7 52] ; [ 8 27],[ 9.41489362 49.58510638] ; [ 5.58510638 29.41489362],0
d1,1,0.184306,1.762558,[24 37] ; [10 28],[20.94949495 40.05050505] ; [13.05050505 24.94949495],0
v3,1,0.192767,1.696346,[17 39] ; [ 7 31],[14.29787234 41.70212766] ; [ 9.70212766 28.29787234],0
p7,1,0.213004,1.550893,[25 34] ; [11 26],[22.125 36.875] ; [13.875 23.125],0
a2,1,0.223374,1.48256,[10 51] ; [ 3 35],[ 8.01010101 52.98989899] ; [ 4.98989899 33.01010101],0
u3,1,0.238259,1.390865,[10  7] ; [ 7 11],[8.25714286 8.74285714] ; [8.74285714 9.25714286],0
a4,1,0.25077,1.319011,[28 33] ; [13 25],[25.26262626 35.73737374] ; [15.73737374 22.26262626],0
n4,1,0.286825,1.134464,[34 27] ; [17 21],[31.42424242 29.57575758] ; [19.57575758 18.42424242],0
b4,1,0.298233,1.08208,[37 24] ; [19 19],[34.50505051 26.49494949] ; [21.49494949 16.50505051],0
p5,1,0.301534,1.067397,[ 1 59] ; [ 2 35],[ 1.8556701 58.1443299] ; [ 1.1443299 35.8556701],0
a6,1,0.304942,1.052456,[40 21] ; [21 17],[37.58585859 23.41414141] ; [23.41414141 14.58585859],0
d2,1,0.304942,1.052456,[21 40] ; [17 21],[23.41414141 37.58585859] ; [14.58585859 23.41414141],0
s7,1,0.399674,0.709307,[ 9 42] ; [ 4 32],[ 7.62068966 43.37931034] ; [ 5.37931034 30.62068966],0
s5,1,0.411094,0.675634,[ 6 53] ; [ 2 35],[ 4.91666667 54.08333333] ; [ 3.08333333 33.91666667],0
b1,1,0.432109,0.617148,[32 29] ; [23 15],[33.88888889 27.11111111] ; [21.11111111 16.88888889],0
v1,1,0.519976,0.413942,[22 39] ; [11 26],[20.54081633 40.45918367] ; [12.45918367 24.54081633],0
n3,1,0.580758,0.305011,[10  8] ; [11  6],[10.8  7.2] ; [10.2  6.8],0
s8,1,0.694974,0.153753,[ 5 56] ; [ 4 34],[ 5.54545455 55.45454545] ; [ 3.45454545 34.54545455],0
p9,1,0.697959,0.150604,[30 30] ; [20 17],[30.92783505 29.07216495] ; [19.07216495 17.92783505],0
a8,1,0.754749,0.097583,[ 4 53] ; [ 2 35],[ 3.63829787 53.36170213] ; [ 2.36170213 34.63829787],0
b5,1,0.762767,0.091113,[34 27] ; [20 18],[33.27272727 27.72727273] ; [20.72727273 17.27272727],0
u1,1,0.792966,0.068886,[ 4 57] ; [ 2 36],[ 3.6969697 57.3030303] ; [ 2.3030303 35.6969697],0
p10,1,0.832455,0.044755,[28 32] ; [16 20],[27.5 32.5] ; [16.5 19.5],0
n2,1,0.900339,0.015683,[11  9] ; [9 8],[10.81081081  9.18918919] ; [9.18918919 7.81081081],0
s3,1,0.937382,0.006172,[19 41] ; [12 25],[19.17525773 40.82474227] ; [11.82474227 25.17525773],0
s1,1,0.968756,0.001534,[ 5 55] ; [ 3 34],[ 4.94845361 55.05154639] ; [ 3.05154639 33.94845361],0
s2,1,0.991282,0.000119,[11 49] ; [ 7 31],[11.02040816 48.97959184] ; [ 6.97959184 31.02040816],0
n1,1,1.0,0.0,[ 8 12] ; [6 9],[ 8. 12.] ; [6. 9.],0
