Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,242.756588,[ 24 204] ; [372 142],[121.6819407 106.3180593] ; [274.3180593 239.6819407],1
d5,1,0.0,170.53389,[146  83] ; [505  10],[200.375  28.625] ; [450.625  64.375],1
d3,1,0.0,120.261092,[117 112] ; [453  62],[175.44354839  53.55645161] ; [394.55645161 120.44354839],1
a2,1,0.0,73.791716,[ 12 217] ; [181 334],[ 59.40456989 169.59543011] ; [133.59543011 381.40456989],1
a4,1,0.0,60.792924,[ 61 168] ; [296 218],[110.03095559 118.96904441] ; [246.96904441 267.03095559],1
a5,1,0.0,58.870097,[133  96] ; [433  82],[174.21236559  54.78763441] ; [391.78763441 123.21236559],1
u1,1,0.0,51.89031,[ 10 219] ; [141 374],[ 46.47715054 182.52284946] ; [104.52284946 410.47715054],1
a3,1,0.0,31.156934,[140  88] ; [414  99],[170.46153846  57.53846154] ; [383.53846154 129.46153846],1
s8,1,1.3e-05,18.951606,[ 76 152] ; [259 253],[103.21621622 124.78378378] ; [231.78378378 280.21621622],1
p4,1,1.5e-05,18.712576,[108 117] ; [332 179],[134.51086957  90.48913043] ; [305.48913043 205.51086957],1
a6,1,3.4e-05,17.155706,[133  96] ; [377 137],[157.18707941  71.81292059] ; [352.81292059 161.18707941],1
r2,1,0.000235,13.527208,[205  21] ; [494  15],[214.93061224  11.06938776] ; [484.06938776  24.93061224],1
r1,1,0.001283,10.367128,[172  57] ; [435  77],[187.58839406  41.41160594] ; [419.41160594  92.58839406],0
v2,1,0.003976,8.294618,[113 107] ; [311 184],[130.46153846  89.53846154] ; [293.53846154 201.46153846],0
p3,1,0.008762,6.870643,[ 96 132] ; [269 243],[112.45945946 115.54054054] ; [252.54054054 259.45945946],0
v3,1,0.00888,6.846894,[ 75 149] ; [214 274],[ 90.92134831 133.07865169] ; [198.07865169 289.92134831],0
n4,1,0.009198,6.784041,[161  67] ; [408 106],[174.84097035  53.15902965] ; [394.15902965 119.84097035],0
a7,1,0.0105,6.547965,[155  73] ; [396 119],[169.0820996  58.9179004] ; [381.9179004 133.0820996],0
u4,1,0.014647,5.958417,[  1 228] ; [ 18 497],[  5.84811828 223.15188172] ; [ 13.15188172 501.84811828],0
n6,1,0.021859,5.257003,[179  47] ; [440  72],[189.55826558  36.44173442] ; [429.44173442  82.55826558],0
p10,1,0.022138,5.234924,[170  54] ; [423  86],[181.21691678  42.78308322] ; [411.78308322  97.21691678],0
n5,1,0.022963,5.171305,[150  75] ; [383 129],[162.72048847  62.27951153] ; [370.27951153 141.72048847],0
s7,1,0.024125,5.08562,[ 95 124] ; [259 234],[108.88483146 110.11516854] ; [245.11516854 247.88483146],0
s2,1,0.02433,5.070965,[107 121] ; [285 225],[121.10569106 106.89430894] ; [270.89430894 239.10569106],0
v4,1,0.039553,4.236937,[211  17] ; [494  20],[216.63072776  11.36927224] ; [488.36927224  25.63072776],0
p9,1,0.041012,4.175499,[181  44] ; [437  69],[190.21887825  34.78112175] ; [427.78112175  78.21887825],0
v1,1,0.043932,4.059166,[110 113] ; [287 213],[122.44951591 100.55048409] ; [274.55048409 225.44951591],0
r4,1,0.046847,3.950879,[203  26] ; [479  36],[209.91666667  19.08333333] ; [472.08333333  42.91666667],0
n2,1,0.064687,3.412944,[44 10] ; [78 37],[38.98224852 15.01775148] ; [83.01775148 31.98224852],0
p6,1,0.070194,3.278485,[ 72 152] ; [197 306],[ 82.88308116 141.11691884] ; [186.11691884 316.88308116],0
p12,1,0.090317,2.868709,[ 12 212] ; [ 46 464],[ 17.70027248 206.29972752] ; [ 40.29972752 469.70027248],0
