Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.8e-05,18.343251,[57  6] ; [1 4],[53.73529412  9.26470588] ; [4.26470588 0.73529412],1
p2,1,0.00533,7.763982,[48 14] ; [1 4],[45.34328358 16.65671642] ; [3.65671642 1.34328358],0
p9,1,0.011675,6.359563,[52  9] ; [2 3],[49.90909091 11.09090909] ; [4.09090909 0.90909091],0
s2,1,0.017979,5.598193,[45 18] ; [1 4],[42.61764706 20.38235294] ; [3.38235294 1.61764706],0
r3,1,0.019,5.501491,[62  1] ; [4 1],[61.14705882  1.85294118] ; [4.85294118 0.14705882],0
p10,1,0.025367,4.998639,[51 11] ; [2 3],[49.04477612 12.95522388] ; [3.95522388 1.04477612],0
a6,1,0.066864,3.358367,[39 24] ; [1 4],[37.05882353 25.94117647] ; [2.94117647 2.05882353],0
p1,1,0.070145,3.279613,[ 7 55] ; [2 3],[ 8.32835821 53.67164179] ; [0.67164179 4.32835821],0
p7,1,0.088794,2.896099,[35 24] ; [1 4],[33.1875 25.8125] ; [2.8125 2.1875],0
s6,1,0.097087,2.752753,[55  8] ; [3 2],[53.73529412  9.26470588] ; [4.26470588 0.73529412],0
n6,1,0.102723,2.662748,[46 16] ; [2 3],[44.41791045 17.58208955] ; [3.58208955 1.41791045],0
n2,1,0.136198,2.220395,[18  6] ; [1 2],[16.88888889  7.11111111] ; [2.11111111 0.88888889],0
a7,1,0.143162,2.143639,[45 18] ; [2 3],[43.54411765 19.45588235] ; [3.45588235 1.54411765],0
d3,1,0.143162,2.143639,[45 18] ; [2 3],[43.54411765 19.45588235] ; [3.45588235 1.54411765],0
r1,1,0.151017,2.061952,[44 18] ; [2 3],[42.56716418 19.43283582] ; [3.43283582 1.56716418],0
b5,1,0.163359,1.942857,[33 30] ; [1 4],[31.5 31.5] ; [2.5 2.5],0
r2,1,0.163359,1.942857,[60  3] ; [4 1],[59.29411765  3.70588235] ; [4.70588235 0.29411765],0
v2,1,0.184949,1.757401,[30 31] ; [4 1],[31.42424242 29.57575758] ; [2.57575758 2.42424242],0
p3,1,0.19639,1.669018,[31 31] ; [1 4],[29.6119403 32.3880597] ; [2.3880597 2.6119403],0
d1,1,0.317508,0.999184,[36 27] ; [4 1],[37.05882353 25.94117647] ; [2.94117647 2.05882353],0
n1,1,0.332373,0.939631,[ 9 15] ; [2 1],[ 9.77777778 14.22222222] ; [1.22222222 1.77777778],0
b2,1,0.370213,0.802949,[12 19] ; [3 2],[12.91666667 18.08333333] ; [2.08333333 2.91666667],0
b3,1,0.370213,0.802949,[12 19] ; [3 2],[12.91666667 18.08333333] ; [2.08333333 2.91666667],0
b4,1,0.45719,0.552766,[40 23] ; [4 1],[40.76470588 22.23529412] ; [3.23529412 1.76470588],0
p6,1,0.555082,0.34829,[20 41] ; [1 4],[19.40909091 41.59090909] ; [1.59090909 3.40909091],0
s7,1,0.563452,0.333762,[27 31] ; [3 2],[27.61904762 30.38095238] ; [2.38095238 2.61904762],0
p4,1,0.568983,0.324387,[33 29] ; [2 3],[32.3880597 29.6119403] ; [2.6119403 2.3880597],0
b1,1,0.646621,0.210186,[19 44] ; [2 3],[19.45588235 43.54411765] ; [1.54411765 3.45588235],0
p11,1,0.704141,0.1442,[43 20] ; [3 2],[42.61764706 20.38235294] ; [3.38235294 1.61764706],0
n5,1,0.733313,0.116092,[17 46] ; [1 4],[16.67647059 46.32352941] ; [1.32352941 3.67647059],0
s3,1,0.761674,0.091981,[42 21] ; [3 2],[41.69117647 21.30882353] ; [3.30882353 1.69117647],0
a5,1,0.761674,0.091981,[42 21] ; [3 2],[41.69117647 21.30882353] ; [3.30882353 1.69117647],0
n3,1,0.818726,0.052525,[14 10] ; [1 1],[13.84615385 10.15384615] ; [1.15384615 0.84615385],0
a3,1,0.89726,0.016673,[39 23] ; [3 2],[38.86567164 23.13432836] ; [3.13432836 1.86567164],0
d5,1,0.908169,0.013305,[49 14] ; [4 1],[49.10294118 13.89705882] ; [3.89705882 1.10294118],0
s4,1,0.988858,0.000195,[25 38] ; [2 3],[25.01470588 37.98529412] ; [1.98529412 3.01470588],0
a4,1,0.988858,0.000195,[25 38] ; [2 3],[25.01470588 37.98529412] ; [1.98529412 3.01470588],0
