Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.316337,[11 26] ; [51 11],[23.17171717 13.82828283] ; [38.82828283 23.17171717],1
d4,1,0.000925,10.972693,[33  4] ; [35 26],[25.67346939 11.32653061] ; [42.32653061 18.67346939],1
a7,1,0.011966,6.315921,[23 14] ; [22 39],[16.98979592 20.01020408] ; [28.01020408 32.98979592],0
a1,1,0.026545,4.920163,[ 1 36] ; [11 51],[ 4.48484848 32.51515152] ; [ 7.51515152 54.48484848],0
r3,1,0.039292,4.248217,[24 13] ; [26 34],[19.07216495 17.92783505] ; [30.92783505 29.07216495],0
d3,1,0.047806,3.916809,[24 13] ; [27 34],[19.25510204 17.74489796] ; [31.74489796 29.25510204],0
p11,1,0.068258,3.324432,[11 26] ; [30 32],[15.32323232 21.67676768] ; [25.67676768 36.32323232],0
p6,1,0.076501,3.13772,[ 2 34] ; [11 49],[ 4.875 31.125] ; [ 8.125 51.875],0
r1,1,0.086851,2.931798,[15 22] ; [15 47],[11.21212121 25.78787879] ; [18.78787879 43.21212121],0
p1,1,0.087632,2.91735,[ 1 36] ; [ 8 54],[ 3.36363636 33.63636364] ; [ 5.63636364 56.36363636],0
d1,1,0.099598,2.711968,[20 17] ; [23 39],[16.07070707 20.92929293] ; [26.92929293 35.07070707],0
b5,1,0.101527,2.681388,[23 14] ; [28 34],[19.06060606 17.93939394] ; [31.93939394 30.06060606],0
n2,1,0.103517,2.650512,[ 6 11] ; [18 12],[8.68085106 8.31914894] ; [15.31914894 14.68085106],0
n1,1,0.114198,2.495147,[ 3 14] ; [12 18],[ 5.42553191 11.57446809] ; [ 9.57446809 20.42553191],0
s8,1,0.131063,2.279873,[ 3 34] ; [12 50],[ 5.60606061 31.39393939] ; [ 9.39393939 52.60606061],0
v1,1,0.148515,2.087437,[15 20] ; [17 43],[11.78947368 23.21052632] ; [20.21052632 39.78947368],0
n6,1,0.155823,2.0143,[17 20] ; [37 24],[20.3877551 16.6122449] ; [33.6122449 27.3877551],0
p3,1,0.180602,1.792663,[10 26] ; [10 51],[ 7.42268041 28.57731959] ; [12.57731959 48.42268041],0
s7,1,0.181011,1.789302,[ 6 27] ; [18 40],[ 8.7032967 24.2967033] ; [15.2967033 42.7032967],0
v4,1,0.237764,1.393805,[23 13] ; [32 30],[20.20408163 15.79591837] ; [34.79591837 27.20408163],0
r2,1,0.271656,1.208364,[17 17] ; [37 23],[19.53191489 14.46808511] ; [34.46808511 25.53191489],0
b1,1,0.306806,1.044377,[23 14] ; [32 30],[20.55555556 16.44444444] ; [34.44444444 27.55555556],0
p9,1,0.323812,0.973488,[17 19] ; [34 25],[19.32631579 16.67368421] ; [31.67368421 27.32631579],0
a6,1,0.336497,0.923733,[16 21] ; [33 29],[18.31313131 18.68686869] ; [30.68686869 31.31313131],0
s5,1,0.349974,0.873551,[ 8 28] ; [ 9 52],[ 6.30927835 29.69072165] ; [10.69072165 50.30927835],0
v2,1,0.35327,0.861678,[15 20] ; [20 40],[12.89473684 22.10526316] ; [22.10526316 37.89473684],0
a4,1,0.38275,0.761849,[16 21] ; [21 40],[13.96938776 23.03061224] ; [23.03061224 37.96938776],0
p10,1,0.405393,0.69227,[15 22] ; [30 31],[16.98979592 20.01020408] ; [28.01020408 32.98979592],0
n3,1,0.41757,0.657143,[10  6] ; [15 15],[8.69565217 7.30434783] ; [16.30434783 13.69565217],0
s2,1,0.417579,0.657118,[ 8 29] ; [18 44],[ 9.71717172 27.28282828] ; [16.28282828 45.71717172],0
u2,1,0.442703,0.589266,[6 8] ; [ 7 16],[4.91891892 9.08108108] ; [ 8.08108108 14.91891892],0
d5,1,0.455177,0.557729,[26 11] ; [39 23],[24.29292929 12.70707071] ; [40.70707071 21.29292929],0
b4,1,0.502894,0.448823,[24 13] ; [36 26],[22.42424242 14.57575758] ; [37.57575758 24.42424242],0
p2,1,0.517408,0.419057,[21 16] ; [30 30],[19.45360825 17.54639175] ; [31.54639175 28.45360825],0
v3,1,0.541378,0.372992,[ 7 30] ; [15 47],[ 8.22222222 28.77777778] ; [13.77777778 48.22222222],0
a2,1,0.556815,0.345248,[ 5 32] ; [ 6 56],[ 4.11111111 32.88888889] ; [ 6.88888889 55.11111111],0
b3,1,0.579223,0.307493,[ 6 12] ; [16 23],[ 6.94736842 11.05263158] ; [15.05263158 23.94736842],0
b2,1,0.579223,0.307493,[ 6 12] ; [16 23],[ 6.94736842 11.05263158] ; [15.05263158 23.94736842],0
u3,1,0.588355,0.292921,[ 4 10] ; [ 5 19],[ 3.31578947 10.68421053] ; [ 5.68421053 18.31578947],0
p5,1,0.591055,0.2887,[ 1 36] ; [ 3 58],[ 1.51020408 35.48979592] ; [ 2.48979592 58.51020408],0
p4,1,0.617468,0.249442,[10 27] ; [14 48],[ 8.96969697 28.03030303] ; [15.03030303 46.96969697],0
u1,1,0.617531,0.249354,[ 2 35] ; [ 5 57],[ 2.61616162 34.38383838] ; [ 4.38383838 57.61616162],0
s6,1,0.6386,0.220578,[12 25] ; [23 39],[13.08080808 23.91919192] ; [21.91919192 40.08080808],0
d2,1,0.666785,0.185386,[15 22] ; [27 33],[16.02061856 20.97938144] ; [25.97938144 34.02061856],0
a5,1,0.73643,0.113289,[19 18] ; [34 28],[19.80808081 17.19191919] ; [33.19191919 28.80808081],0
a8,1,0.827638,0.047407,[ 2 34] ; [ 4 56],[ 2.25 33.75] ; [ 3.75 56.25],0
