Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001549,10.018874,[35 28] ; [21 52],[25.94117647 37.05882353] ; [30.05882353 42.94117647],0
a7,1,0.006916,7.29478,[45 20] ; [37 42],[37.01388889 27.98611111] ; [44.98611111 34.01388889],0
r2,1,0.016366,5.763156,[60  4] ; [63 16],[55.04895105  8.95104895] ; [67.95104895 11.04895105],0
n6,1,0.033542,4.517874,[57  8] ; [58 21],[51.90972222 13.09027778] ; [63.09027778 15.90972222],0
p12,1,0.034372,4.476093,[ 1 63] ; [ 8 70],[ 4.05633803 59.94366197] ; [ 4.94366197 73.05633803],0
p10,1,0.040438,4.19943,[50 12] ; [50 27],[44.60431655 17.39568345] ; [55.39568345 21.60431655],0
r3,1,0.054796,3.688273,[56  8] ; [59 20],[51.46853147 12.53146853] ; [63.53146853 15.46853147],0
v3,1,0.055953,3.653441,[27 38] ; [20 56],[21.66666667 43.33333333] ; [25.33333333 50.66666667],0
s8,1,0.05764,3.604026,[26 38] ; [20 58],[20.73239437 43.26760563] ; [25.26760563 52.73239437],0
r4,1,0.061006,3.50981,[54 11] ; [55 24],[49.20138889 15.79861111] ; [59.79861111 19.20138889],0
a3,1,0.061199,3.504577,[38 26] ; [34 44],[32.45070423 31.54929577] ; [39.54929577 38.45070423],0
p9,1,0.065371,3.39558,[53 11] ; [52 23],[48.34532374 15.65467626] ; [56.65467626 18.34532374],0
u3,1,0.080512,3.054545,[14 13] ; [14 31],[10.5 16.5] ; [17.5 27.5],0
r1,1,0.100249,2.701582,[45 19] ; [45 34],[40.27972028 23.72027972] ; [49.72027972 29.27972028],0
v4,1,0.152459,2.047476,[58  6] ; [65 14],[55.04895105  8.95104895] ; [67.95104895 11.04895105],0
b5,1,0.154295,2.029266,[39 26] ; [38 41],[34.75694444 30.24305556] ; [42.24305556 36.75694444],0
p4,1,0.155401,2.018422,[36 28] ; [35 44],[31.77622378 32.22377622] ; [39.22377622 39.77622378],0
n4,1,0.157966,1.993594,[56  8] ; [62 17],[52.81118881 11.18881119] ; [65.18881119 13.81118881],0
p3,1,0.176591,1.826086,[31 33] ; [29 49],[27.04225352 36.95774648] ; [32.95774648 45.04225352],0
a5,1,0.202544,1.623936,[39 26] ; [39 40],[35.20833333 29.79166667] ; [42.79166667 36.20833333],0
p11,1,0.212154,1.556665,[49 16] ; [52 27],[45.59027778 19.40972222] ; [55.40972222 23.59027778],0
p1,1,0.216113,1.529995,[11 53] ; [ 8 71],[ 8.5034965 55.4965035] ; [10.4965035 68.5034965],0
n1,1,0.241126,1.373999,[9 6] ; [12 17],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
p2,1,0.301672,1.066788,[48 16] ; [53 26],[45.2027972 18.7972028] ; [55.7972028 23.2027972],0
a2,1,0.337392,0.920315,[ 7 58] ; [ 5 74],[ 5.41666667 59.58333333] ; [ 6.58333333 72.41666667],0
s5,1,0.339425,0.912603,[13 50] ; [21 55],[15.41007194 47.58992806] ; [18.58992806 57.41007194],0
s2,1,0.346341,0.886819,[25 38] ; [25 53],[22.34042553 40.65957447] ; [27.65957447 50.34042553],0
s4,1,0.351214,0.869068,[10 54] ; [17 61],[12.16901408 51.83098592] ; [14.83098592 63.16901408],0
d5,1,0.354659,0.856717,[33 32] ; [34 45],[30.24305556 34.75694444] ; [36.75694444 42.24305556],0
d1,1,0.366492,0.815523,[ 2 63] ; [ 5 74],[ 3.15972222 61.84027778] ; [ 3.84027778 75.15972222],0
d3,1,0.402767,0.700051,[19 46] ; [18 60],[16.81818182 48.18181818] ; [20.18181818 57.81818182],0
d2,1,0.413384,0.669046,[15 50] ; [23 56],[17.15277778 47.84722222] ; [20.84722222 58.15277778],0
b3,1,0.464863,0.534161,[13 30] ; [10 33],[11.5 31.5] ; [11.5 31.5],0
b2,1,0.464863,0.534161,[13 30] ; [10 33],[11.5 31.5] ; [11.5 31.5],0
s3,1,0.485888,0.48562,[31 30] ; [35 43],[28.96402878 32.03597122] ; [37.03597122 40.96402878],0
s1,1,0.494335,0.467076,[ 5 57] ; [ 4 73],[ 4.01438849 57.98561151] ; [ 4.98561151 72.01438849],0
u1,1,0.496709,0.46196,[ 3 62] ; [ 2 77],[ 2.25694444 62.74305556] ; [ 2.74305556 76.25694444],0
p5,1,0.504878,0.444667,[ 9 55] ; [ 8 69],[ 7.71631206 56.28368794] ; [ 9.28368794 67.71631206],0
a4,1,0.542032,0.371787,[18 45] ; [19 60],[16.41549296 46.58450704] ; [20.58450704 58.41549296],0
a1,1,0.552778,0.352364,[ 2 63] ; [ 4 75],[ 2.70833333 62.29166667] ; [ 3.29166667 75.70833333],0
a8,1,0.556973,0.344973,[ 8 49] ; [ 8 67],[ 6.90909091 50.09090909] ; [ 9.09090909 65.90909091],0
s6,1,0.570031,0.322631,[36 26] ; [41 36],[34.34532374 27.65467626] ; [42.65467626 34.34532374],0
a6,1,0.619485,0.246592,[36 29] ; [47 32],[37.46527778 27.53472222] ; [45.53472222 33.46527778],0
p8,1,0.741243,0.109037,[26 36] ; [34 42],[26.95652174 35.04347826] ; [33.04347826 42.95652174],0
s7,1,0.745808,0.105087,[25 35] ; [28 44],[24.09090909 35.90909091] ; [28.90909091 43.09090909],0
u2,1,0.802839,0.062338,[11 16] ; [17 28],[10.5 16.5] ; [17.5 27.5],0
p6,1,0.810819,0.057298,[20 43] ; [23 54],[19.35 43.65] ; [23.65 53.35],0
b1,1,0.874707,0.024864,[28 37] ; [33 46],[27.53472222 37.46527778] ; [33.46527778 45.53472222],0
p7,1,0.87557,0.02452,[35 27] ; [43 35],[34.54285714 27.45714286] ; [43.45714286 34.54285714],0
b4,1,0.987009,0.000265,[33 32] ; [40 39],[32.95138889 32.04861111] ; [40.04861111 38.95138889],0
