Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,92.860142,[193  42] ; [123 178],[138.54477612  96.45522388] ; [177.45522388 123.54477612],1
v1,1,0.0,30.93988,[171  65] ; [146 154],[139.57462687  96.42537313] ; [177.42537313 122.57462687],1
s8,1,3.2e-05,17.278986,[138  97] ; [125 182],[114.03136531 120.96863469] ; [148.96863469 158.03136531],1
s7,1,0.000224,13.617475,[143  82] ; [140 156],[122.2168906 102.7831094] ; [160.7831094 135.2168906],1
p3,1,0.000716,11.446056,[145  92] ; [143 164],[125.47058824 111.52941176] ; [162.52941176 144.47058824],1
p12,1,0.000972,10.880291,[ 34 203] ; [ 18 286],[ 22.78003697 214.21996303] ; [ 29.21996303 274.78003697],1
p7,1,0.002746,8.96892,[169  62] ; [181 117],[152.83553875  78.16446125] ; [197.16446125 100.83553875],0
p10,1,0.004089,8.243687,[212  23] ; [249  57],[200.24953789  34.75046211] ; [260.75046211  45.24953789],0
a1,1,0.006241,7.479507,[ 22 217] ; [ 11 296],[ 14.44505495 224.55494505] ; [ 18.55494505 288.44505495],0
n4,1,0.006328,7.454437,[223  16] ; [264  43],[213.17399267  25.82600733] ; [273.82600733  33.17399267],0
p5,1,0.007709,7.09982,[ 44 194] ; [ 32 273],[ 33.31123389 204.68876611] ; [ 42.68876611 262.31123389],0
r3,1,0.009839,6.663749,[232   6] ; [282  23],[225.28913444  12.71086556] ; [288.71086556  16.28913444],0
s4,1,0.013635,6.084771,[ 27 209] ; [ 58 243],[ 37.3556797 198.6443203] ; [ 47.6443203 253.3556797],0
d1,1,0.016747,5.722673,[182  57] ; [205 102],[169.4010989  69.5989011] ; [217.5989011  89.4010989],0
p1,1,0.023369,5.140863,[ 27 212] ; [ 18 287],[ 19.77022059 219.22977941] ; [ 25.22977941 279.77022059],0
n6,1,0.025186,5.011055,[226  13] ; [272  33],[218.79044118  20.20955882] ; [279.20955882  25.79044118],0
p4,1,0.035605,4.415925,[164  72] ; [186 120],[152.39852399  83.60147601] ; [197.60147601 108.39852399],0
s2,1,0.04036,4.202683,[141  94] ; [156 149],[129.25 105.75] ; [167.75 137.25],0
d2,1,0.04055,4.194703,[145  93] ; [159 146],[133.24493554 104.75506446] ; [170.75506446 134.24493554],0
p11,1,0.04513,4.013783,[203  36] ; [240  67],[193.91391941  45.08608059] ; [249.08608059  57.91391941],0
a3,1,0.048401,3.89602,[195  42] ; [231  76],[185.59191176  51.40808824] ; [240.40808824  66.59191176],0
u1,1,0.060585,3.52131,[ 62 177] ; [ 59 248],[ 52.96520147 186.03479853] ; [ 68.03479853 238.96520147],0
u4,1,0.06112,3.506728,[  9 230] ; [  4 303],[  5.69047619 233.30952381] ; [  7.30952381 299.69047619],0
p9,1,0.063459,3.444597,[212  23] ; [257  46],[204.8605948  30.1394052] ; [264.1394052  38.8605948],0
p2,1,0.088314,2.904835,[209  28] ; [253  52],[202.01845018  34.98154982] ; [259.98154982  45.01845018],0
p8,1,0.089416,2.884857,[142  91] ; [163 141],[132.33705773 100.66294227] ; [172.66294227 131.33705773],0
v4,1,0.098156,2.735253,[230   8] ; [287  20],[225.77247706  12.22752294] ; [291.22752294  15.77247706],0
a2,1,0.099633,2.71141,[ 76 163] ; [ 78 229],[ 67.41025641 171.58974359] ; [ 86.58974359 220.41025641],0
r4,1,0.103316,2.653596,[221  18] ; [271  36],[215.36263736  23.63736264] ; [276.63736264  30.36263736],0
r1,1,0.107679,2.587957,[204  35] ; [245  61],[196.90091743  42.09908257] ; [252.09908257  53.90091743],0
a4,1,0.114718,2.487996,[129 109] ; [145 161],[119.875 118.125] ; [154.125 151.875],0
d5,1,0.146398,2.109384,[216  23] ; [265  42],[210.54761905  28.45238095] ; [270.45238095  36.54761905],0
s5,1,0.18178,1.783013,[ 92 138] ; [102 195],[ 84.66793169 145.33206831] ; [109.33206831 187.66793169],0
n3,1,0.210493,1.568033,[35 13] ; [42 26],[31.86206897 16.13793103] ; [45.13793103 22.86206897],0
s6,1,0.314989,1.009641,[170  63] ; [209  94],[164.75186567  68.24813433] ; [214.24813433  88.75186567],0
r2,1,0.381411,0.76615,[226  10] ; [286  18],[223.76296296  12.23703704] ; [288.23703704  15.76296296],0
p6,1,0.386713,0.749252,[ 99 135] ; [117 186],[ 94.12290503 139.87709497] ; [121.87709497 181.12290503],0
b5,1,0.396874,0.717778,[137 102] ; [187 120],[141.82417582  97.17582418] ; [182.17582418 124.82417582],0
a5,1,0.407689,0.685531,[193  46] ; [239  68],[189.0989011  49.9010989] ; [242.9010989  64.0989011],0
n2,1,0.408625,0.682796,[38  9] ; [52 18],[36.15384615 10.84615385] ; [53.84615385 16.15384615],0
s3,1,0.42651,0.632308,[140  93] ; [174 133],[135.48518519  97.51481481] ; [178.51481481 128.48518519],0
n1,1,0.457388,0.552278,[17 27] ; [32 38],[18.9122807 25.0877193] ; [30.0877193 39.9122807],0
b4,1,0.511212,0.431585,[146  93] ; [179 128],[142.26190476  96.73809524] ; [182.73809524 124.26190476],0
a7,1,0.540398,0.374803,[168  70] ; [224  83],[171.1853211  66.8146789] ; [220.8146789  86.1853211],0
d3,1,0.594485,0.283394,[183  56] ; [229  78],[180.34432234  58.65567766] ; [231.65567766  75.34432234],0
a6,1,0.637862,0.22155,[163  75] ; [216  91],[165.50825688  72.49174312] ; [213.49174312  93.50825688],0
b2,1,0.642035,0.21609,[67 88] ; [ 77 112],[64.88372093 90.11627907] ; [ 79.11627907 109.88372093],0
b3,1,0.642035,0.21609,[67 88] ; [ 77 112],[64.88372093 90.11627907] ; [ 79.11627907 109.88372093],0
b1,1,0.685791,0.16368,[ 94 145] ; [126 181],[ 96.3003663 142.6996337] ; [123.6996337 183.3003663],0
s1,1,0.710978,0.137302,[  5 229] ; [  8 296],[  5.65427509 228.34572491] ; [  7.34572491 296.65427509],0
u2,1,0.872611,0.02571,[24 19] ; [43 32],[24.41525424 18.58474576] ; [42.58474576 32.41525424],0
u3,1,0.898085,0.016405,[26 18] ; [44 32],[25.66666667 18.33333333] ; [44.33333333 31.66666667],0
a8,1,0.937924,0.006065,[ 34 174] ; [ 48 241],[ 34.31790744 173.68209256] ; [ 47.68209256 241.31790744],0
