Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,57.255551,[73 50] ; [ 1 61],[49.2 73.8] ; [24.8 37.2],1
d5,1,0.0,47.855923,[98 25] ; [17 45],[76.45945946 46.54054054] ; [38.54054054 23.45945946],1
d3,1,1e-06,25.233521,[65 58] ; [ 9 53],[49.2 73.8] ; [24.8 37.2],1
a5,1,2e-06,22.803856,[85 38] ; [20 42],[69.81081081 53.18918919] ; [35.18918919 26.81081081],1
a3,1,3e-06,21.853305,[87 35] ; [22 40],[72.27173913 49.72826087] ; [36.72826087 25.27173913],1
a4,1,1.4e-05,18.84483,[65 57] ; [12 49],[51.33333333 70.66666667] ; [25.66666667 35.33333333],1
r1,1,2.7e-05,17.612116,[87 36] ; [24 38],[73.8 49.2] ; [37.2 24.8],1
s5,1,0.000122,14.766421,[51 65] ; [ 9 51],[39.54545455 76.45454545] ; [20.45454545 39.54545455],1
d2,1,0.000321,12.946196,[65 56] ; [16 46],[53.55737705 67.44262295] ; [27.44262295 34.55737705],1
r4,1,0.001326,10.306207,[94 29] ; [33 29],[84.43783784 38.56216216] ; [42.56216216 19.43783784],0
r3,1,0.002734,8.976843,[109  14] ; [44 18],[101.72432432  21.27567568] ; [51.27567568 10.72432432],0
p9,1,0.005,7.879617,[94 26] ; [35 25],[86. 34.] ; [43. 17.],0
p10,1,0.007141,7.237074,[87 34] ; [31 29],[78.8839779 42.1160221] ; [39.1160221 20.8839779],0
v1,1,0.021198,5.310466,[54 66] ; [17 45],[46.81318681 73.18681319] ; [24.18681319 37.81318681],0
s2,1,0.02653,4.92117,[54 68] ; [17 45],[47.07608696 74.92391304] ; [23.92391304 38.07608696],0
b2,1,0.028129,4.820148,[37 44] ; [10 30],[31.46280992 49.53719008] ; [15.53719008 24.46280992],0
b3,1,0.028129,4.820148,[37 44] ; [10 30],[31.46280992 49.53719008] ; [15.53719008 24.46280992],0
s7,1,0.03228,4.583541,[53 65] ; [17 43],[46.40449438 71.59550562] ; [23.59550562 36.40449438],0
r2,1,0.034188,4.485294,[107  15] ; [46 15],[102.  20.] ; [51. 10.],0
