Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.9e-05,15.578001,[4 3] ; [225  13],[6.54285714 0.45714286] ; [222.45714286  15.54285714],1
r1,1,0.004385,8.116971,[3 4] ; [200  38],[5.8 1.2] ; [197.2  40.8],0
s4,1,0.018827,5.517492,[4 3] ; [ 48 189],[1.49180328 5.50819672] ; [ 50.50819672 186.49180328],0
b1,1,0.020086,5.404412,[6 1] ; [ 99 139],[3. 4.] ; [102. 136.],0
n4,1,0.021304,5.30179,[4 3] ; [207  30],[6.05327869 0.94672131] ; [204.94672131  32.05327869],0
r3,1,0.039808,4.226044,[6 1] ; [233   5],[6.82857143 0.17142857] ; [232.17142857   5.82857143],0
p11,1,0.053997,3.712787,[4 3] ; [201  37],[5.85714286 1.14285714] ; [199.14285714  38.85714286],0
r2,1,0.098108,2.736035,[6 1] ; [229   7],[6.76954733 0.23045267] ; [228.23045267   7.76954733],0
s8,1,0.10382,2.645858,[3 4] ; [169  68],[4.93442623 2.06557377] ; [167.06557377  69.93442623],0
a7,1,0.152746,2.044616,[3 4] ; [163  75],[4.74285714 2.25714286] ; [161.25714286  76.74285714],0
d4,1,0.166298,1.916005,[5 2] ; [210  27],[6.16803279 0.83196721] ; [208.83196721  28.16803279],0
d1,1,0.169398,1.888262,[3 4] ; [161  77],[4.68571429 2.31428571] ; [159.31428571  78.68571429],0
p8,1,0.178034,1.813958,[3 4] ; [158  77],[4.65702479 2.34297521] ; [156.34297521  78.65702479],0
v1,1,0.214302,1.542121,[6 1] ; [145  86],[4.44117647 2.55882353] ; [146.55882353  84.44117647],0
b3,1,0.35156,0.867819,[2 5] ; [79 91],[3.20338983 3.79661017] ; [77.79661017 92.20338983],0
b2,1,0.35156,0.867819,[2 5] ; [79 91],[3.20338983 3.79661017] ; [77.79661017 92.20338983],0
n5,1,0.359739,0.838804,[5 2] ; [199  37],[5.87654321 1.12345679] ; [198.12345679  37.87654321],0
d3,1,0.380524,0.769007,[4 3] ; [172  66],[5.02857143 1.97142857] ; [170.97142857  67.02857143],0
s2,1,0.384839,0.755188,[4 3] ; [171  66],[5.0204918 1.9795082] ; [169.9795082  67.0204918],0
b4,1,0.389869,0.739352,[5 2] ; [131 107],[3.88571429 3.11428571] ; [132.11428571 105.88571429],0
b5,1,0.425955,0.633828,[5 2] ; [134 104],[3.97142857 3.02857143] ; [135.02857143 102.97142857],0
p6,1,0.436424,0.605667,[5 2] ; [132 101],[3.99583333 3.00416667] ; [133.00416667  99.99583333],0
a6,1,0.564695,0.33164,[4 3] ; [160  77],[4.70491803 2.29508197] ; [159.29508197  77.70491803],0
p5,1,0.572943,0.317783,[1 6] ; [ 55 180],[1.61983471 5.38016529] ; [ 54.38016529 180.61983471],0
n6,1,0.58972,0.290781,[6 1] ; [216  20],[6.39506173 0.60493827] ; [215.60493827  20.39506173],0
v2,1,0.630211,0.231775,[5 2] ; [145  87],[4.39330544 2.60669456] ; [145.60669456  86.39330544],0
p2,1,0.65526,0.199333,[6 1] ; [215  22],[6.34016393 0.65983607] ; [214.65983607  22.34016393],0
a4,1,0.668963,0.182818,[3 4] ; [121 116],[3.55737705 3.44262295] ; [120.44262295 116.55737705],0
p10,1,0.723885,0.124801,[6 1] ; [212  24],[6.27983539 0.72016461] ; [211.72016461  24.27983539],0
p4,1,0.860206,0.031015,[6 1] ; [198  40],[5.82857143 1.17142857] ; [198.17142857  39.82857143],0
s3,1,0.88635,0.020427,[5 2] ; [175  62],[5.16393443 1.83606557] ; [174.83606557  62.16393443],0
v3,1,0.915468,0.011267,[3 3] ; [119 109],[3.12820513 2.87179487] ; [118.87179487 109.12820513],0
a2,1,0.923955,0.009111,[2 5] ; [ 72 166],[2.11428571 4.88571429] ; [ 71.88571429 166.11428571],0
s5,1,0.931761,0.007332,[3 3] ; [109 117],[2.89655172 3.10344828] ; [109.10344828 116.89655172],0
a8,1,0.954524,0.003252,[1 6] ; [ 33 186],[1.05309735 5.94690265] ; [ 32.94690265 186.05309735],0
p12,1,0.955911,0.003057,[1 6] ; [ 32 204],[0.95061728 6.04938272] ; [ 32.04938272 203.95061728],0
d5,1,0.971717,0.001257,[6 1] ; [202  35],[5.96721311 1.03278689] ; [202.03278689  34.96721311],0
s6,1,0.973989,0.001063,[5 1] ; [197  38],[5.02904564 0.97095436] ; [196.97095436  38.02904564],0
d2,1,0.982314,0.000491,[4 3] ; [137 101],[4.02857143 2.97142857] ; [136.97142857 101.02857143],0
p1,1,0.992827,8.1e-05,[1 6] ; [ 34 202],[1.00823045 5.99176955] ; [ 33.99176955 202.00823045],0
