Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000167,14.169705,[15 38] ; [16  5],[22.2027027 30.7972973] ; [ 8.7972973 12.2027027],1
n1,1,0.001469,10.11713,[ 1 17] ; [5 3],[ 4.15384615 13.84615385] ; [1.84615385 6.15384615],0
b4,1,0.005386,7.744971,[24 29] ; [17  4],[29.36486486 23.63513514] ; [11.63513514  9.36486486],0
s7,1,0.009032,6.816568,[10 42] ; [10 10],[14.44444444 37.55555556] ; [ 5.55555556 14.44444444],0
s6,1,0.012478,6.241694,[18 34] ; [14  7],[22.79452055 29.20547945] ; [ 9.20547945 11.79452055],0
s4,1,0.016354,5.764383,[ 7 46] ; [ 8 13],[10.74324324 42.25675676] ; [ 4.25675676 16.74324324],0
p6,1,0.027995,4.828383,[ 9 41] ; [ 9 12],[12.67605634 37.32394366] ; [ 5.32394366 15.67605634],0
d5,1,0.031652,4.617242,[31 21] ; [18  3],[34.90410959 17.09589041] ; [14.09589041  6.90410959],0
d4,1,0.03283,4.554604,[35 18] ; [19  2],[38.67567568 14.32432432] ; [15.32432432  5.67567568],0
a4,1,0.033195,4.535684,[10 43] ; [ 9 12],[13.60810811 39.39189189] ; [ 5.39189189 15.60810811],0
p3,1,0.037993,4.305351,[14 38] ; [11 10],[17.80821918 34.19178082] ; [ 7.19178082 13.80821918],0
s3,1,0.074014,3.191677,[15 35] ; [11 10],[18.30985915 31.69014085] ; [ 7.69014085 13.30985915],0
v1,1,0.098918,2.722909,[13 39] ; [ 9 11],[15.88888889 36.11111111] ; [ 6.11111111 13.88888889],0
b3,1,0.112819,2.514286,[ 8 24] ; [6 6],[10.18181818 21.81818182] ; [3.81818182 8.18181818],0
b2,1,0.112819,2.514286,[ 8 24] ; [6 6],[10.18181818 21.81818182] ; [3.81818182 8.18181818],0
a6,1,0.129906,2.29363,[28 25] ; [ 7 14],[25.06756757 27.93243243] ; [ 9.93243243 11.06756757],0
p10,1,0.151835,2.053721,[24 28] ; [13  7],[26.72222222 25.27777778] ; [10.27777778  9.72222222],0
p9,1,0.156747,2.005327,[29 22] ; [15  5],[31.6056338 19.3943662] ; [12.3943662  7.6056338],0
b5,1,0.156776,2.005051,[37 16] ; [11 10],[34.37837838 18.62162162] ; [13.62162162  7.37837838],0
p4,1,0.160262,1.971755,[18 34] ; [11 10],[20.65753425 31.34246575] ; [ 8.34246575 12.65753425],0
n3,1,0.164725,1.930303,[12  6] ; [3 5],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
a1,1,0.220391,1.501823,[ 3 50] ; [ 3 18],[ 4.2972973 48.7027027] ; [ 1.7027027 19.2972973],0
r3,1,0.252388,1.310036,[42 11] ; [19  2],[43.68918919  9.31081081] ; [17.31081081  3.68918919],0
s8,1,0.255532,1.292802,[11 42] ; [ 7 14],[12.89189189 40.10810811] ; [ 5.10810811 15.89189189],0
n4,1,0.262416,1.255965,[17 36] ; [ 4 17],[15.04054054 37.95945946] ; [ 5.95945946 15.04054054],0
r4,1,0.318271,0.996038,[26 27] ; [13  8],[27.93243243 25.06756757] ; [11.06756757  9.93243243],0
s1,1,0.32403,0.972609,[ 2 51] ; [ 2 19],[ 2.86486486 50.13513514] ; [ 1.13513514 19.86486486],0
u1,1,0.32403,0.972609,[ 2 51] ; [ 2 19],[ 2.86486486 50.13513514] ; [ 1.13513514 19.86486486],0
p1,1,0.334782,0.930313,[ 4 49] ; [ 3 17],[ 5.08219178 47.91780822] ; [ 1.91780822 18.08219178],0
n2,1,0.346912,0.884722,[10  8] ; [6 2],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
v3,1,0.349436,0.875506,[14 39] ; [ 3 16],[12.51388889 40.48611111] ; [ 4.48611111 14.51388889],0
v4,1,0.361895,0.831307,[43 10] ; [18  2],[44.28767123  8.71232877] ; [16.71232877  3.28767123],0
p11,1,0.39632,0.719465,[31 22] ; [10 11],[29.36486486 23.63513514] ; [11.63513514  9.36486486],0
a7,1,0.411652,0.674023,[35 17] ; [12  9],[33.47945205 18.52054795] ; [13.52054795  7.47945205],0
r2,1,0.45417,0.560224,[37 14] ; [17  4],[38.25 12.75] ; [15.75  5.25],0
p8,1,0.503161,0.448263,[20 32] ; [ 6 14],[18.77777778 33.22222222] ; [ 7.22222222 12.77777778],0
a2,1,0.506814,0.440639,[ 5 48] ; [ 1 20],[ 4.2972973 48.7027027] ; [ 1.7027027 19.2972973],0
a5,1,0.529641,0.395081,[21 32] ; [10 11],[22.2027027 30.7972973] ; [ 8.7972973 12.2027027],0
d2,1,0.575201,0.314058,[19 34] ; [ 9 12],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
b1,1,0.581392,0.303989,[24 29] ; [11 10],[25.06756757 27.93243243] ; [ 9.93243243 11.06756757],0
p7,1,0.598725,0.276923,[27 25] ; [ 9 11],[26. 26.] ; [10. 10.],0
u2,1,0.599203,0.276199,[13 11] ; [7 4],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
p2,1,0.638578,0.220607,[34 19] ; [14  6],[34.84931507 18.15068493] ; [13.15068493  6.84931507],0
a3,1,0.718596,0.129841,[29 24] ; [10 10],[28.31506849 24.68493151] ; [10.68493151  9.31506849],0
n6,1,0.722831,0.125796,[33 20] ; [14  7],[33.66216216 19.33783784] ; [13.33783784  7.66216216],0
p12,1,0.845907,0.03777,[ 2 51] ; [ 1 20],[ 2.14864865 50.85135135] ; [ 0.85135135 20.14864865],0
v2,1,0.917003,0.01086,[17 36] ; [ 7 14],[17.18918919 35.81081081] ; [ 6.81081081 14.18918919],0
a8,1,0.934746,0.006704,[ 3 49] ; [ 1 18],[ 2.92957746 49.07042254] ; [ 1.07042254 17.92957746],0
d3,1,0.976756,0.000849,[32 20] ; [13  8],[32.05479452 19.94520548] ; [12.94520548  8.05479452],0
d1,1,0.977073,0.000826,[20 33] ; [ 8 13],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
u3,1,0.983339,0.000436,[13 11] ; [6 5],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
