Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.001075,10.693065,[ 9 51] ; [11 11],[14.63414634 45.36585366] ; [ 5.36585366 16.63414634],0
a5,1,0.02012,5.40145,[46 14] ; [11 11],[41.70731707 18.29268293] ; [15.29268293  6.70731707],0
s5,1,0.023387,5.139518,[16 39] ; [12  9],[20.26315789 34.73684211] ; [ 7.73684211 13.26315789],0
n4,1,0.025908,4.96214,[33 27] ; [ 6 16],[28.53658537 31.46341463] ; [10.46341463 11.53658537],0
s2,1,0.036166,4.389262,[34 26] ; [18  4],[38.04878049 21.95121951] ; [13.95121951  8.04878049],0
s7,1,0.072905,3.216369,[33 26] ; [15  4],[36.30769231 22.69230769] ; [11.69230769  7.30769231],0
p7,1,0.083489,2.995642,[38 19] ; [10 12],[34.63291139 22.36708861] ; [13.36708861  8.63291139],0
p8,1,0.087568,2.918526,[29 31] ; [ 6 16],[25.6097561 34.3902439] ; [ 9.3902439 12.6097561],0
p9,1,0.09161,2.84585,[54  6] ; [15  5],[51.75  8.25] ; [17.25  2.75],0
b3,1,0.092679,2.827213,[19 28] ; [1 8],[16.78571429 30.21428571] ; [3.21428571 5.78571429],0
b2,1,0.092679,2.827213,[19 28] ; [1 8],[16.78571429 30.21428571] ; [3.21428571 5.78571429],0
b1,1,0.126731,2.332094,[19 41] ; [11 11],[21.95121951 38.04878049] ; [ 8.04878049 13.95121951],0
u2,1,0.133456,2.251838,[15  2] ; [5 3],[13.6  3.4] ; [6.4 1.6],0
n2,1,0.136422,2.217857,[12  4] ; [3 4],[10.43478261  5.56521739] ; [4.56521739 2.43478261],0
d5,1,0.149321,2.079178,[46 14] ; [20  2],[48.29268293 11.70731707] ; [17.70731707  4.29268293],0
p10,1,0.209459,1.575165,[49 10] ; [14  6],[47.05063291 11.94936709] ; [15.94936709  4.05063291],0
p1,1,0.278029,1.1767,[ 6 54] ; [ 4 17],[ 7.40740741 52.59259259] ; [ 2.59259259 18.40740741],0
a3,1,0.278234,1.175695,[43 17] ; [13  9],[40.97560976 19.02439024] ; [15.02439024  6.97560976],0
b4,1,0.312655,1.019425,[40 20] ; [12 10],[38.04878049 21.95121951] ; [13.95121951  8.04878049],0
v2,1,0.33787,0.918495,[30 27] ; [13  7],[31.83116883 25.16883117] ; [11.16883117  8.83116883],0
a7,1,0.435424,0.608313,[46 14] ; [15  7],[44.63414634 15.36585366] ; [16.36585366  5.63414634],0
u3,1,0.444651,0.584251,[13  4] ; [8 1],[13.73076923  3.26923077] ; [7.26923077 1.73076923],0
r3,1,0.454001,0.560644,[59  1] ; [21  1],[58.53658537  1.46341463] ; [21.46341463  0.53658537],0
p2,1,0.529372,0.395598,[50 10] ; [17  5],[49.02439024 10.97560976] ; [17.97560976  4.02439024],0
n3,1,0.566501,0.328571,[12  4] ; [6 1],[12.52173913  3.47826087] ; [5.47826087 1.52173913],0
d1,1,0.570302,0.322178,[34 26] ; [14  8],[35.12195122 24.87804878] ; [12.87804878  9.12195122],0
a6,1,0.58734,0.294518,[37 23] ; [15  7],[38.04878049 21.95121951] ; [13.95121951  8.04878049],0
n1,1,0.590726,0.289211,[ 5 11] ; [3 4],[ 5.56521739 10.43478261] ; [2.43478261 4.56521739],0
r1,1,0.593968,0.28419,[47 13] ; [16  6],[46.09756098 13.90243902] ; [16.90243902  5.09756098],0
p3,1,0.618144,0.248485,[31 29] ; [10 12],[30. 30.] ; [11. 11.],0
b5,1,0.622569,0.242273,[39 21] ; [13  9],[38.04878049 21.95121951] ; [13.95121951  8.04878049],0
u1,1,0.656426,0.197894,[11 49] ; [ 5 17],[11.70731707 48.29268293] ; [ 4.29268293 17.70731707],0
a4,1,0.656888,0.197326,[24 36] ; [10 12],[24.87804878 35.12195122] ; [ 9.12195122 12.87804878],0
s6,1,0.672874,0.178259,[49 11] ; [18  3],[49.62962963 10.37037037] ; [17.37037037  3.62962963],0
r4,1,0.708778,0.1395,[56  4] ; [20  2],[55.6097561  4.3902439] ; [20.3902439  1.6097561],0
a1,1,0.722087,0.126501,[ 4 56] ; [ 1 21],[ 3.65853659 56.34146341] ; [ 1.34146341 20.65853659],0
v1,1,0.722963,0.125671,[27 30] ; [ 9 12],[26.30769231 30.69230769] ; [ 9.69230769 11.30769231],0
a2,1,0.730167,0.118958,[13 47] ; [ 4 18],[12.43902439 47.56097561] ; [ 4.56097561 17.43902439],0
p4,1,0.788855,0.071715,[32 28] ; [11 11],[31.46341463 28.53658537] ; [11.53658537 10.46341463],0
s3,1,0.797648,0.065737,[40 20] ; [14  8],[39.51219512 20.48780488] ; [14.48780488  7.51219512],0
n6,1,0.799004,0.06484,[39 21] ; [13  8],[38.51851852 21.48148148] ; [13.48148148  7.51851852],0
v3,1,0.816312,0.053959,[20 38] ; [ 6 13],[19.58441558 38.41558442] ; [ 6.41558442 12.58441558],0
d4,1,0.871653,0.026101,[50 10] ; [18  4],[49.75609756 10.24390244] ; [18.24390244  3.75609756],0
p6,1,0.874859,0.024803,[20 38] ; [ 8 14],[20.3 37.7] ; [ 7.7 14.3],0
d2,1,0.893577,0.017897,[31 29] ; [11 11],[30.73170732 29.26829268] ; [11.26829268 10.73170732],0
r2,1,0.947012,0.004417,[53  5] ; [20  2],[52.925  5.075] ; [20.075  1.925],0
d3,1,0.956233,0.003012,[44 16] ; [16  6],[43.90243902 16.09756098] ; [16.09756098  5.90243902],0
p12,1,0.965429,0.001878,[ 3 57] ; [ 1 20],[ 2.96296296 57.03703704] ; [ 1.03703704 19.96296296],0
