Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000139,14.510874,[ 8 35] ; [8 2],[12.98113208 30.01886792] ; [3.01886792 6.98113208],1
a2,1,0.004805,7.951534,[ 3 41] ; [4 6],[ 5.7037037 38.2962963] ; [1.2962963 8.7037037],0
s8,1,0.004805,7.951534,[ 3 41] ; [4 6],[ 5.7037037 38.2962963] ; [1.2962963 8.7037037],0
a3,1,0.033481,4.521031,[23 20] ; [9 1],[25.96226415 17.03773585] ; [6.03773585 3.96226415],0
p8,1,0.034808,4.454583,[ 5 37] ; [4 6],[ 7.26923077 34.73076923] ; [1.73076923 8.26923077],0
s7,1,0.041179,4.168631,[ 7 34] ; [4 4],[ 9.20408163 31.79591837] ; [1.79591837 6.20408163],0
p9,1,0.116287,2.466637,[16 26] ; [6 3],[18.11764706 23.88235294] ; [3.88235294 5.11764706],0
p1,1,0.134269,2.242441,[ 5 39] ; [3 7],[ 6.51851852 37.48148148] ; [1.48148148 8.51851852],0
a5,1,0.1392,2.186777,[24 20] ; [8 2],[26.07407407 17.92592593] ; [5.92592593 4.07407407],0
s2,1,0.178155,1.812946,[10 34] ; [4 5],[11.62264151 32.37735849] ; [2.37735849 6.62264151],0
p12,1,0.242818,1.364161,[ 1 43] ; [1 9],[ 1.62962963 42.37037037] ; [0.37037037 9.62962963],0
p3,1,0.260548,1.265844,[10 34] ; [4 6],[11.40740741 32.59259259] ; [2.59259259 7.40740741],0
s6,1,0.260548,1.265844,[10 34] ; [4 6],[11.40740741 32.59259259] ; [2.59259259 7.40740741],0
v2,1,0.279349,1.170253,[10 33] ; [4 6],[11.35849057 31.64150943] ; [2.64150943 7.35849057],0
a4,1,0.300214,1.073241,[14 29] ; [5 5],[15.41509434 27.58490566] ; [3.58490566 6.41509434],0
n1,1,0.314879,1.010101,[ 8 14] ; [2 1],[ 8.8 13.2] ; [1.2 1.8],0
n2,1,0.314879,1.010101,[ 8 14] ; [2 1],[ 8.8 13.2] ; [1.2 1.8],0
a6,1,0.335651,0.926972,[19 25] ; [6 4],[20.37037037 23.62962963] ; [4.62962963 5.37037037],0
a1,1,0.46299,0.538657,[ 5 39] ; [2 8],[ 5.7037037 38.2962963] ; [1.2962963 8.7037037],0
p6,1,0.500271,0.454361,[ 5 37] ; [2 8],[ 5.65384615 36.34615385] ; [1.34615385 8.65384615],0
b4,1,0.522972,0.408028,[26 18] ; [7 3],[26.88888889 17.11111111] ; [6.11111111 3.88888889],0
d4,1,0.522972,0.408028,[26 18] ; [7 3],[26.88888889 17.11111111] ; [6.11111111 3.88888889],0
d5,1,0.567802,0.326374,[22 22] ; [6 4],[22.81481481 21.18518519] ; [5.18518519 4.81481481],0
r2,1,0.583792,0.300144,[17 25] ; [5 5],[17.76923077 24.23076923] ; [4.23076923 5.76923077],0
b3,1,0.593421,0.285034,[10 21] ; [3 4],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
b2,1,0.593421,0.285034,[10 21] ; [3 4],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
d3,1,0.599729,0.275405,[18 26] ; [5 5],[18.74074074 25.25925926] ; [4.25925926 5.74074074],0
s1,1,0.609117,0.261462,[ 6 38] ; [2 8],[ 6.51851852 37.48148148] ; [1.48148148 8.51851852],0
n5,1,0.620294,0.245455,[30 14] ; [6 4],[29.33333333 14.66666667] ; [6.66666667 3.33333333],0
s4,1,0.634922,0.225445,[ 7 37] ; [1 9],[ 6.51851852 37.48148148] ; [1.48148148 8.51851852],0
s5,1,0.634922,0.225445,[ 7 37] ; [1 9],[ 6.51851852 37.48148148] ; [1.48148148 8.51851852],0
n6,1,0.682739,0.167059,[18 24] ; [5 5],[18.57692308 23.42307692] ; [4.42307692 5.57692308],0
p11,1,0.695299,0.153409,[19 25] ; [5 5],[19.55555556 24.44444444] ; [4.44444444 5.55555556],0
d1,1,0.703663,0.144689,[16 28] ; [3 7],[15.48148148 28.51851852] ; [3.51851852 6.48148148],0
n4,1,0.703663,0.144689,[28 16] ; [7 3],[28.51851852 15.48148148] ; [6.48148148 3.51851852],0
r3,1,0.709437,0.13884,[20 23] ; [4 6],[19.47169811 23.52830189] ; [4.52830189 5.47169811],0
d2,1,0.739369,0.110682,[19 24] ; [5 5],[19.47169811 23.52830189] ; [4.52830189 5.47169811],0
p5,1,0.744424,0.106277,[ 3 40] ; [1 9],[ 3.24528302 39.75471698] ; [0.75471698 9.24528302],0
p2,1,0.768962,0.086279,[15 28] ; [3 7],[14.60377358 28.39622642] ; [3.39622642 6.60377358],0
p10,1,0.784879,0.074511,[17 26] ; [4 5],[17.36538462 25.63461538] ; [3.63461538 5.36538462],0
a7,1,0.854267,0.033737,[19 25] ; [4 6],[18.74074074 25.25925926] ; [4.25925926 5.74074074],0
b5,1,0.896694,0.016858,[21 23] ; [5 5],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
b1,1,0.896694,0.016858,[23 21] ; [5 5],[22.81481481 21.18518519] ; [5.18518519 4.81481481],0
s3,1,0.964041,0.002032,[14 29] ; [3 6],[14.05769231 28.94230769] ; [2.94230769 6.05769231],0
p4,1,0.977331,0.000807,[13 31] ; [3 7],[13.03703704 30.96296296] ; [2.96296296 7.03703704],0
p7,1,0.977331,0.000807,[13 31] ; [3 7],[13.03703704 30.96296296] ; [2.96296296 7.03703704],0
r1,1,0.977331,0.000807,[13 31] ; [3 7],[13.03703704 30.96296296] ; [2.96296296 7.03703704],0
