Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.002854,8.898673,[3 3] ; [ 11 102],[0.70588235 5.29411765] ; [13.29411765 99.70588235],0
p11,1,0.011549,6.37875,[2 4] ; [94 26],[4.57142857 1.42857143] ; [91.42857143 28.57142857],0
d2,1,0.017774,5.618334,[5 1] ; [42 77],[2.256 3.744] ; [44.744 74.256],0
v2,1,0.03442,4.473724,[5 1] ; [46 70],[2.50819672 3.49180328] ; [48.49180328 67.50819672],0
d1,1,0.040078,4.214583,[5 1] ; [49 71],[2.57142857 3.42857143] ; [51.42857143 68.57142857],0
b1,1,0.084963,2.967302,[4 2] ; [39 81],[2.04761905 3.95238095] ; [40.95238095 79.04761905],0
s3,1,0.098204,2.734472,[5 1] ; [58 61],[3.024 2.976] ; [59.976 59.024],0
b3,1,0.10407,2.64203,[3 1] ; [25 47],[1.47368421 2.52631579] ; [26.52631579 45.47368421],0
b2,1,0.10407,2.64203,[3 1] ; [25 47],[1.47368421 2.52631579] ; [26.52631579 45.47368421],0
s2,1,0.149635,2.075973,[1 5] ; [56 64],[2.71428571 3.28571429] ; [54.28571429 65.71428571],0
p8,1,0.150507,2.067108,[1 5] ; [55 63],[2.70967742 3.29032258] ; [53.29032258 64.70967742],0
d3,1,0.178715,1.808281,[5 1] ; [66 53],[3.408 2.592] ; [67.592 51.408],0
v1,1,0.185664,1.751692,[1 5] ; [52 66],[2.56451613 3.43548387] ; [50.43548387 67.56451613],0
v3,1,0.219066,1.510476,[3 2] ; [39 78],[1.72131148 3.27868852] ; [40.27868852 76.72131148],0
a3,1,0.223407,1.482353,[5 1] ; [70 50],[3.57142857 2.42857143] ; [71.42857143 48.57142857],0
r2,1,0.258432,1.277139,[4 1] ; [112   8],[4.64 0.36] ; [111.36   8.64],0
p12,1,0.288232,1.12786,[1 5] ; [  7 113],[0.38095238 5.61904762] ; [  7.61904762 112.38095238],0
b4,1,0.300952,1.069973,[5 1] ; [75 45],[3.80952381 2.19047619] ; [76.19047619 43.80952381],0
s6,1,0.364198,0.823366,[2 3] ; [70 46],[2.97520661 2.02479339] ; [69.02479339 46.97520661],0
n4,1,0.395129,0.723099,[5 1] ; [80 40],[4.04761905 1.95238095] ; [80.95238095 39.04761905],0
b5,1,0.395129,0.723099,[5 1] ; [80 40],[4.04761905 1.95238095] ; [80.95238095 39.04761905],0
a4,1,0.400748,0.70608,[3 3] ; [40 80],[2.04761905 3.95238095] ; [40.95238095 79.04761905],0
p10,1,0.40269,0.70028,[4 2] ; [96 23],[4.8 1.2] ; [95.2 23.8],0
p4,1,0.485593,0.486276,[4 2] ; [62 57],[3.168 2.832] ; [62.832 56.168],0
p3,1,0.49735,0.460587,[2 4] ; [57 63],[2.80952381 3.19047619] ; [56.19047619 63.80952381],0
p6,1,0.513049,0.427844,[3 3] ; [43 74],[2.24390244 3.75609756] ; [43.75609756 73.24390244],0
p2,1,0.538411,0.378493,[4 2] ; [93 27],[4.61904762 1.38095238] ; [92.38095238 27.61904762],0
d4,1,0.559612,0.340377,[5 1] ; [87 33],[4.38095238 1.61904762] ; [87.61904762 32.38095238],0
p1,1,0.600347,0.274472,[1 5] ; [ 12 108],[0.61904762 5.38095238] ; [ 12.38095238 107.61904762],0
a2,1,0.600347,0.274472,[1 5] ; [ 12 108],[0.61904762 5.38095238] ; [ 12.38095238 107.61904762],0
a6,1,0.657131,0.197028,[4 2] ; [69 51],[3.47619048 2.52380952] ; [69.52380952 50.47619048],0
p7,1,0.712574,0.135719,[3 3] ; [68 50],[3.43548387 2.56451613] ; [67.56451613 50.43548387],0
n6,1,0.764828,0.089489,[5 1] ; [105  15],[5.23809524 0.76190476] ; [104.76190476  15.23809524],0
a5,1,0.778999,0.07875,[3 3] ; [67 53],[3.33333333 2.66666667] ; [66.66666667 53.33333333],0
s5,1,0.780426,0.077709,[1 3] ; [36 78],[1.25423729 2.74576271] ; [35.74576271 78.25423729],0
s7,1,0.796062,0.066794,[2 4] ; [44 70],[2.3 3.7] ; [43.7 70.3],0
p9,1,0.829086,0.046602,[5 1] ; [102  16],[5.17741935 0.82258065] ; [101.82258065  16.17741935],0
s4,1,0.841636,0.039921,[1 5] ; [24 96],[1.19047619 4.80952381] ; [23.80952381 96.19047619],0
s8,1,0.900744,0.015556,[2 4] ; [43 77],[2.14285714 3.85714286] ; [42.85714286 77.14285714],0
a7,1,0.921836,0.009628,[4 2] ; [77 42],[3.888 2.112] ; [77.112 41.888],0
n5,1,0.931793,0.007326,[4 2] ; [82 38],[4.0952381 1.9047619] ; [81.9047619 38.0952381],0
