Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.668278,[38 18] ; [30 74],[23.8 32.2] ; [44.2 59.8],1
n4,1,0.001111,10.632871,[49  7] ; [69 40],[40.04848485 15.95151515] ; [77.95151515 31.04848485],0
r1,1,0.006057,7.533294,[46 10] ; [66 42],[38.24390244 17.75609756] ; [73.75609756 34.24390244],0
v1,1,0.016715,5.72603,[33 22] ; [43 64],[25.80246914 29.19753086] ; [50.19753086 56.80246914],0
d3,1,0.052372,3.763845,[21 35] ; [25 83],[15.70731707 40.29268293] ; [30.29268293 77.70731707],0
a5,1,0.06319,3.45162,[36 20] ; [54 56],[30.36144578 25.63855422] ; [59.63855422 50.36144578],0
p3,1,0.0647,3.412598,[29 26] ; [41 68],[23.47560976 31.52439024] ; [46.52439024 62.47560976],0
a3,1,0.071506,3.248113,[35 21] ; [52 57],[29.52727273 26.47272727] ; [57.47272727 51.52727273],0
p12,1,0.072808,3.218551,[ 5 50] ; [  3 107],[ 2.66666667 52.33333333] ; [  5.33333333 104.66666667],0
s4,1,0.082325,3.018402,[ 6 49] ; [24 85],[10.06097561 44.93902439] ; [19.93902439 89.06097561],0
p1,1,0.091252,2.852143,[12 43] ; [13 97],[ 8.33333333 46.66666667] ; [16.66666667 93.33333333],0
s5,1,0.094423,2.797311,[17 37] ; [21 86],[12.74534161 41.25465839] ; [25.25465839 81.74534161],0
n5,1,0.108315,2.578631,[46 10] ; [77 32],[41.74545455 14.25454545] ; [81.25454545 27.74545455],0
r4,1,0.115023,2.483808,[51  5] ; [90 20],[47.56626506  8.43373494] ; [93.43373494 16.56626506],0
p8,1,0.128239,2.313696,[29 26] ; [43 64],[24.44444444 30.55555556] ; [47.55555556 59.44444444],0
p6,1,0.128418,2.311526,[21 34] ; [29 80],[16.76829268 38.23170732] ; [33.23170732 75.76829268],0
p5,1,0.136696,2.214765,[ 8 47] ; [  8 102],[ 5.33333333 49.66666667] ; [10.66666667 99.33333333],0
b4,1,0.155467,2.017773,[33 23] ; [52 58],[28.6746988 27.3253012] ; [56.3253012 53.6746988],0
s3,1,0.180297,1.795177,[30 23] ; [49 59],[26.00621118 26.99378882] ; [52.99378882 55.00621118],0
a7,1,0.20926,1.576539,[38 18] ; [63 46],[34.27878788 21.72121212] ; [66.72121212 42.27878788],0
