Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.002279,9.309766,[25 14] ; [ 7 20],[18.90909091 20.09090909] ; [13.09090909 13.90909091],0
v3,1,0.004887,7.920925,[18 19] ; [ 4 23],[12.71875 24.28125] ; [ 9.28125 17.71875],0
s6,1,0.012324,6.26359,[31  7] ; [13 12],[26.53968254 11.46031746] ; [17.46031746  7.53968254],0
a5,1,0.019417,5.46352,[32  7] ; [15 12],[27.77272727 11.22727273] ; [19.22727273  7.77272727],0
b4,1,0.0303,4.69219,[25 14] ; [10 17],[20.68181818 18.31818182] ; [14.31818182 12.68181818],0
s8,1,0.03342,4.524148,[24 15] ; [ 9 17],[19.8 19.2] ; [13.2 12.8],0
n4,1,0.043578,4.072821,[33  6] ; [17 10],[29.54545455  9.45454545] ; [20.45454545  6.54545455],0
a2,1,0.053589,3.725465,[16 23] ; [ 5 22],[12.40909091 26.59090909] ; [ 8.59090909 18.40909091],0
a3,1,0.058402,3.582189,[31  8] ; [15 11],[27.6 11.4] ; [18.4  7.6],0
s7,1,0.08061,3.052569,[26  7] ; [15 11],[22.93220339 10.06779661] ; [18.06779661  7.93220339],0
p9,1,0.087126,2.926697,[33  6] ; [18  9],[30.13636364  8.86363636] ; [20.86363636  6.13636364],0
s5,1,0.09181,2.842352,[19 17] ; [ 7 16],[15.86440678 20.13559322] ; [10.13559322 12.86440678],0
p8,1,0.09601,2.770601,[15 24] ; [16 11],[18.31818182 20.68181818] ; [12.68181818 14.31818182],0
s2,1,0.097732,2.742165,[28 11] ; [14 13],[24.81818182 14.18181818] ; [17.18181818  9.81818182],0
a6,1,0.111103,2.538462,[29 10] ; [15 12],[26. 13.] ; [18.  9.],0
d2,1,0.111103,2.538462,[29 10] ; [15 12],[26. 13.] ; [18.  9.],0
p10,1,0.124724,2.356968,[30  9] ; [16 11],[27.18181818 11.81818182] ; [18.81818182  8.18181818],0
d1,1,0.173417,1.853154,[28 11] ; [15 12],[25.40909091 13.59090909] ; [17.59090909  9.40909091],0
v4,1,0.205258,1.604558,[34  5] ; [26  1],[35.45454545  3.54545455] ; [24.54545455  2.45454545],0
d5,1,0.254565,1.298077,[33  6] ; [19  7],[31.2  7.8] ; [20.8  5.2],0
u3,1,0.263552,1.25,[6 2] ; [6 6],[4.8 3.2] ; [7.2 4.8],0
r1,1,0.289738,1.120837,[33  6] ; [20  7],[31.31818182  7.68181818] ; [21.68181818  5.31818182],0
p2,1,0.290154,1.118907,[29 10] ; [23  4],[30.72727273  8.27272727] ; [21.27272727  5.72727273],0
p5,1,0.355517,0.853666,[ 3 36] ; [ 4 23],[ 4.13636364 34.86363636] ; [ 2.86363636 24.13636364],0
s1,1,0.366459,0.815637,[ 2 37] ; [ 3 24],[ 2.95454545 36.04545455] ; [ 2.04545455 24.95454545],0
a4,1,0.385142,0.754226,[23 16] ; [13 14],[21.27272727 17.72727273] ; [14.72727273 12.27272727],0
d4,1,0.435733,0.607495,[32  7] ; [20  7],[30.72727273  8.27272727] ; [21.27272727  5.72727273],0
a8,1,0.438727,0.59961,[ 5 28] ; [ 2 22],[ 4.05263158 28.94736842] ; [ 2.94736842 21.05263158],0
u2,1,0.443939,0.586081,[6 2] ; [7 5],[5.2 2.8] ; [7.8 4.2],0
p3,1,0.484747,0.488166,[25 14] ; [15 12],[23.63636364 15.36363636] ; [16.36363636 10.63636364],0
b2,1,0.485667,0.486111,[ 8 13] ; [7 7],[ 9. 12.] ; [6. 8.],0
b3,1,0.485667,0.486111,[ 8 13] ; [7 7],[ 9. 12.] ; [6. 8.],0
b1,1,0.508455,0.437244,[22 17] ; [13 14],[20.68181818 18.31818182] ; [14.31818182 12.68181818],0
b5,1,0.519698,0.414493,[26 13] ; [20  7],[27.18181818 11.81818182] ; [18.81818182  8.18181818],0
s4,1,0.549488,0.358236,[ 9 30] ; [ 8 19],[10.04545455 28.95454545] ; [ 6.95454545 20.04545455],0
r4,1,0.576927,0.311229,[35  4] ; [23  4],[34.27272727  4.72727273] ; [23.72727273  3.27272727],0
p1,1,0.604022,0.268972,[ 4 34] ; [ 4 23],[ 4.67692308 33.32307692] ; [ 3.32307692 23.67692308],0
n6,1,0.61761,0.249241,[29  9] ; [22  5],[29.81538462  8.18461538] ; [21.18461538  5.81538462],0
a7,1,0.644879,0.212418,[28 11] ; [20  6],[28.8 10.2] ; [19.2  6.8],0
d3,1,0.657216,0.196923,[30  9] ; [18  7],[29.25  9.75] ; [18.75  6.25],0
u1,1,0.669183,0.18256,[12 27] ; [ 7 20],[11.22727273 27.77272727] ; [ 7.77272727 19.22727273],0
s3,1,0.782313,0.076345,[23 16] ; [15 12],[22.45454545 16.54545455] ; [15.54545455 11.45454545],0
a1,1,0.78473,0.074617,[ 2 37] ; [ 1 26],[ 1.77272727 37.22727273] ; [ 1.22727273 25.77272727],0
u4,1,0.78473,0.074617,[ 2 37] ; [ 1 26],[ 1.77272727 37.22727273] ; [ 1.22727273 25.77272727],0
p12,1,0.790592,0.070513,[ 1 38] ; [ 1 26],[ 1.18181818 37.81818182] ; [ 0.81818182 26.18181818],0
n1,1,0.808655,0.058642,[5 5] ; [5 4],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
n2,1,0.875975,0.024359,[7 3] ; [6 3],[6.84210526 3.15789474] ; [6.15789474 2.84210526],0
p4,1,0.924612,0.008954,[25 14] ; [17 10],[24.81818182 14.18181818] ; [17.18181818  9.81818182],0
n5,1,0.952477,0.003552,[27 11] ; [19  8],[26.89230769 11.10769231] ; [19.10769231  7.89230769],0
p7,1,0.971884,0.001242,[28 10] ; [20  7],[28.06153846  9.93846154] ; [19.93846154  7.06153846],0
r3,1,1.0,0.0,[36  3] ; [24  2],[36.  3.] ; [24.  2.],0
