Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000944,10.934376,[399  10] ; [2 1],[398.08009709  10.91990291] ; [2.91990291 0.08009709],1
u1,1,0.023328,5.1439,[ 70 343] ; [2 1],[ 71.48076923 341.51923077] ; [0.51923077 2.48076923],0
n6,1,0.156395,2.008738,[371  38] ; [2 1],[370.28398058  38.71601942] ; [2.71601942 0.28398058],0
n1,1,0.205732,1.601208,[26 56] ; [2 1],[27.01176471 54.98823529] ; [0.98823529 2.01176471],0
a4,1,0.358659,0.842583,[167 245] ; [2 1],[167.77831325 244.22168675] ; [1.22168675 1.77831325],0
s3,1,0.438069,0.601335,[226 180] ; [1 2],[225.33496333 180.66503667] ; [1.66503667 1.33496333],0
s2,1,0.522885,0.408199,[212 197] ; [1 2],[211.44902913 197.55097087] ; [1.55097087 1.44902913],0
s7,1,0.556416,0.345948,[201 198] ; [1 2],[200.49253731 198.50746269] ; [1.50746269 1.49253731],0
a2,1,0.612793,0.256128,[ 88 325] ; [1 2],[ 88.35817308 324.64182692] ; [0.64182692 2.35817308],0
n5,1,0.646019,0.210956,[318  91] ; [2 1],[317.66990291  91.33009709] ; [2.33009709 0.66990291],0
s8,1,0.68261,0.167202,[185 225] ; [1 2],[184.64891041 225.35108959] ; [1.35108959 1.64891041],0
n2,1,0.683584,0.166119,[63 19] ; [2 1],[62.70588235 19.29411765] ; [2.29411765 0.70588235],0
a7,1,0.713551,0.134756,[313 100] ; [2 1],[312.72836538 100.27163462] ; [2.27163462 0.72836538],0
v1,1,0.751659,0.100142,[231 170] ; [2 1],[231.26980198 169.73019802] ; [1.73019802 1.26980198],0
v3,1,0.757404,0.095414,[167 229] ; [1 2],[166.73684211 229.26315789] ; [1.26315789 1.73684211],0
a5,1,0.762091,0.091649,[307 106] ; [2 1],[306.77163462 106.22836538] ; [2.22836538 0.77163462],0
b2,1,0.795534,0.067149,[101 147] ; [1 2],[100.78087649 147.21912351] ; [1.21912351 1.78087649],0
b3,1,0.795534,0.067149,[101 147] ; [1 2],[100.78087649 147.21912351] ; [1.21912351 1.78087649],0
b4,1,0.802733,0.062406,[246 167] ; [2 1],[246.21153846 166.78846154] ; [1.78846154 1.21153846],0
n3,1,0.803315,0.06203,[60 22] ; [2 1],[59.81176471 22.18823529] ; [2.18823529 0.81176471],0
d3,1,0.834869,0.043456,[297 115] ; [2 1],[296.83855422 115.16144578] ; [2.16144578 0.83855422],0
v2,1,0.846722,0.037366,[243 154] ; [2 1],[243.1625 153.8375] ; [1.8375 1.1625],0
s6,1,0.876573,0.024123,[288 119] ; [2 1],[287.87804878 119.12195122] ; [2.12195122 0.87804878],0
a6,1,0.880627,0.022552,[291 121] ; [2 1],[290.88192771 121.11807229] ; [2.11807229 0.88192771],0
a3,1,0.915694,0.011206,[287 126] ; [2 1],[286.91586538 126.08413462] ; [2.08413462 0.91586538],0
