Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.881906,[42 51] ; [264 103],[61.86521739 31.13478261] ; [244.13478261 122.86521739],1
n4,1,3e-06,21.610947,[46 48] ; [271  96],[64.63774403 29.36225597] ; [252.36225597 114.63774403],1
p10,1,0.000227,13.589394,[54 38] ; [281  81],[67.88546256 24.11453744] ; [267.11453744  94.88546256],1
r4,1,0.00055,11.938284,[74 20] ; [337  32],[83.44276458 10.55723542] ; [327.55723542  41.44276458],1
p11,1,0.000903,11.017606,[58 36] ; [289  80],[70.44924406 23.55075594] ; [276.55075594  92.44924406],1
p9,1,0.00136,10.259879,[61 31] ; [294  66],[72.25663717 19.74336283] ; [282.74336283  77.25663717],0
p2,1,0.001701,9.846566,[60 33] ; [294  74],[71.4143167 21.5856833] ; [282.5856833  85.4143167],0
s1,1,0.00915,6.793279,[ 7 84] ; [  8 353],[ 3.0199115 87.9800885] ; [ 11.9800885 349.0199115],0
s5,1,0.010339,6.57555,[14 75] ; [104 253],[23.5470852 65.4529148] ; [ 94.4529148 262.5470852],0
s6,1,0.010428,6.560217,[46 47] ; [231 130],[56.74229075 36.25770925] ; [220.25770925 140.74229075],0
b3,1,0.02039,5.378204,[ 9 40] ; [ 73 132],[15.81889764 33.18110236] ; [ 66.18110236 138.81889764],0
b2,1,0.02039,5.378204,[ 9 40] ; [ 73 132],[15.81889764 33.18110236] ; [ 66.18110236 138.81889764],0
v4,1,0.024035,5.092134,[80 11] ; [347  20],[84.84061135  6.15938865] ; [342.15938865  24.84061135],0
b1,1,0.024523,5.057246,[40 54] ; [112 257],[30.85961123 63.14038877] ; [121.14038877 247.85961123],0
u2,1,0.028934,4.771547,[25 11] ; [59 62],[19.2611465 16.7388535] ; [64.7388535 56.2611465],0
a5,1,0.033882,4.500633,[53 41] ; [251 118],[61.71922246 32.28077754] ; [242.28077754 126.71922246],0
s8,1,0.041545,4.153643,[25 69] ; [139 228],[33.44034707 60.55965293] ; [130.55965293 236.44034707],0
v3,1,0.046167,3.975498,[20 66] ; [123 234],[27.76072235 58.23927765] ; [115.23927765 241.76072235],0
r2,1,0.049579,3.855656,[81 11] ; [343  22],[85.35667396  6.64332604] ; [338.64332604  26.35667396],0
d2,1,0.063003,3.456522,[33 60] ; [170 198],[40.95227766 52.04772234] ; [162.04772234 205.95227766],0
a2,1,0.067072,3.353271,[12 82] ; [ 78 291],[18.27213823 75.72786177] ; [ 71.72786177 297.27213823],0
p6,1,0.070934,3.261285,[15 76] ; [ 93 272],[21.55263158 69.44736842] ; [ 86.44736842 278.55263158],0
s7,1,0.073706,3.198501,[27 61] ; [147 211],[34.33183857 53.66816143] ; [139.66816143 218.33183857],0
a4,1,0.079136,3.082549,[30 64] ; [154 214],[37.43722944 56.56277056] ; [146.56277056 221.43722944],0
v1,1,0.095572,2.777932,[34 57] ; [170 191],[41.07079646 49.92920354] ; [162.92920354 198.07079646],0
d1,1,0.107907,2.584603,[43 51] ; [203 166],[49.94384449 44.05615551] ; [196.05615551 172.94384449],0
u1,1,0.15031,2.069099,[ 8 86] ; [ 52 317],[12.18142549 81.81857451] ; [ 47.81857451 321.18142549],0
u3,1,0.153308,2.039024,[22 13] ; [60 62],[18.28025478 16.71974522] ; [63.71974522 58.28025478],0
p8,1,0.198696,1.651933,[29 63] ; [140 221],[34.32229581 57.67770419] ; [134.67770419 226.32229581],0
p5,1,0.217674,1.519642,[ 2 90] ; [ 19 348],[ 4.20915033 87.79084967] ; [ 16.79084967 350.20915033],0
p7,1,0.238066,1.39201,[40 50] ; [183 173],[45. 45.] ; [178. 178.],0
p1,1,0.244709,1.353262,[ 2 91] ; [ 18 349],[ 4.04347826 88.95652174] ; [ 15.95652174 351.04347826],0
s4,1,0.249584,1.325633,[11 83] ; [ 60 303],[14.60393873 79.39606127] ; [ 56.39606127 306.60393873],0
s2,1,0.269598,1.218794,[38 55] ; [172 192],[42.73522976 50.26477024] ; [167.26477024 196.73522976],0
v2,1,0.302917,1.061306,[40 46] ; [185 166],[44.2791762 41.7208238] ; [180.7208238 170.2791762],0
a3,1,0.347928,0.880999,[58 36] ; [246 122],[61.85281385 32.14718615] ; [242.14718615 125.85281385],0
a7,1,0.421397,0.646415,[64 30] ; [266 102],[67.14285714 26.85714286] ; [262.85714286 105.14285714],0
d4,1,0.508656,0.436831,[72 20] ; [300  69],[74.23861171 17.76138829] ; [297.76138829  71.23861171],0
p12,1,0.511533,0.430929,[ 3 88] ; [ 18 349],[ 4.17248908 86.82751092] ; [ 16.82751092 350.17248908],0
r1,1,0.539772,0.375962,[71 23] ; [288  79],[73.20173536 20.79826464] ; [285.79826464  81.20173536],0
p4,1,0.577078,0.310982,[32 61] ; [137 228],[34.31659389 58.68340611] ; [134.68340611 230.31659389],0
u4,1,0.579971,0.306282,[ 1 93] ; [  7 362],[ 1.62419006 92.37580994] ; [  6.37580994 362.62419006],0
b5,1,0.68179,0.168118,[62 32] ; [235 134],[60.29805616 33.70194384] ; [236.70194384 132.29805616],0
a8,1,0.690083,0.158996,[12 76] ; [ 52 287],[13.18969555 74.81030445] ; [ 50.81030445 288.18969555],0
