Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.2e-05,19.241683,[35 12] ; [17 38],[23.96078431 23.03921569] ; [28.03921569 26.96078431],1
s2,1,5.4e-05,16.293696,[28 19] ; [11 43],[18.14851485 28.85148515] ; [20.85148515 33.14851485],1
s8,1,7.1e-05,15.793408,[22 26] ; [ 6 49],[13.04854369 34.95145631] ; [14.95145631 40.04854369],1
s7,1,0.002646,9.037073,[23 24] ; [10 40],[15.98969072 31.01030928] ; [17.01030928 32.98969072],0
n5,1,0.003129,8.730883,[34 14] ; [23 32],[26.5631068 21.4368932] ; [30.4368932 24.5631068],0
p4,1,0.012766,6.201215,[31 17] ; [22 33],[24.69902913 23.30097087] ; [28.30097087 26.69902913],0
d4,1,0.013265,6.133405,[39  9] ; [31 22],[33.26732673 14.73267327] ; [36.73267327 16.26732673],0
s4,1,0.014195,6.013672,[14 32] ; [ 6 49],[ 9.10891089 36.89108911] ; [10.89108911 44.10891089],0
p8,1,0.016955,5.700991,[26 22] ; [17 38],[20.03883495 27.96116505] ; [22.96116505 32.03883495],0
s5,1,0.01881,5.51914,[14 33] ; [ 6 48],[ 9.30693069 37.69306931] ; [10.69306931 43.30693069],0
d1,1,0.025769,4.971476,[28 20] ; [20 35],[22.36893204 25.63106796] ; [25.63106796 29.36893204],0
a2,1,0.030032,4.707437,[12 36] ; [ 5 50],[ 7.9223301 40.0776699] ; [ 9.0776699 45.9223301],0
d5,1,0.06124,3.50349,[40  8] ; [37 18],[35.88349515 12.11650485] ; [41.11650485 13.88349515],0
v4,1,0.067941,3.33207,[47  1] ; [47  6],[44.67326733  3.32673267] ; [49.32673267  3.67326733],0
u1,1,0.09192,2.840421,[10 38] ; [ 5 50],[ 6.99029126 41.00970874] ; [ 8.00970874 46.99029126],0
r3,1,0.117972,2.444046,[46  2] ; [47  7],[43.76470588  4.23529412] ; [49.23529412  4.76470588],0
d2,1,0.12233,2.387234,[26 22] ; [21 33],[22.11764706 25.88235294] ; [24.88235294 29.11764706],0
d3,1,0.167388,1.906185,[35 13] ; [33 22],[31.68932039 16.31067961] ; [36.31067961 18.68932039],0
a3,1,0.172084,1.864692,[30 18] ; [27 28],[26.5631068 21.4368932] ; [30.4368932 24.5631068],0
n2,1,0.177851,1.815492,[12  2] ; [13  7],[10.29411765  3.70588235] ; [14.70588235  5.29411765],0
b4,1,0.181867,1.782299,[34 14] ; [32 23],[30.75728155 17.24271845] ; [35.24271845 19.75728155],0
n4,1,0.213802,1.545495,[36 12] ; [35 20],[33.08737864 14.91262136] ; [37.91262136 17.08737864],0
r2,1,0.220869,1.498715,[44  4] ; [46  9],[41.94174757  6.05825243] ; [48.05825243  6.94174757],0
n6,1,0.232138,1.427712,[35 13] ; [34 21],[32.15533981 15.84466019] ; [36.84466019 18.15533981],0
a5,1,0.236773,1.399702,[30 18] ; [28 27],[27.02912621 20.97087379] ; [30.97087379 24.02912621],0
p7,1,0.241297,1.372998,[31 16] ; [30 25],[28.10784314 18.89215686] ; [32.89215686 22.10784314],0
v1,1,0.243021,1.362983,[22 26] ; [19 36],[19.10679612 28.89320388] ; [21.89320388 33.10679612],0
a7,1,0.283469,1.150381,[35 13] ; [34 20],[32.47058824 15.52941176] ; [36.52941176 17.47058824],0
r1,1,0.307417,1.041742,[39  9] ; [40 15],[36.81553398 11.18446602] ; [42.18446602 12.81553398],0
u3,1,0.330592,0.946579,[11  7] ; [13 15],[9.39130435 8.60869565] ; [14.60869565 13.39130435],0
b1,1,0.348243,0.879851,[28 20] ; [27 28],[25.63106796 22.36893204] ; [29.36893204 25.63106796],0
u2,1,0.419981,0.650368,[10  7] ; [13 15],[8.68888889 8.31111111] ; [14.31111111 13.68888889],0
a4,1,0.446181,0.580335,[17 30] ; [16 39],[15.20588235 31.79411765] ; [17.79411765 37.20588235],0
p10,1,0.458715,0.549029,[16 31] ; [15 40],[14.28431373 32.71568627] ; [16.71568627 38.28431373],0
b2,1,0.541992,0.371861,[ 9 25] ; [ 6 24],[ 7.96875 26.03125] ; [ 7.03125 22.96875],0
b3,1,0.541992,0.371861,[ 9 25] ; [ 6 24],[ 7.96875 26.03125] ; [ 7.03125 22.96875],0
r4,1,0.546107,0.364338,[39  9] ; [42 13],[37.74757282 10.25242718] ; [43.25242718 11.74757282],0
v3,1,0.591722,0.287663,[15 33] ; [14 39],[13.78217822 34.21782178] ; [15.21782178 37.78217822],0
n3,1,0.591943,0.28732,[9 5] ; [16  6],[9.72222222 4.27777778] ; [15.27777778  6.72222222],0
s1,1,0.641664,0.216572,[ 1 46] ; [ 2 52],[ 1.3960396 45.6039604] ; [ 1.6039604 52.3960396],0
b5,1,0.655153,0.199465,[30 18] ; [32 23],[28.89320388 19.10679612] ; [33.10679612 21.89320388],0
p3,1,0.660282,0.193182,[18 30] ; [18 36],[16.94117647 31.05882353] ; [19.05882353 34.94117647],0
p6,1,0.66544,0.186983,[14 33] ; [14 40],[13.02970297 33.97029703] ; [14.97029703 39.02970297],0
a8,1,0.700067,0.148402,[ 3 37] ; [ 5 46],[ 3.51648352 36.48351648] ; [ 4.48351648 46.51648352],0
p11,1,0.718528,0.129907,[28 20] ; [34 21],[28.89320388 19.10679612] ; [33.10679612 21.89320388],0
n1,1,0.725944,0.122868,[5 9] ; [ 6 14],[4.52941176 9.47058824] ; [ 6.47058824 13.52941176],0
a6,1,0.755213,0.097202,[30 18] ; [36 19],[30.75728155 17.24271845] ; [35.24271845 19.75728155],0
p1,1,0.862169,0.030142,[ 4 44] ; [ 4 50],[ 3.76470588 44.23529412] ; [ 4.23529412 49.76470588],0
v2,1,0.928954,0.00795,[20 26] ; [23 31],[19.78 26.22] ; [23.22 30.78],0
