Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.894685,[88 17] ; [ 5 30],[69.75 35.25] ; [23.25 11.75],1
r2,1,0.0,25.986039,[98  7] ; [18 14],[88.90510949 16.09489051] ; [27.09489051  4.90510949],1
r3,1,0.0,25.714286,[90 15] ; [15 20],[78.75 26.25] ; [26.25  8.75],1
r1,1,8.7e-05,15.393624,[75 30] ; [12 23],[65.25 39.75] ; [21.75 13.25],1
s6,1,0.000275,13.234337,[54 49] ; [ 6 29],[44.7826087 58.2173913] ; [15.2173913 19.7826087],1
p10,1,0.000446,12.328595,[60 43] ; [ 8 26],[51.12408759 51.87591241] ; [16.87591241 17.12408759],1
p9,1,0.000766,11.321121,[61 39] ; [ 9 24],[52.63157895 47.36842105] ; [17.36842105 15.63157895],1
n6,1,0.00082,11.196299,[75 30] ; [14 21],[66.75 38.25] ; [22.25 12.75],1
u3,1,0.002504,9.137366,[22 15] ; [ 2 13],[17.07692308 19.92307692] ; [6.92307692 8.07692308],0
v2,1,0.003306,8.630385,[48 49] ; [ 7 27],[40.72519084 56.27480916] ; [14.27480916 19.72519084],0
s2,1,0.004755,7.970305,[42 62] ; [ 5 30],[35.16546763 68.83453237] ; [11.83453237 23.16546763],0
s8,1,0.005224,7.800107,[34 70] ; [ 3 32],[27.68345324 76.31654676] ; [ 9.31654676 25.68345324],0
p11,1,0.019123,5.490196,[57 48] ; [11 24],[51. 54.] ; [17. 18.],0
v1,1,0.027644,4.850109,[40 65] ; [ 6 28],[34.74820144 70.25179856] ; [11.25179856 22.74820144],0
p7,1,0.033569,4.516544,[30 72] ; [ 4 31],[25.31386861 76.68613139] ; [ 8.68613139 26.31386861],0
d3,1,0.035218,4.434553,[60 44] ; [13 22],[54.61870504 49.38129496] ; [18.38129496 16.61870504],0
a7,1,0.035894,4.402139,[69 36] ; [16 19],[63.75 41.25] ; [21.25 13.75],0
b5,1,0.037971,4.30634,[66 39] ; [15 20],[60.75 44.25] ; [20.25 14.75],0
p1,1,0.040276,4.206222,[ 8 97] ; [ 7 28],[11.25 93.75] ; [ 3.75 31.25],0
p6,1,0.055296,3.673143,[16 88] ; [ 1 33],[12.8115942 91.1884058] ; [ 4.1884058 29.8115942],0
s5,1,0.056424,3.639504,[23 75] ; [ 3 32],[19.15789474 78.84210526] ; [ 6.84210526 28.15789474],0
a5,1,0.059155,3.56091,[67 38] ; [16 19],[62.25 42.75] ; [20.75 14.25],0
a1,1,0.064405,3.420149,[ 7 98] ; [ 6 29],[ 9.75 95.25] ; [ 3.25 31.75],0
a6,1,0.064822,3.409493,[66 38] ; [16 19],[61.35251799 42.64748201] ; [20.64748201 14.35251799],0
p3,1,0.075507,3.159042,[23 81] ; [ 3 32],[19.45323741 84.54676259] ; [ 6.54676259 28.45323741],0
p8,1,0.075652,3.155929,[19 86] ; [ 2 33],[15.75 89.25] ; [ 5.25 29.75],0
u2,1,0.104434,2.636487,[19 18] ; [ 4 11],[16.36538462 20.63461538] ; [6.63461538 8.36538462],0
s3,1,0.107508,2.590476,[46 56] ; [10 24],[42. 60.] ; [14. 20.],0
n2,1,0.110772,2.543171,[30 12] ; [9 9],[27.3 14.7] ; [11.7  6.3],0
a8,1,0.121813,2.393849,[ 8 93] ; [ 6 29],[10.39705882 90.60294118] ; [ 3.60294118 31.39705882],0
n3,1,0.15873,1.986279,[24 15] ; [ 7 10],[21.58928571 17.41071429] ; [9.41071429 7.58928571],0
a2,1,0.173695,1.850759,[23 82] ; [ 4 31],[20.25 84.75] ; [ 6.75 28.25],0
v3,1,0.184255,1.762962,[34 63] ; [ 8 27],[30.86363636 66.13636364] ; [11.13636364 23.86363636],0
s4,1,0.201869,1.628801,[22 82] ; [ 4 31],[19.45323741 84.54676259] ; [ 6.54676259 28.45323741],0
s7,1,0.212597,1.553655,[37 63] ; [ 8 24],[34.09090909 65.90909091] ; [10.90909091 21.09090909],0
n4,1,0.217357,1.521739,[66 39] ; [26  9],[69. 36.] ; [23. 12.],0
a4,1,0.222047,1.491096,[46 58] ; [11 23],[42.95652174 61.04347826] ; [14.04347826 19.95652174],0
