Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.228628,[82 24] ; [ 4 26],[67.02941176 38.97058824] ; [18.97058824 11.02941176],1
r3,1,0.0,33.667433,[86 19] ; [ 8 22],[73.11111111 31.88888889] ; [20.88888889  9.11111111],1
p2,1,2e-06,22.565067,[72 33] ; [ 6 24],[60.66666667 44.33333333] ; [17.33333333 12.66666667],1
r2,1,4e-06,21.049572,[95 10] ; [15 13],[86.84210526 18.15789474] ; [23.15789474  4.84210526],1
n6,1,1.4e-05,18.849499,[76 30] ; [ 8 21],[65.95555556 40.04444444] ; [18.04444444 10.95555556],1
s6,1,8.5e-05,15.454729,[56 48] ; [ 4 26],[46.56716418 57.43283582] ; [13.43283582 16.56716418],1
p9,1,0.000816,11.205527,[62 39] ; [ 8 22],[53.96946565 47.03053435] ; [16.03053435 13.96946565],1
p4,1,0.001308,10.330994,[48 57] ; [ 4 26],[40.44444444 64.55555556] ; [11.55555556 18.44444444],0
s8,1,0.002282,9.307678,[32 73] ; [ 1 29],[25.66666667 79.33333333] ; [ 7.33333333 22.66666667],0
d5,1,0.002374,9.235143,[76 28] ; [13 17],[69.07462687 34.92537313] ; [19.92537313 10.07462687],0
u3,1,0.002791,8.939097,[22 18] ; [ 1 12],[17.35849057 22.64150943] ; [5.64150943 7.35849057],0
r1,1,0.003503,8.524883,[69 35] ; [11 19],[62.08955224 41.91044776] ; [17.91044776 12.08955224],0
a1,1,0.003655,8.447651,[  6 100] ; [ 7 23],[10.13235294 95.86764706] ; [ 2.86764706 27.13235294],0
p10,1,0.010935,6.475912,[51 52] ; [ 7 23],[44.91729323 58.08270677] ; [13.08270677 16.91729323],0
s5,1,0.011816,6.33833,[29 71] ; [ 2 28],[23.84615385 76.15384615] ; [ 7.15384615 22.84615385],0
p6,1,0.011911,6.324008,[26 80] ; [ 1 28],[21.2 84.8] ; [ 5.8 23.2],0
s7,1,0.016955,5.701062,[39 60] ; [ 4 23],[33.78571429 65.21428571] ; [ 9.21428571 17.78571429],0
b5,1,0.01862,5.536877,[71 35] ; [13 17],[65.47058824 40.52941176] ; [18.52941176 11.47058824],0
n3,1,0.019838,5.426104,[28 15] ; [ 5 11],[24.05084746 18.94915254] ; [8.94915254 7.05084746],0
a7,1,0.027774,4.842023,[72 33] ; [14 16],[66.88888889 38.11111111] ; [19.11111111 10.88888889],0
s1,1,0.03052,4.679745,[ 7 97] ; [ 6 24],[10.08955224 93.91044776] ; [ 2.91044776 27.08955224],0
d3,1,0.03108,4.648544,[64 39] ; [12 18],[58.85714286 44.14285714] ; [17.14285714 12.85714286],0
n2,1,0.035776,4.407756,[31 15] ; [ 6 10],[27.4516129 18.5483871] ; [9.5483871 6.4516129],0
p8,1,0.042959,4.097029,[35 71] ; [ 4 25],[30.62222222 75.37777778] ; [ 8.37777778 20.62222222],0
d1,1,0.044999,4.018689,[50 56] ; [ 8 22],[45.20588235 60.79411765] ; [12.79411765 17.20588235],0
d4,1,0.048285,3.900043,[76 29] ; [16 14],[71.55555556 33.44444444] ; [20.44444444  9.55555556],0
p7,1,0.07525,3.16461,[47 58] ; [ 8 22],[42.77777778 62.22222222] ; [12.22222222 17.77777778],0
s3,1,0.076749,3.132432,[52 53] ; [ 9 20],[47.79850746 57.20149254] ; [13.20149254 15.79850746],0
p3,1,0.09521,2.784002,[38 67] ; [ 6 24],[34.22222222 70.77777778] ; [ 9.77777778 20.22222222],0
s2,1,0.120472,2.411168,[41 65] ; [ 7 23],[37.41176471 68.58823529] ; [10.58823529 19.41176471],0
b2,1,0.1781,1.813406,[15 39] ; [10 13],[17.53246753 36.46753247] ; [ 7.46753247 15.53246753],0
b3,1,0.1781,1.813406,[15 39] ; [10 13],[17.53246753 36.46753247] ; [ 7.46753247 15.53246753],0
u2,1,0.209435,1.575329,[17 23] ; [ 3 10],[15.09433962 24.90566038] ; [4.90566038 8.09433962],0
n4,1,0.238956,1.386743,[61 44] ; [21  9],[63.77777778 41.22222222] ; [18.22222222 11.77777778],0
p1,1,0.264223,1.246496,[10 96] ; [ 5 25],[11.69117647 94.30882353] ; [ 3.30882353 26.69117647],0
a2,1,0.298051,1.082892,[19 87] ; [ 3 27],[17.14705882 88.85294118] ; [ 4.85294118 25.14705882],0
a5,1,0.334652,0.930813,[60 46] ; [14 16],[57.67647059 48.32352941] ; [16.32352941 13.67647059],0
a4,1,0.378734,0.774809,[42 63] ; [ 9 20],[39.96268657 65.03731343] ; [11.03731343 17.96268657],0
a6,1,0.406581,0.688776,[58 47] ; [14 16],[56. 49.] ; [16. 14.],0
d2,1,0.550805,0.355877,[50 55] ; [12 17],[48.58208955 56.41791045] ; [13.41791045 15.58208955],0
a8,1,0.605466,0.266831,[10 90] ; [ 4 26],[10.76923077 89.23076923] ; [ 3.23076923 26.76923077],0
s4,1,0.620199,0.245589,[22 84] ; [ 5 25],[21.04411765 84.95588235] ; [ 5.95588235 24.04411765],0
b1,1,0.633257,0.22767,[62 44] ; [19 11],[63.13235294 42.86764706] ; [17.86764706 12.13235294],0
a3,1,0.659989,0.193537,[65 38] ; [17 12],[63.98484848 39.01515152] ; [18.01515152 10.98484848],0
