Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.035452,4.423256,[2 1] ; [21 95],[0.57983193 2.42016807] ; [22.42016807 93.57983193],0
n1,1,0.255883,1.290894,[2 1] ; [15 29],[1.08510638 1.91489362] ; [15.91489362 28.08510638],0
v4,1,0.344337,0.894216,[2 1] ; [99 16],[2.56779661 0.43220339] ; [98.43220339 16.56779661],0
a4,1,0.370704,0.801305,[2 1] ; [47 68],[1.24576271 1.75423729] ; [47.75423729 67.24576271],0
v1,1,0.378021,0.777129,[2 1] ; [47 67],[1.25641026 1.74358974] ; [47.74358974 66.25641026],0
v2,1,0.569005,0.324351,[2 1] ; [54 54],[1.51351351 1.48648649] ; [54.48648649 53.51351351],0
s3,1,0.58914,0.29169,[1 2] ; [56 58],[1.46153846 1.53846154] ; [55.53846154 58.46153846],0
b4,1,0.650269,0.205561,[2 1] ; [62 54],[1.61344538 1.38655462] ; [62.38655462 53.61344538],0
s6,1,0.651803,0.203634,[2 1] ; [61 53],[1.61538462 1.38461538] ; [61.38461538 52.61538462],0
a2,1,0.714156,0.134161,[1 2] ; [28 88],[0.73109244 2.26890756] ; [28.26890756 87.73109244],0
s2,1,0.735652,0.113985,[1 2] ; [50 66],[1.28571429 1.71428571] ; [49.71428571 66.28571429],0
n5,1,0.761141,0.092405,[2 1] ; [66 48],[1.74358974 1.25641026] ; [66.25641026 47.74358974],0
a7,1,0.778301,0.079261,[2 1] ; [85 30],[2.21186441 0.78813559] ; [84.78813559 30.21186441],0
n3,1,0.831488,0.045281,[2 1] ; [26 17],[1.82608696 1.17391304] ; [26.17391304 16.82608696],0
d3,1,0.853292,0.034195,[2 1] ; [83 33],[2.14285714 0.85714286] ; [82.85714286 33.14285714],0
a3,1,0.882974,0.021668,[2 1] ; [70 42],[1.87826087 1.12173913] ; [70.12173913 41.87826087],0
b2,1,0.90217,0.01511,[1 2] ; [21 36],[1.1 1.9] ; [20.9 36.1],0
b3,1,0.90217,0.01511,[1 2] ; [21 36],[1.1 1.9] ; [20.9 36.1],0
s8,1,0.906325,0.013848,[1 2] ; [35 81],[0.90756303 2.09243697] ; [35.09243697 80.90756303],0
a5,1,0.918525,0.010464,[2 1] ; [74 42],[1.91596639 1.08403361] ; [74.08403361 41.91596639],0
n2,1,0.935917,0.006465,[2 1] ; [31 14],[2.0625 0.9375] ; [30.9375 14.0625],0
s7,1,0.956265,0.003008,[1 2] ; [38 71],[1.04464286 1.95535714] ; [37.95535714 71.04464286],0
n6,1,0.974452,0.001026,[2 1] ; [77 37],[2.02564103 0.97435897] ; [76.97435897 37.02564103],0
v3,1,0.98239,0.000487,[1 2] ; [37 72],[1.01785714 1.98214286] ; [36.98214286 72.01785714],0
a6,1,0.9917,0.000108,[2 1] ; [77 39],[1.99159664 1.00840336] ; [77.00840336 38.99159664],0
