Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000137,14.543274,[ 8 45] ; [16 13],[15.51219512 37.48780488] ; [ 8.48780488 20.51219512],1
s5,1,0.00194,9.60514,[ 4 49] ; [10 19],[ 9.04878049 43.95121951] ; [ 4.95121951 24.04878049],0
p4,1,0.002872,8.887194,[15 38] ; [18 11],[21.32926829 31.67073171] ; [11.67073171 17.32926829],0
s8,1,0.005348,7.757982,[ 3 50] ; [ 8 21],[ 7.1097561 45.8902439] ; [ 3.8902439 25.1097561],0
d1,1,0.008656,6.892487,[17 36] ; [18 11],[22.62195122 30.37804878] ; [12.37804878 16.62195122],0
s4,1,0.012942,6.177023,[ 5 48] ; [ 9 20],[ 9.04878049 43.95121951] ; [ 4.95121951 24.04878049],0
p8,1,0.01708,5.68815,[12 41] ; [14 15],[16.80487805 36.19512195] ; [ 9.19512195 19.80487805],0
d4,1,0.028465,4.799668,[36 17] ; [26  3],[40.07317073 12.92682927] ; [21.92682927  7.07317073],0
d3,1,0.040907,4.179872,[26 27] ; [21  8],[30.37804878 22.62195122] ; [16.62195122 12.37804878],0
s7,1,0.05337,3.732304,[ 8 39] ; [10 17],[11.43243243 35.56756757] ; [ 6.56756757 20.43243243],0
s3,1,0.062855,3.460399,[16 36] ; [15 14],[19.90123457 32.09876543] ; [11.09876543 17.90123457],0
v3,1,0.065469,3.393126,[10 40] ; [11 17],[13.46153846 36.53846154] ; [ 7.53846154 20.46153846],0
a2,1,0.071686,3.243976,[ 5 48] ; [ 7 22],[ 7.75609756 45.24390244] ; [ 4.24390244 24.75609756],0
d5,1,0.07663,3.134966,[34 19] ; [24  5],[37.48780488 15.51219512] ; [20.51219512  8.48780488],0
u3,1,0.088961,2.893072,[11 12] ; [10  3],[13.41666667  9.58333333] ; [7.58333333 5.41666667],0
b3,1,0.09829,2.733079,[ 9 20] ; [ 2 17],[ 6.64583333 22.35416667] ; [ 4.35416667 14.64583333],0
b2,1,0.09829,2.733079,[ 9 20] ; [ 2 17],[ 6.64583333 22.35416667] ; [ 4.35416667 14.64583333],0
p3,1,0.101254,2.685676,[14 38] ; [13 16],[17.33333333 34.66666667] ; [ 9.66666667 19.33333333],0
a5,1,0.111172,2.537476,[25 28] ; [19 10],[28.43902439 24.56097561] ; [15.56097561 13.43902439],0
v2,1,0.146764,2.10557,[20 32] ; [16 13],[23.11111111 28.88888889] ; [12.88888889 16.11111111],0
p11,1,0.152106,2.051005,[27 26] ; [10 19],[23.91463415 29.08536585] ; [13.08536585 15.91463415],0
n2,1,0.184866,1.758063,[12 11] ; [7 2],[13.65625  9.34375] ; [5.34375 3.65625],0
b4,1,0.20395,1.613858,[35 18] ; [15 14],[32.31707317 20.68292683] ; [17.68292683 11.31707317],0
u1,1,0.207638,1.587818,[ 3 50] ; [ 4 25],[ 4.52439024 48.47560976] ; [ 2.47560976 26.52439024],0
n4,1,0.208414,1.582407,[24 29] ; [ 9 20],[21.32926829 31.67073171] ; [11.67073171 17.32926829],0
r4,1,0.210309,1.5693,[33 20] ; [22  7],[35.54878049 17.45121951] ; [19.45121951  9.54878049],0
