Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.015553,5.85267,[34  9] ; [3 5],[31.19607843 11.80392157] ; [5.80392157 2.19607843],0
p3,1,0.024432,5.063734,[24 19] ; [1 7],[21.07843137 21.92156863] ; [3.92156863 4.07843137],0
v2,1,0.038191,4.296503,[21 19] ; [1 7],[18.33333333 21.66666667] ; [3.66666667 4.33333333],0
d5,1,0.054576,3.694991,[35  8] ; [4 4],[32.88235294 10.11764706] ; [6.11764706 1.88235294],0
p9,1,0.070318,3.275581,[37  5] ; [5 3],[35.28  6.72] ; [6.72 1.28],0
r2,1,0.070318,3.275581,[37  5] ; [5 3],[35.28  6.72] ; [6.72 1.28],0
s2,1,0.083206,3.00113,[34  9] ; [4 4],[32.03921569 10.96078431] ; [5.96078431 2.03921569],0
s3,1,0.10775,2.586918,[29 14] ; [3 5],[26.98039216 16.01960784] ; [5.01960784 2.98039216],0
d2,1,0.141822,2.158079,[15 28] ; [5 3],[16.8627451 26.1372549] ; [3.1372549 4.8627451],0
n6,1,0.165091,1.926964,[36  7] ; [5 3],[34.56862745  8.43137255] ; [6.43137255 1.56862745],0
p6,1,0.193493,1.690821,[21 21] ; [2 6],[19.32 22.68] ; [3.68 4.32],0
b2,1,0.217058,1.523713,[11 14] ; [1 5],[ 9.67741935 15.32258065] ; [2.32258065 3.67741935],0
b3,1,0.217058,1.523713,[11 14] ; [1 5],[ 9.67741935 15.32258065] ; [2.32258065 3.67741935],0
s7,1,0.241567,1.371429,[24 16] ; [3 5],[22.5 17.5] ; [4.5 3.5],0
p10,1,0.248203,1.333389,[34  8] ; [5 3],[32.76  9.24] ; [6.24 1.76],0
n4,1,0.2593,1.27249,[23 20] ; [6 2],[24.45098039 18.54901961] ; [4.54901961 3.45098039],0
p7,1,0.273845,1.197385,[24 17] ; [3 5],[22.59183673 18.40816327] ; [4.40816327 3.59183673],0
d3,1,0.276128,1.186047,[30 13] ; [4 4],[28.66666667 14.33333333] ; [5.33333333 2.66666667],0
n5,1,0.311316,1.025083,[24 19] ; [6 2],[25.29411765 17.70588235] ; [4.70588235 3.29411765],0
v3,1,0.353413,0.861165,[11 28] ; [1 7],[ 9.95744681 29.04255319] ; [2.04255319 5.95744681],0
s8,1,0.369779,0.804407,[18 25] ; [2 6],[16.8627451 26.1372549] ; [3.1372549 4.8627451],0
d1,1,0.406178,0.68996,[23 20] ; [3 5],[21.92156863 21.07843137] ; [4.07843137 3.92156863],0
u2,1,0.422489,0.643382,[9 8] ; [3 1],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
d4,1,0.430183,0.62233,[37  6] ; [6 2],[36.25490196  6.74509804] ; [6.74509804 1.25490196],0
n3,1,0.465693,0.532176,[7 9] ; [2 1],[7.57894737 8.42105263] ; [1.42105263 1.57894737],0
a7,1,0.496253,0.462941,[27 16] ; [4 4],[26.1372549 16.8627451] ; [4.8627451 3.1372549],0
a3,1,0.528733,0.396825,[26 16] ; [4 4],[25.2 16.8] ; [4.8 3.2],0
n2,1,0.569653,0.323264,[13  3] ; [2 1],[12.63157895  3.36842105] ; [2.36842105 0.63157895],0
s1,1,0.593648,0.284683,[ 3 40] ; [1 7],[ 3.37254902 39.62745098] ; [0.62745098 7.37254902],0
v4,1,0.608726,0.262034,[39  3] ; [7 1],[38.64  3.36] ; [7.36 0.64],0
p4,1,0.669504,0.182183,[25 18] ; [4 4],[24.45098039 18.54901961] ; [4.54901961 3.45098039],0
p11,1,0.672263,0.178966,[29 14] ; [6 2],[29.50980392 13.49019608] ; [5.49019608 2.50980392],0
b4,1,0.67749,0.172965,[35  8] ; [7 1],[35.41176471  7.58823529] ; [6.58823529 1.41176471],0
s6,1,0.699676,0.14881,[34  8] ; [6 2],[33.6  8.4] ; [6.4 1.6],0
b1,1,0.725882,0.122927,[19 24] ; [3 5],[18.54901961 24.45098039] ; [3.45098039 4.54901961],0
p8,1,0.73783,0.112043,[18 23] ; [3 5],[17.57142857 23.42857143] ; [3.42857143 4.57142857],0
u3,1,0.748328,0.102941,[10  7] ; [2 2],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
p1,1,0.768278,0.086806,[ 7 35] ; [1 7],[ 6.72 35.28] ; [1.28 6.72],0
b5,1,0.855968,0.032946,[20 23] ; [4 4],[20.23529412 22.76470588] ; [3.76470588 4.23529412],0
s4,1,0.886934,0.020217,[15 28] ; [3 5],[15.17647059 27.82352941] ; [2.82352941 5.17647059],0
a5,1,0.886934,0.020217,[28 15] ; [5 3],[27.82352941 15.17647059] ; [5.17647059 2.82352941],0
a1,1,0.912649,0.012034,[ 6 37] ; [1 7],[ 5.90196078 37.09803922] ; [1.09803922 6.90196078],0
p2,1,0.942396,0.005221,[32 10] ; [6 2],[31.92 10.08] ; [6.08 1.92],0
v1,1,0.949673,0.003984,[21 20] ; [4 4],[20.91836735 20.08163265] ; [4.08163265 3.91836735],0
a6,1,0.951829,0.003649,[22 21] ; [4 4],[21.92156863 21.07843137] ; [4.07843137 3.92156863],0
a4,1,0.987541,0.000244,[16 27] ; [3 5],[16.01960784 26.98039216] ; [2.98039216 5.01960784],0
