Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5.3e-05,16.343839,[36 93] ; [86 82],[52.98989899 76.01010101] ; [69.01010101 98.98989899],1
d5,1,0.000174,14.097205,[52 78] ; [104  64],[68.05369128 61.94630872] ; [87.94630872 80.05369128],1
r3,1,0.002085,9.472811,[102  27] ; [152  14],[111.07118644  17.92881356] ; [142.92881356  23.07118644],0
s2,1,0.004975,7.888491,[ 27 102] ; [ 60 107],[37.91554054 91.08445946] ; [ 49.08445946 117.91554054],0
a7,1,0.009646,6.699163,[71 58] ; [117  51],[81.65656566 47.34343434] ; [106.34343434  61.65656566],0
u2,1,0.018334,5.563945,[29 47] ; [43 32],[36.2384106 39.7615894] ; [35.7615894 39.2384106],0
r4,1,0.020504,5.368477,[90 41] ; [135  33],[98.57859532 32.42140468] ; [126.42140468  41.57859532],0
s5,1,0.026872,4.899038,[ 19 108] ; [ 42 122],[ 26.62199313 100.37800687] ; [ 34.37800687 129.62199313],0
r1,1,0.029125,4.760199,[73 57] ; [115  53],[82.01342282 47.98657718] ; [105.98657718  62.01342282],0
p1,1,0.029318,4.748835,[ 14 116] ; [  7 159],[  9.22297297 120.77702703] ; [ 11.77702703 154.22297297],0
s6,1,0.034123,4.488545,[50 78] ; [84 79],[58.94158076 69.05841924] ; [75.05841924 87.94158076],0
d2,1,0.042723,4.106341,[ 23 108] ; [ 16 151],[ 17.1442953 113.8557047] ; [ 21.8557047 145.1442953],0
a3,1,0.054729,3.69032,[55 74] ; [90 77],[63.19256757 65.80743243] ; [81.80743243 85.19256757],0
p2,1,0.065604,3.389725,[88 42] ; [129  38],[94.98316498 35.01683502] ; [122.01683502  44.98316498],0
n5,1,0.068697,3.313881,[93 36] ; [101  62],[85.70547945 43.29452055] ; [108.29452055  54.70547945],0
b4,1,0.078285,3.100159,[67 64] ; [103  65],[74.48160535 56.51839465] ; [95.51839465 72.48160535],0
a4,1,0.087492,2.919922,[ 23 106] ; [ 44 124],[29.1010101 99.8989899] ; [ 37.8989899 130.1010101],0
u3,1,0.08771,2.915904,[30 46] ; [40 35],[35.23178808 40.76821192] ; [34.76821192 40.23178808],0
a5,1,0.117269,2.453426,[59 72] ; [91 77],[65.71906355 65.28093645] ; [84.28093645 83.71906355],0
p10,1,0.137778,2.202597,[76 50] ; [112  51],[81.96539792 44.03460208] ; [106.03460208  56.96539792],0
p9,1,0.166579,1.913463,[84 43] ; [120  43],[89.33793103 37.66206897] ; [114.66206897  48.33793103],0
n2,1,0.175324,1.836823,[30 13] ; [33  7],[32.63855422 10.36144578] ; [30.36144578  9.63855422],0
u1,1,0.17579,1.832862,[  1 130] ; [  5 163],[  2.62876254 128.37123746] ; [  3.37123746 164.62876254],0
n3,1,0.178275,1.811947,[32 10] ; [25 15],[29.19512195 12.80487805] ; [27.80487805 12.19512195],0
s3,1,0.200469,1.638951,[46 81] ; [72 93],[51.32191781 75.67808219] ; [66.67808219 98.32191781],0
a1,1,0.217847,1.5185,[  5 126] ; [ 12 156],[  7.44816054 123.55183946] ; [  9.55183946 158.44816054],0
a2,1,0.300768,1.070787,[  7 124] ; [  5 163],[  5.25752508 125.74247492] ; [  6.74247492 161.25752508],0
s1,1,0.303745,1.057679,[  8 120] ; [  6 158],[  6.1369863 121.8630137] ; [  7.8630137 156.1369863],0
v2,1,0.304027,1.056445,[44 78] ; [69 95],[48.2027972 73.7972028] ; [64.7972028 99.2027972],0
v4,1,0.305205,1.051314,[109  19] ; [148  18],[111.89115646  16.10884354] ; [145.10884354  20.89115646],0
p12,1,0.314754,1.010621,[  7 123] ; [  5 159],[  5.30612245 124.69387755] ; [  6.69387755 157.30612245],0
s7,1,0.349639,0.874765,[23 99] ; [ 38 124],[26.20422535 95.79577465] ; [ 34.79577465 127.20422535],0
b2,1,0.355779,0.852738,[18 55] ; [26 57],[20.58974359 52.41025641] ; [23.41025641 59.58974359],0
b3,1,0.355779,0.852738,[18 55] ; [26 57],[20.58974359 52.41025641] ; [23.41025641 59.58974359],0
p6,1,0.373123,0.793239,[33 95] ; [ 35 129],[29.80821918 98.19178082] ; [ 38.19178082 125.80821918],0
b5,1,0.384959,0.754806,[73 58] ; [102  66],[76.6722408 54.3277592] ; [98.3277592 69.6722408],0
p11,1,0.397749,0.715121,[86 45] ; [118  50],[89.37792642 41.62207358] ; [114.62207358  53.37792642],0
r2,1,0.403054,0.699197,[109  21] ; [144  21],[111.49152542  18.50847458] ; [141.50847458  23.49152542],0
p7,1,0.416276,0.660803,[62 64] ; [87 74],[65.41463415 60.58536585] ; [83.58536585 77.41463415],0
n4,1,0.448498,0.574445,[88 42] ; [106  61],[84.91582492 45.08417508] ; [109.08417508  57.91582492],0
a8,1,0.454263,0.559994,[ 11 110] ; [ 19 141],[ 12.91814947 108.08185053] ; [ 17.08185053 142.91814947],0
v3,1,0.457337,0.552404,[37 89] ; [ 42 123],[34.20618557 91.79381443] ; [ 44.79381443 120.20618557],0
a6,1,0.474237,0.512087,[71 60] ; [98 70],[74.04347826 56.95652174] ; [94.95652174 73.04347826],0
p5,1,0.536723,0.381647,[ 10 118] ; [ 10 157],[  8.6779661 119.3220339] ; [ 11.3220339 155.6779661],0
p3,1,0.642427,0.215582,[46 85] ; [ 63 104],[47.91610738 83.08389262] ; [ 61.08389262 105.91610738],0
n1,1,0.736935,0.112839,[15 28] ; [15 24],[15.73170732 27.26829268] ; [14.26829268 24.73170732],0
n6,1,0.823685,0.049644,[92 38] ; [118  46],[92.85714286 37.14285714] ; [117.14285714  46.85714286],0
b1,1,0.833101,0.044405,[53 78] ; [70 98],[53.88963211 77.11036789] ; [69.11036789 98.88963211],0
p8,1,0.914748,0.01146,[52 75] ; [69 97],[52.44709898 74.55290102] ; [68.55290102 97.44709898],0
s4,1,0.93256,0.007161,[ 23 107] ; [ 30 136],[ 23.27702703 106.72297297] ; [ 29.72297297 136.27702703],0
v1,1,0.961821,0.002291,[51 79] ; [64 98],[51.19863014 78.80136986] ; [63.80136986 98.19863014],0
