Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.002656,9.02981,[2 1] ; [ 8 74],[0.35294118 2.64705882] ; [ 9.64705882 72.35294118],0
a1,1,0.039652,4.232724,[1 2] ; [ 4 78],[0.17647059 2.82352941] ; [ 4.82352941 77.17647059],0
s7,1,0.1126,2.517351,[2 1] ; [20 59],[0.80487805 2.19512195] ; [21.19512195 57.80487805],0
s2,1,0.129284,2.301086,[2 1] ; [21 58],[0.84146341 2.15853659] ; [22.15853659 56.84146341],0
p6,1,0.152528,2.046784,[1 2] ; [ 7 74],[0.28571429 2.71428571] ; [ 7.71428571 73.28571429],0
p9,1,0.184934,1.757523,[1 2] ; [55 24],[2.04878049 0.95121951] ; [53.95121951 25.04878049],0
p4,1,0.186164,1.747721,[2 1] ; [25 57],[0.95294118 2.04705882] ; [26.04705882 55.95294118],0
s3,1,0.302475,1.063251,[2 1] ; [29 49],[1.14814815 1.85185185] ; [29.85185185 48.14814815],0
a4,1,0.430223,0.622222,[1 2] ; [13 68],[0.5 2.5] ; [13.5 67.5],0
v4,1,0.521075,0.411765,[2 1] ; [66 15],[2.42857143 0.57142857] ; [65.57142857 15.42857143],0
s6,1,0.584995,0.298229,[1 2] ; [40 41],[1.46428571 1.53571429] ; [39.53571429 41.46428571],0
p8,1,0.608833,0.261878,[1 2] ; [17 64],[0.64285714 2.35714286] ; [17.35714286 63.64285714],0
s8,1,0.642086,0.216024,[1 2] ; [18 64],[0.67058824 2.32941176] ; [18.32941176 63.67058824],0
b4,1,0.686679,0.162704,[2 1] ; [45 37],[1.65882353 1.34117647] ; [45.34117647 36.65882353],0
p2,1,0.747529,0.103619,[2 1] ; [47 35],[1.72941176 1.27058824] ; [47.27058824 34.72941176],0
b5,1,0.747529,0.103619,[2 1] ; [47 35],[1.72941176 1.27058824] ; [47.27058824 34.72941176],0
n5,1,0.764181,0.089997,[2 1] ; [61 21],[2.22352941 0.77647059] ; [60.77647059 21.22352941],0
v1,1,0.765594,0.088889,[1 2] ; [34 47],[1.25 1.75] ; [33.75 47.25],0
r3,1,0.774456,0.082111,[2 1] ; [60 21],[2.21428571 0.78571429] ; [59.78571429 21.21428571],0
r1,1,0.778687,0.078978,[2 1] ; [48 34],[1.76470588 1.23529412] ; [48.23529412 33.76470588],0
p10,1,0.816819,0.053657,[2 1] ; [48 32],[1.80722892 1.19277108] ; [48.19277108 31.80722892],0
n6,1,0.841702,0.039887,[2 1] ; [59 23],[2.15294118 0.84705882] ; [58.84705882 23.15294118],0
p11,1,0.875239,0.024651,[2 1] ; [51 31],[1.87058824 1.12941176] ; [51.12941176 30.87058824],0
v2,1,0.897817,0.016491,[1 2] ; [23 54],[0.9 2.1] ; [23.1 53.9],0
r4,1,0.91633,0.011037,[2 1] ; [57 25],[2.08235294 0.91764706] ; [56.91764706 25.08235294],0
b1,1,0.942319,0.005235,[1 2] ; [29 53],[1.05882353 1.94117647] ; [28.94117647 53.05882353],0
