Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.9e-05,16.921985,[35 23] ; [ 92 197],[21.22766571 36.77233429] ; [105.77233429 183.22766571],1
s6,1,0.000148,14.40059,[42 15] ; [133 155],[28.91304348 28.08695652] ; [146.08695652 141.91304348],1
s5,1,0.00349,8.531973,[21 34] ; [ 57 227],[12.65486726 42.34513274] ; [ 65.34513274 218.65486726],0
s3,1,0.004454,8.088851,[37 21] ; [124 162],[27.14534884 30.85465116] ; [133.85465116 152.14534884],0
a6,1,0.012968,6.17347,[28 31] ; [187 102],[36.45114943 22.54885057] ; [178.54885057 110.45114943],0
a2,1,0.017607,5.634846,[ 4 55] ; [ 57 233],[10.31232092 48.68767908] ; [ 50.68767908 239.31232092],0
s7,1,0.037286,4.337289,[25 32] ; [ 82 194],[18.31531532 38.68468468] ; [ 88.68468468 187.31531532],0
n4,1,0.041646,4.149534,[32 27] ; [196  92],[38.76657061 20.23342939] ; [189.23342939  98.76657061],0
b1,1,0.050726,3.817303,[16 43] ; [118 172],[22.65329513 36.34670487] ; [111.34670487 178.65329513],0
b4,1,0.051361,3.796469,[29 30] ; [182 108],[35.67048711 23.32951289] ; [175.32951289 114.67048711],0
d1,1,0.122916,2.379767,[22 37] ; [140 150],[27.38681948 31.61318052] ; [134.61318052 155.38681948],0
a4,1,0.146486,2.108468,[18 41] ; [117 171],[22.95389049 36.04610951] ; [112.04610951 175.95389049],0
a8,1,0.163457,1.941954,[ 4 49] ; [ 40 232],[ 7.17538462 45.82461538] ; [ 36.82461538 235.17538462],0
r1,1,0.173605,1.851536,[38 21] ; [210  77],[42.28901734 16.71098266] ; [205.71098266  81.28901734],0
d2,1,0.179795,1.799319,[20 39] ; [124 162],[24.62608696 34.37391304] ; [119.37391304 166.62608696],0
a5,1,0.196214,1.670331,[33 26] ; [188 102],[37.36103152 21.63896848] ; [183.63896848 106.36103152],0
b3,1,0.199221,1.648075,[ 7 23] ; [ 58 106],[10.05154639 19.94845361] ; [ 54.94845361 109.05154639],0
