Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,88.860511,[93 38] ; [ 25 131],[53.86062718 77.13937282] ; [64.13937282 91.86062718],1
d5,1,0.0,81.147863,[129   4] ; [76 80],[94.34256055 38.65743945] ; [110.65743945  45.34256055],1
d4,1,0.0,79.342907,[128   3] ; [79 78],[94.15625 36.84375] ; [112.84375  44.15625],1
d3,1,0.0,76.92786,[115  18] ; [ 55 100],[78.50694444 54.49305556] ; [91.49305556 63.50694444],1
a2,1,0.0,29.733474,[38 95] ; [  8 149],[ 21.09655172 111.90344828] ; [ 24.90344828 132.09655172],1
a4,1,0.0,25.527183,[72 60] ; [ 40 117],[51.15570934 80.84429066] ; [60.84429066 96.15570934],1
a5,1,3e-06,21.645295,[100  33] ; [76 81],[80.71724138 52.28275862] ; [95.28275862 61.71724138],1
a3,1,5e-06,20.838526,[101  31] ; [78 77],[82.32752613 49.67247387] ; [96.67247387 58.32752613],1
a6,1,9e-06,19.613388,[105  28] ; [85 72],[87.13793103 45.86206897] ; [102.86206897  54.13793103],1
u1,1,1.7e-05,18.541573,[ 23 110] ; [  4 153],[ 12.38275862 120.61724138] ; [ 14.61724138 142.38275862],1
v2,1,0.000984,10.858248,[69 59] ; [51 98],[55.45126354 72.54873646] ; [64.54873646 84.45126354],1
a7,1,0.001239,10.430843,[99 33] ; [88 67],[86.00696864 45.99303136] ; [100.99303136  54.00696864],0
r1,1,0.001433,10.162488,[99 33] ; [89 67],[86.16666667 45.83333333] ; [101.83333333  54.16666667],0
r2,1,0.002958,8.832988,[119   9] ; [126  30],[110.42253521  17.57746479] ; [134.57746479  21.42253521],0
n6,1,0.003631,8.459857,[102  30] ; [95 60],[90.60627178 41.39372822] ; [106.39372822  48.60627178],0
p10,1,0.024205,5.079916,[91 40] ; [87 67],[81.81754386 49.18245614] ; [96.18245614 57.81754386],0
r3,1,0.046852,3.950704,[117  15] ; [124  31],[110.84320557  21.15679443] ; [130.15679443  24.84320557],0
s4,1,0.047303,3.934569,[  6 127] ; [ 17 140],[ 10.54827586 122.45172414] ; [ 12.45172414 144.54827586],0
r4,1,0.065443,3.393768,[102  31] ; [105  52],[94.93448276 38.06551724] ; [112.06551724  44.93448276],0
p5,1,0.06965,3.291239,[  8 124] ; [  3 152],[  5.05923345 126.94076655] ; [  5.94076655 149.05923345],0
s5,1,0.069738,3.289184,[ 18 114] ; [ 11 143],[ 13.38461538 118.61538462] ; [ 15.61538462 138.38461538],0
u3,1,0.078331,3.099189,[18 14] ; [30 49],[13.83783784 18.16216216] ; [34.16216216 44.83783784],0
n4,1,0.081534,3.034058,[94 39] ; [95 61],[86.97923875 46.02076125] ; [102.02076125  53.97923875],0
p8,1,0.084395,2.978157,[56 74] ; [ 51 103],[48.97887324 81.02112676] ; [58.02112676 95.97887324],0
a1,1,0.091611,2.845836,[  3 130] ; [ 10 147],[  5.96206897 127.03793103] ; [  7.03793103 149.96206897],0
v3,1,0.105422,2.621547,[39 87] ; [ 34 118],[33.08633094 92.91366906] ; [ 39.91366906 112.08633094],0
v4,1,0.120283,2.413629,[116  16] ; [125  29],[111.23076923  20.76923077] ; [129.76923077  24.23076923],0
n2,1,0.138038,2.19969,[23 20] ; [31 14],[26.38636364 16.61363636] ; [27.61363636 17.38636364],0
s1,1,0.138989,2.189115,[  3 129] ; [  9 147],[  5.5 126.5] ; [  6.5 149.5],0
p7,1,0.166609,1.913194,[69 62] ; [68 85],[63.19366197 67.80633803] ; [73.80633803 79.19366197],0
b1,1,0.197003,1.664451,[51 82] ; [72 85],[56.41034483 76.58965517] ; [66.58965517 90.41034483],0
p4,1,0.209499,1.574884,[54 75] ; [ 54 102],[48.88421053 80.11578947] ; [59.11578947 96.88421053],0
n3,1,0.230463,1.438004,[25 18] ; [31 13],[27.67816092 15.32183908] ; [28.32183908 15.67816092],0
p11,1,0.251276,1.316195,[94 39] ; [101  56],[89.43103448 43.56896552] ; [105.56896552  51.43103448],0
s7,1,0.283246,1.151449,[ 21 103] ; [ 18 128],[ 17.91111111 106.08888889] ; [ 21.08888889 124.91111111],0
s3,1,0.285429,1.141056,[ 27 105] ; [ 40 115],[ 30.81533101 101.18466899] ; [ 36.18466899 118.81533101],0
