Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,86.303577,[309  33] ; [32 40],[281.69565217  60.30434783] ; [59.30434783 12.69565217],1
n6,1,0.0,34.61101,[311  30] ; [47 25],[295.58837772  45.41162228] ; [62.41162228  9.58837772],1
p4,1,3e-06,21.725094,[254  88] ; [34 39],[237.33975904 104.66024096] ; [50.66024096 22.33975904],1
d2,1,0.000242,13.476174,[184 158] ; [22 51],[169.76385542 172.23614458] ; [36.23614458 36.76385542],1
r4,1,0.000585,11.822697,[323  20] ; [60 13],[315.79086538  27.20913462] ; [67.20913462  5.79086538],1
p6,1,0.000811,11.216253,[162 175] ; [18 51],[149.408867 187.591133] ; [30.591133 38.408867],1
r3,1,0.001057,10.724507,[335   7] ; [65  7],[330.43478261  11.56521739] ; [69.56521739  2.43478261],0
a8,1,0.004664,8.005176,[ 54 246] ; [ 3 66],[ 46.34146341 253.65853659] ; [10.65853659 58.34146341],0
d1,1,0.004671,8.00245,[225 118] ; [35 38],[214.375 128.625] ; [45.625 27.375],0
s8,1,0.006301,7.462248,[181 159] ; [26 47],[170.41162228 169.58837772] ; [36.58837772 36.41162228],0
n1,1,0.009027,6.817574,[25 22] ; [ 5 19],[19.85915493 27.14084507] ; [10.14084507 13.85915493],0
v3,1,0.010004,6.634142,[178 155] ; [26 45],[168.14851485 164.85148515] ; [35.85148515 35.14851485],0
d5,1,0.010297,6.582765,[298  44] ; [55 18],[290.9060241  51.0939759] ; [62.0939759 10.9060241],0
a4,1,0.01049,6.549662,[173 168] ; [25 48],[163.08695652 177.91304348] ; [34.91304348 38.08695652],0
p3,1,0.026946,4.894298,[208 135] ; [34 39],[199.53365385 143.46634615] ; [42.46634615 30.53365385],0
s7,1,0.028955,4.770283,[181 143] ; [30 42],[172.63636364 151.36363636] ; [38.36363636 33.63636364],0
p11,1,0.030101,4.703502,[290  53] ; [54 19],[283.63461538  59.36538462] ; [60.36538462 12.63461538],0
a5,1,0.033236,4.533593,[274  69] ; [50 23],[267.14423077  75.85576923] ; [56.85576923 16.14423077],0
a3,1,0.035757,4.408637,[268  73] ; [49 24],[261.10386473  79.89613527] ; [55.89613527 17.10386473],0
p8,1,0.036087,4.392985,[217 119] ; [37 35],[209.17647059 126.82352941] ; [44.82352941 27.17647059],0
r1,1,0.049606,3.854716,[293  48] ; [56 17],[287.46135266  53.53864734] ; [61.53864734 11.46135266],0
p10,1,0.056264,3.644215,[301  38] ; [58 14],[296.10948905  42.89051095] ; [62.89051095  9.10948905],0
r2,1,0.071055,3.258489,[327  12] ; [66  6],[324.15328467  14.84671533] ; [68.84671533  3.15328467],0
p5,1,0.077364,3.119417,[ 56 287] ; [ 6 67],[ 51.12019231 291.87980769] ; [10.87980769 62.12019231],0
a2,1,0.100389,2.699351,[ 98 245] ; [14 59],[ 92.34615385 250.65384615] ; [19.65384615 53.34615385],0
s2,1,0.104479,2.6358,[183 154] ; [32 41],[176.7195122 160.2804878] ; [38.2804878 34.7195122],0
u1,1,0.105118,2.626128,[ 76 267] ; [10 63],[ 70.90865385 272.09134615] ; [15.09134615 57.90865385],0
