Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.221694,[12  2] ; [12 61],[ 3.86206897 10.13793103] ; [20.13793103 52.86206897],1
s2,1,0.001149,10.570216,[9 5] ; [17 61],[ 3.95652174 10.04347826] ; [22.04347826 55.95652174],0
s3,1,0.002278,9.311074,[10  4] ; [22 54],[4.97777778 9.02222222] ; [27.02222222 48.97777778],0
p10,1,0.003103,8.746059,[12  2] ; [32 43],[6.92134831 7.07865169] ; [37.07865169 37.92134831],0
n1,1,0.003554,8.49858,[5 1] ; [ 9 29],[1.90909091 4.09090909] ; [12.09090909 25.90909091],0
p2,1,0.006331,7.453487,[12  2] ; [35 41],[7.31111111 6.68888889] ; [39.68888889 36.31111111],0
p6,1,0.007564,7.13384,[6 8] ; [10 66],[ 2.48888889 11.51111111] ; [13.51111111 62.48888889],0
p4,1,0.009496,6.727151,[9 5] ; [22 55],[4.76923077 9.23076923] ; [26.23076923 50.76923077],0
p11,1,0.012381,6.255495,[11  3] ; [33 45],[6.69565217 7.30434783] ; [37.30434783 40.69565217],0
p9,1,0.013591,6.090559,[11  3] ; [32 43],[6.76404494 7.23595506] ; [36.23595506 38.76404494],0
v4,1,0.026427,4.927841,[12  2] ; [41 35],[8.24444444 5.75555556] ; [44.75555556 31.24444444],0
p8,1,0.057892,3.596755,[7 7] ; [19 57],[4.04444444 9.95555556] ; [21.95555556 54.04444444],0
s6,1,0.065329,3.396654,[7 7] ; [20 58],[4.10869565 9.89130435] ; [22.89130435 55.10869565],0
n6,1,0.086494,2.938438,[11  3] ; [41 35],[8.08888889 5.91111111] ; [43.91111111 32.08888889],0
d4,1,0.154415,2.028084,[11  3] ; [45 32],[8.61538462 5.38461538] ; [47.38461538 29.61538462],0
b1,1,0.16348,1.941741,[ 4 10] ; [38 40],[6.39130435 7.60869565] ; [35.60869565 42.39130435],0
u3,1,0.165038,1.927448,[3 3] ; [ 9 30],[1.6 4.4] ; [10.4 28.6],0
v3,1,0.185107,1.75614,[ 4 10] ; [11 66],[ 2.30769231 11.69230769] ; [12.69230769 64.30769231],0
s4,1,0.212097,1.557054,[5 9] ; [16 62],[ 3.19565217 10.80434783] ; [17.80434783 60.19565217],0
p3,1,0.212097,1.557054,[5 9] ; [16 62],[ 3.19565217 10.80434783] ; [17.80434783 60.19565217],0
n5,1,0.229495,1.443986,[11  3] ; [47 29],[9.02222222 4.97777778] ; [48.97777778 27.02222222],0
n3,1,0.231941,1.428916,[4 2] ; [15 22],[2.65116279 3.34883721] ; [16.34883721 20.65116279],0
v2,1,0.244161,1.356408,[ 2 12] ; [22 53],[ 3.7752809 10.2247191] ; [20.2247191 54.7752809],0
r3,1,0.283212,1.151613,[9 5] ; [37 39],[7.15555556 6.84444444] ; [38.84444444 37.15555556],0
p7,1,0.320271,0.987841,[6 7] ; [24 51],[4.43181818 8.56818182] ; [25.56818182 49.43181818],0
d2,1,0.342178,0.902256,[ 4 10] ; [32 44],[5.6 8.4] ; [30.4 45.6],0
d5,1,0.365447,0.819088,[7 7] ; [49 29],[8.52173913 5.47826087] ; [47.47826087 30.52173913],0
r2,1,0.422867,0.642333,[6 7] ; [43 31],[7.32183908 5.67816092] ; [41.67816092 32.32183908],0
a5,1,0.448506,0.574426,[8 6] ; [36 42],[6.69565217 7.30434783] ; [37.30434783 40.69565217],0
b4,1,0.472974,0.51502,[7 7] ; [47 31],[8.2173913 5.7826087] ; [45.7826087 32.2173913],0
u1,1,0.577564,0.31019,[ 1 13] ; [ 3 75],[ 0.60869565 13.39130435] ; [ 3.39130435 74.60869565],0
u2,1,0.591208,0.288462,[3 3] ; [15 24],[2.4 3.6] ; [15.6 23.4],0
a3,1,0.591668,0.287747,[8 6] ; [38 39],[7.07692308 6.92307692] ; [38.92307692 38.07692308],0
p5,1,0.593929,0.28425,[ 1 13] ; [ 3 73],[ 0.62222222 13.37777778] ; [ 3.37777778 72.62222222],0
a6,1,0.622514,0.242351,[6 8] ; [39 39],[6.84782609 7.15217391] ; [38.15217391 39.84782609],0
b3,1,0.654571,0.200186,[4 6] ; [15 31],[3.39285714 6.60714286] ; [15.60714286 30.39285714],0
b2,1,0.654571,0.200186,[4 6] ; [15 31],[3.39285714 6.60714286] ; [15.60714286 30.39285714],0
p1,1,0.708161,0.140121,[ 1 13] ; [ 8 69],[ 1.38461538 12.61538462] ; [ 7.61538462 69.38461538],0
d3,1,0.720244,0.128259,[6 8] ; [37 40],[6.61538462 7.38461538] ; [36.38461538 40.61538462],0
a2,1,0.822805,0.050148,[ 1 13] ; [ 7 71],[ 1.2173913 12.7826087] ; [ 6.7826087 71.2173913],0
a4,1,0.846414,0.037518,[ 4 10] ; [24 53],[4.30769231 9.69230769] ; [23.69230769 53.30769231],0
n4,1,0.898029,0.016423,[8 6] ; [46 32],[8.2173913 5.7826087] ; [45.7826087 32.2173913],0
b5,1,0.929591,0.007807,[7 7] ; [40 38],[7.15217391 6.84782609] ; [39.84782609 38.15217391],0
a7,1,0.964345,0.001998,[7 7] ; [39 38],[7.07692308 6.92307692] ; [38.92307692 38.07692308],0
r1,1,0.97764,0.000786,[ 4 10] ; [22 56],[ 3.95652174 10.04347826] ; [22.04347826 55.95652174],0
a8,1,0.989283,0.00018,[ 1 13] ; [ 5 66],[ 0.98823529 13.01176471] ; [ 5.01176471 65.98823529],0
d1,1,0.989503,0.000173,[5 9] ; [28 50],[5.02173913 8.97826087] ; [27.97826087 50.02173913],0
