Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.006284,7.466903,[52 16] ; [1 4],[49.36986301 18.63013699] ; [3.63013699 1.36986301],0
s3,1,0.090337,2.868349,[51 17] ; [2 3],[49.36986301 18.63013699] ; [3.63013699 1.36986301],0
p12,1,0.143819,2.136611,[ 3 64] ; [1 4],[ 3.72222222 63.27777778] ; [0.27777778 4.72222222],0
s6,1,0.146697,2.106269,[57 10] ; [3 2],[55.83333333 11.16666667] ; [4.16666667 0.83333333],0
p3,1,0.155037,2.021975,[32 36] ; [4 1],[33.53424658 34.46575342] ; [2.46575342 2.53424658],0
a6,1,0.155305,2.019355,[48 20] ; [2 3],[46.57534247 21.42465753] ; [3.42465753 1.57534247],0
s5,1,0.230996,1.434717,[31 34] ; [1 4],[29.71428571 35.28571429] ; [2.28571429 2.71428571],0
b3,1,0.276588,1.183778,[16 19] ; [1 4],[14.875 20.125] ; [2.125 2.875],0
b2,1,0.276588,1.183778,[16 19] ; [1 4],[14.875 20.125] ; [2.125 2.875],0
n6,1,0.281342,1.160597,[43 24] ; [2 3],[41.875 25.125] ; [3.125 1.875],0
n5,1,0.292339,1.108819,[30 38] ; [1 4],[28.87671233 39.12328767] ; [2.12328767 2.87671233],0
p4,1,0.292339,1.108819,[38 30] ; [4 1],[39.12328767 28.87671233] ; [2.87671233 2.12328767],0
d2,1,0.320522,0.986815,[29 39] ; [1 4],[27.94520548 40.05479452] ; [2.05479452 2.94520548],0
v3,1,0.339856,0.910973,[18 47] ; [2 2],[18.84057971 46.15942029] ; [1.15942029 2.84057971],0
a8,1,0.359981,0.837959,[ 5 58] ; [1 4],[ 5.55882353 57.44117647] ; [0.44117647 4.55882353],0
a5,1,0.41497,0.664516,[42 26] ; [4 1],[42.84931507 25.15068493] ; [3.15068493 1.84931507],0
p7,1,0.433013,0.614727,[40 24] ; [4 1],[40.8115942 23.1884058] ; [3.1884058 1.8115942],0
a3,1,0.449921,0.570851,[43 25] ; [4 1],[43.78082192 24.21917808] ; [3.21917808 1.78082192],0
p8,1,0.491013,0.474305,[38 30] ; [2 3],[37.26027397 30.73972603] ; [2.73972603 2.26027397],0
d5,1,0.512676,0.428602,[50 18] ; [3 2],[49.36986301 18.63013699] ; [3.63013699 1.36986301],0
p6,1,0.525388,0.403304,[23 45] ; [1 4],[22.35616438 45.64383562] ; [1.64383562 3.35616438],0
s7,1,0.539598,0.376285,[42 21] ; [4 1],[42.61764706 20.38235294] ; [3.38235294 1.61764706],0
a4,1,0.566048,0.32934,[22 46] ; [1 4],[21.42465753 46.57534247] ; [1.57534247 3.42465753],0
d3,1,0.566048,0.32934,[46 22] ; [4 1],[46.57534247 21.42465753] ; [3.42465753 1.57534247],0
d1,1,0.620496,0.245171,[35 33] ; [2 3],[34.46575342 33.53424658] ; [2.53424658 2.46575342],0
v1,1,0.666307,0.185952,[33 33] ; [2 3],[32.53521127 33.46478873] ; [2.46478873 2.53521127],0
u1,1,0.671129,0.180285,[ 9 59] ; [1 4],[ 9.31506849 58.68493151] ; [0.68493151 4.31506849],0
p1,1,0.682092,0.16778,[ 9 58] ; [1 4],[ 9.30555556 57.69444444] ; [0.69444444 4.30555556],0
b5,1,0.832042,0.044979,[44 24] ; [3 2],[43.78082192 24.21917808] ; [3.21917808 1.78082192],0
b4,1,0.958844,0.002663,[40 28] ; [3 2],[40.05479452 27.94520548] ; [2.94520548 2.05479452],0
b1,1,0.98965,0.000168,[27 41] ; [2 3],[27.01369863 40.98630137] ; [1.98630137 3.01369863],0
