Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.6e-05,17.709668,[ 8 25] ; [20  5],[15.93103448 17.06896552] ; [12.06896552 12.93103448],1
n2,1,0.001696,9.853042,[ 6 13] ; [10  1],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
s2,1,0.002465,9.166176,[ 4 29] ; [12 13],[ 9.10344828 23.89655172] ; [ 6.89655172 18.10344828],0
s7,1,0.004893,7.918581,[ 3 26] ; [11 14],[ 7.51851852 21.48148148] ; [ 6.48148148 18.51851852],0
v4,1,0.010165,6.605701,[12 21] ; [17  7],[16.78947368 16.21052632] ; [12.21052632 11.78947368],0
p11,1,0.014568,5.967987,[ 7 26] ; [13 12],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
p2,1,0.015579,5.849787,[10 23] ; [15  9],[14.47368421 18.52631579] ; [10.52631579 13.47368421],0
r3,1,0.023719,5.115078,[10 23] ; [15 10],[14.22413793 18.77586207] ; [10.77586207 14.22413793],0
a1,1,0.034983,4.445989,[ 8 25] ; [ 1 24],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
p7,1,0.041426,4.158504,[11 22] ; [14  9],[14.73214286 18.26785714] ; [10.26785714 12.73214286],0
b4,1,0.063449,3.444848,[13 20] ; [16  9],[16.5 16.5] ; [12.5 12.5],0
a5,1,0.087308,2.923322,[18 15] ; [ 8 17],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
s3,1,0.102542,2.665552,[11 21] ; [14 11],[14.03508772 17.96491228] ; [10.96491228 14.03508772],0
s6,1,0.112357,2.520757,[ 8 25] ; [11 14],[10.81034483 22.18965517] ; [ 8.18965517 16.81034483],0
u3,1,0.115184,2.481618,[ 3 12] ; [5 5],[ 4.8 10.2] ; [3.2 6.8],0
p8,1,0.120359,2.412642,[ 5 27] ; [ 8 16],[ 7.42857143 24.57142857] ; [ 5.57142857 18.42857143],0
d3,1,0.134418,2.240722,[14 19] ; [15  9],[16.78947368 16.21052632] ; [12.21052632 11.78947368],0
r2,1,0.146781,2.105388,[16 16] ; [16  7],[18.61818182 13.38181818] ; [13.38181818  9.61818182],0
v1,1,0.147144,2.101612,[ 9 24] ; [11 13],[11.57894737 21.42105263] ; [ 8.42105263 15.57894737],0
n1,1,0.180408,1.794258,[ 8 11] ; [2 9],[ 6.33333333 12.66666667] ; [3.66666667 7.33333333],0
b5,1,0.184927,1.757576,[14 19] ; [15 10],[16.5 16.5] ; [12.5 12.5],0
s5,1,0.206879,1.593133,[ 4 29] ; [ 6 18],[ 5.78947368 27.21052632] ; [ 4.21052632 19.78947368],0
a6,1,0.209268,1.576485,[20 13] ; [11 14],[17.63793103 15.36206897] ; [13.36206897 11.63793103],0
p4,1,0.223273,1.483211,[ 6 27] ; [ 8 17],[ 7.96551724 25.03448276] ; [ 6.03448276 18.96551724],0
p6,1,0.226792,1.46087,[ 4 28] ; [ 6 18],[ 5.71428571 26.28571429] ; [ 4.28571429 19.71428571],0
u2,1,0.249561,1.325758,[7 8] ; [7 3],[8.4 6.6] ; [5.6 4.4],0
s1,1,0.275147,1.190907,[ 4 29] ; [ 1 24],[ 2.84482759 30.15517241] ; [ 2.15517241 22.84482759],0
b3,1,0.288212,1.127956,[ 8 11] ; [ 4 12],[ 6.51428571 12.48571429] ; [ 5.48571429 10.51428571],0
b2,1,0.288212,1.127956,[ 8 11] ; [ 4 12],[ 6.51428571 12.48571429] ; [ 5.48571429 10.51428571],0
d4,1,0.299588,1.076029,[18 15] ; [17  8],[19.9137931 13.0862069] ; [15.0862069  9.9137931],0
a4,1,0.365952,0.817365,[13 20] ; [ 7 18],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
s4,1,0.394622,0.724652,[ 5 28] ; [ 6 19],[ 6.25862069 26.74137931] ; [ 4.74137931 20.25862069],0
n5,1,0.426357,0.632727,[15 18] ; [14 11],[16.5 16.5] ; [12.5 12.5],0
p3,1,0.440973,0.59375,[ 4 28] ; [ 5 20],[ 5.05263158 26.94736842] ; [ 3.94736842 21.05263158],0
d1,1,0.441637,0.592026,[10 23] ; [10 15],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
d2,1,0.469068,0.524171,[15 18] ; [ 9 16],[13.65517241 19.34482759] ; [10.34482759 14.65517241],0
v2,1,0.476796,0.506182,[ 9 24] ; [ 9 16],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
n3,1,0.51043,0.433185,[ 8 11] ; [6 5],[ 8.86666667 10.13333333] ; [5.13333333 5.86666667],0
v3,1,0.519622,0.414644,[ 6 27] ; [ 3 22],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
n4,1,0.570576,0.32172,[17 16] ; [11 14],[15.93103448 17.06896552] ; [12.06896552 12.93103448],0
r1,1,0.594816,0.282886,[10 23] ; [ 6 19],[ 9.10344828 23.89655172] ; [ 6.89655172 18.10344828],0
d5,1,0.724301,0.124409,[20 13] ; [14 11],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
b1,1,0.729159,0.119885,[21 12] ; [17  8],[21.62068966 11.37931034] ; [16.37931034  8.62068966],0
a3,1,0.775993,0.080966,[18 14] ; [15 10],[18.52631579 13.47368421] ; [14.47368421 10.52631579],0
a8,1,0.797444,0.065873,[ 2 30] ; [ 2 23],[ 2.24561404 29.75438596] ; [ 1.75438596 23.24561404],0
p1,1,0.883455,0.021489,[ 3 30] ; [ 2 23],[ 2.84482759 30.15517241] ; [ 2.15517241 22.84482759],0
a7,1,0.912165,0.012168,[18 15] ; [14 11],[18.20689655 14.79310345] ; [13.79310345 11.20689655],0
a2,1,0.988804,0.000197,[ 4 29] ; [ 3 22],[ 3.98275862 29.01724138] ; [ 3.01724138 21.98275862],0
