Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.966697,[80 21] ; [ 2 20],[67.33333333 33.66666667] ; [14.66666667  7.33333333],1
p3,1,0.248023,1.334405,[32 69] ; [ 4 17],[29.80327869 71.19672131] ; [ 6.19672131 14.80327869],0
p2,1,0.249126,1.328196,[55 46] ; [ 9 13],[52.55284553 48.44715447] ; [11.44715447 10.55284553],0
n6,1,0.258455,1.277016,[63 37] ; [11 11],[60.6557377 39.3442623] ; [13.3442623  8.6557377],0
a7,1,0.258455,1.277016,[63 37] ; [11 11],[60.6557377 39.3442623] ; [13.3442623  8.6557377],0
s8,1,0.259982,1.268853,[13 87] ; [ 1 21],[11.47540984 88.52459016] ; [ 2.52459016 19.47540984],0
a3,1,0.292787,1.10676,[56 45] ; [ 9 12],[53.81147541 47.18852459] ; [11.18852459  9.81147541],0
p4,1,0.302009,1.065303,[39 61] ; [ 6 16],[36.8852459 63.1147541] ; [ 8.1147541 13.8852459],0
p8,1,0.321726,0.981916,[30 71] ; [ 4 17],[28.14754098 72.85245902] ; [ 5.85245902 15.14754098],0
p11,1,0.340804,0.907406,[48 53] ; [ 8 14],[45.98373984 55.01626016] ; [10.01626016 11.98373984],0
n3,1,0.341626,0.90432,[21 16] ; [8 3],[22.35416667 14.64583333] ; [6.64583333 4.35416667],0
n5,1,0.348648,0.878371,[57 44] ; [10 12],[55.01626016 45.98373984] ; [11.98373984 10.01626016],0
b5,1,0.348648,0.878371,[57 44] ; [10 12],[55.01626016 45.98373984] ; [11.98373984 10.01626016],0
a4,1,0.376897,0.780799,[32 67] ; [ 5 17],[30.27272727 68.72727273] ; [ 6.72727273 15.27272727],0
p7,1,0.384592,0.755973,[47 54] ; [ 8 14],[45.16260163 55.83739837] ; [ 9.83739837 12.16260163],0
s5,1,0.399226,0.710656,[16 83] ; [ 2 20],[14.72727273 84.27272727] ; [ 3.27272727 18.72727273],0
p6,1,0.433728,0.612819,[17 83] ; [ 2 18],[15.83333333 84.16666667] ; [ 3.16666667 16.83333333],0
a1,1,0.447488,0.577006,[ 5 96] ; [ 2 20],[ 5.74796748 95.25203252] ; [ 1.25203252 20.74796748],0
p5,1,0.453914,0.560861,[ 2 99] ; [ 1 20],[ 2.48360656 98.51639344] ; [ 0.51639344 20.48360656],0
v1,1,0.511111,0.431791,[30 71] ; [ 5 17],[28.7398374 72.2601626] ; [ 6.2601626 15.7398374],0
v2,1,0.542428,0.371058,[38 60] ; [ 7 15],[36.75 61.25] ; [ 8.25 13.75],0
s1,1,0.604879,0.267699,[ 6 93] ; [ 2 20],[ 6.54545455 92.45454545] ; [ 1.45454545 20.54545455],0
s3,1,0.630697,0.231116,[34 66] ; [ 6 15],[33.05785124 66.94214876] ; [ 6.94214876 14.05785124],0
s6,1,0.646775,0.20999,[37 63] ; [ 7 15],[36.06557377 63.93442623] ; [ 7.93442623 14.06557377],0
p10,1,0.686351,0.163064,[17 82] ; [ 3 19],[16.36363636 82.63636364] ; [ 3.63636364 18.36363636],0
s4,1,0.725398,0.123379,[11 89] ; [ 3 19],[11.47540984 88.52459016] ; [ 2.52459016 19.47540984],0
b1,1,0.767953,0.087056,[54 47] ; [11 11],[53.37398374 47.62601626] ; [11.62601626 10.37398374],0
n2,1,0.771632,0.08424,[22 15] ; [6 5],[21.58333333 15.41666667] ; [6.41666667 4.58333333],0
b4,1,0.777688,0.079712,[61 40] ; [14  8],[61.58536585 39.41463415] ; [13.41463415  8.58536585],0
n1,1,0.834944,0.043416,[11 25] ; [3 8],[10.72340426 25.27659574] ; [3.27659574 7.72340426],0
b3,1,0.853836,0.033939,[16 39] ; [ 4 11],[15.71428571 39.28571429] ; [ 4.28571429 10.71428571],0
b2,1,0.853836,0.033939,[16 39] ; [ 4 11],[15.71428571 39.28571429] ; [ 4.28571429 10.71428571],0
u2,1,0.944642,0.004821,[17 26] ; [5 8],[16.89285714 26.10714286] ; [5.10714286 7.89285714],0
s2,1,0.958955,0.002649,[22 77] ; [ 5 17],[22.09090909 76.90909091] ; [ 4.90909091 17.09090909],0
p1,1,0.978609,0.000719,[ 9 92] ; [ 2 20],[ 9.03252033 91.96747967] ; [ 1.96747967 20.03252033],0
