Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.004768,7.965327,[4 5] ; [ 4 43],[1.28571429 7.71428571] ; [ 6.71428571 40.28571429],0
p7,1,0.03955,4.237086,[7 2] ; [19 28],[4.17857143 4.82142857] ; [21.82142857 25.17857143],0
s7,1,0.054442,3.699096,[4 5] ; [ 7 37],[1.86792453 7.13207547] ; [ 9.13207547 34.86792453],0
p11,1,0.066371,3.370577,[6 3] ; [16 31],[3.53571429 5.46428571] ; [18.46428571 28.53571429],0
v4,1,0.092679,2.827213,[8 1] ; [28 19],[5.78571429 3.21428571] ; [30.21428571 16.78571429],0
s3,1,0.110497,2.547094,[5 4] ; [13 33],[2.94545455 6.05454545] ; [15.05454545 30.94545455],0
p2,1,0.115136,2.48227,[6 3] ; [18 29],[3.85714286 5.14285714] ; [20.14285714 26.85714286],0
s2,1,0.14143,2.162333,[4 5] ; [10 37],[2.25 6.75] ; [11.75 35.25],0
u3,1,0.158868,1.984972,[2 1] ; [ 7 19],[0.93103448 2.06896552] ; [ 8.06896552 17.93103448],0
r3,1,0.209602,1.574175,[7 2] ; [26 21],[5.30357143 3.69642857] ; [27.69642857 19.30357143],0
p4,1,0.221973,1.491568,[5 4] ; [16 31],[3.375 5.625] ; [17.625 29.375],0
a7,1,0.226556,1.462352,[6 3] ; [21 26],[4.33928571 4.66071429] ; [22.66071429 24.33928571],0
a3,1,0.226556,1.462352,[6 3] ; [21 26],[4.33928571 4.66071429] ; [22.66071429 24.33928571],0
b1,1,0.226556,1.462352,[3 6] ; [26 21],[4.66071429 4.33928571] ; [24.33928571 22.66071429],0
d5,1,0.252574,1.30901,[7 2] ; [27 20],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
p8,1,0.267462,1.229716,[4 5] ; [12 34],[2.61818182 6.38181818] ; [13.38181818 32.61818182],0
b4,1,0.275029,1.191489,[6 3] ; [22 25],[4.5 4.5] ; [23.5 23.5],0
d3,1,0.275029,1.191489,[6 3] ; [22 25],[4.5 4.5] ; [23.5 23.5],0
b3,1,0.281695,1.158895,[3 3] ; [ 8 21],[1.88571429 4.11428571] ; [ 9.11428571 19.88571429],0
b2,1,0.281695,1.158895,[3 3] ; [ 8 21],[1.88571429 4.11428571] ; [ 9.11428571 19.88571429],0
u2,1,0.304103,1.056114,[2 1] ; [ 9 16],[1.17857143 1.82142857] ; [ 9.82142857 15.17857143],0
r4,1,0.315722,1.006586,[4 5] ; [13 34],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
p6,1,0.379775,0.771429,[3 6] ; [ 9 36],[2. 7.] ; [10. 35.],0
u1,1,0.402703,0.700239,[1 8] ; [ 2 45],[0.48214286 8.51785714] ; [ 2.51785714 44.48214286],0
s5,1,0.493187,0.469565,[2 7] ; [ 6 39],[1.33333333 7.66666667] ; [ 6.66666667 38.33333333],0
d1,1,0.55075,0.355976,[4 5] ; [16 31],[3.21428571 5.78571429] ; [16.78571429 30.21428571],0
n3,1,0.556812,0.345255,[2 3] ; [12 10],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
n6,1,0.572566,0.318407,[6 3] ; [26 20],[5.23636364 3.76363636] ; [26.76363636 19.23636364],0
a5,1,0.606503,0.265299,[3 6] ; [20 27],[3.69642857 5.30357143] ; [19.30357143 27.69642857],0
p1,1,0.61386,0.254592,[1 8] ; [ 3 44],[0.64285714 8.35714286] ; [ 3.35714286 43.64285714],0
a4,1,0.619825,0.246114,[2 7] ; [14 32],[2.61818182 6.38181818] ; [13.38181818 32.61818182],0
n4,1,0.630438,0.231467,[4 5] ; [25 22],[4.66071429 4.33928571] ; [24.33928571 22.66071429],0
n5,1,0.630438,0.231467,[4 5] ; [25 22],[4.66071429 4.33928571] ; [24.33928571 22.66071429],0
d2,1,0.67142,0.179945,[5 4] ; [22 24],[4.41818182 4.58181818] ; [22.58181818 23.41818182],0
n2,1,0.686239,0.163187,[3 2] ; [11 11],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
d4,1,0.689811,0.15929,[6 3] ; [28 19],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
p3,1,0.709891,0.138386,[2 7] ; [13 33],[2.45454545 6.54545455] ; [12.54545455 33.45454545],0
b5,1,0.715969,0.132388,[4 5] ; [24 23],[4.5 4.5] ; [23.5 23.5],0
a2,1,0.802094,0.062819,[1 8] ; [ 4 43],[0.80357143 8.19642857] ; [ 4.19642857 42.80357143],0
s1,1,0.817687,0.05314,[1 8] ; [ 4 42],[0.81818182 8.18181818] ; [ 4.18181818 41.81818182],0
v3,1,0.831638,0.045199,[2 7] ; [ 9 38],[1.76785714 7.23214286] ; [ 9.23214286 37.76785714],0
n1,1,0.884077,0.021259,[1 3] ; [ 6 15],[1.12 2.88] ; [ 5.88 15.12],0
a6,1,0.916348,0.011032,[5 4] ; [27 20],[5.14285714 3.85714286] ; [26.85714286 20.14285714],0
s4,1,0.938666,0.005921,[2 7] ; [11 36],[2.08928571 6.91071429] ; [10.91071429 36.08928571],0
v1,1,0.938666,0.005921,[2 7] ; [11 36],[2.08928571 6.91071429] ; [10.91071429 36.08928571],0
s6,1,0.967161,0.001695,[3 6] ; [16 31],[3.05357143 5.94642857] ; [15.94642857 31.05357143],0
v2,1,0.967161,0.001695,[3 6] ; [16 31],[3.05357143 5.94642857] ; [15.94642857 31.05357143],0
