Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,45.13919,[48 47] ; [312  63],[72.76595745 22.23404255] ; [287.23404255  87.76595745],1
d2,1,0.0,43.04593,[22 74] ; [227 149],[50.6440678 45.3559322] ; [198.3559322 177.6440678],1
d1,1,0.0,36.924922,[43 53] ; [288  88],[67.3220339 28.6779661] ; [263.6779661 112.3220339],1
a4,1,0.0,34.008087,[22 74] ; [211 164],[47.49044586 48.50955414] ; [185.50955414 189.49044586],1
d4,1,2e-06,22.927791,[72 24] ; [347  29],[85.22033898 10.77966102] ; [333.77966102  42.22033898],1
u1,1,6e-06,20.539637,[ 4 92] ; [ 95 281],[20.13559322 75.86440678] ; [ 78.86440678 297.13559322],1
a6,1,0.000652,11.620273,[52 44] ; [271 104],[65.8343949 30.1656051] ; [257.1656051 117.8343949],1
s5,1,0.005079,7.851131,[25 69] ; [154 209],[36.81838074 57.18161926] ; [142.18161926 220.81838074],0
r1,1,0.007828,7.072457,[71 24] ; [320  52],[79.53961456 15.46038544] ; [311.46038544  60.53961456],0
s8,1,0.008546,6.915309,[36 60] ; [196 177],[47.48827292 48.51172708] ; [184.51172708 188.48827292],0
n6,1,0.016099,5.792079,[75 20] ; [328  43],[82.15665236 12.84334764] ; [320.84334764  50.15665236],0
p9,1,0.017961,5.599936,[78 17] ; [339  35],[84.46695096 10.53304904] ; [332.53304904  41.46695096],0
b2,1,0.021001,5.326744,[15 45] ; [ 98 140],[22.75167785 37.24832215] ; [ 90.24832215 147.75167785],0
b3,1,0.021001,5.326744,[15 45] ; [ 98 140],[22.75167785 37.24832215] ; [ 90.24832215 147.75167785],0
p10,1,0.023866,5.104358,[77 18] ; [334  39],[83.42948718 11.57051282] ; [327.57051282  45.42948718],0
p4,1,0.04355,4.073915,[60 36] ; [273 101],[68.01702128 27.98297872] ; [264.98297872 109.01702128],0
p3,1,0.056566,3.635307,[51 45] ; [239 136],[59.10828025 36.89171975] ; [230.89171975 144.10828025],0
v2,1,0.057901,3.596518,[49 43] ; [233 131],[56.89473684 35.10526316] ; [225.10526316 138.89473684],0
v1,1,0.103477,2.651122,[47 45] ; [223 146],[53.88286334 38.11713666] ; [216.11713666 152.88286334],0
n4,1,0.148132,2.09138,[74 22] ; [312  62],[78.84255319 17.15744681] ; [307.15744681  66.84255319],0
r4,1,0.172457,1.861455,[86 10] ; [352  24],[89.08474576  6.91525424] ; [348.91525424  27.08474576],0
p2,1,0.172591,1.860293,[84 12] ; [343  30],[87.40298507  8.59701493] ; [339.59701493  33.40298507],0
v4,1,0.17602,1.830913,[95  1] ; [357  14],[92.91648822  3.08351178] ; [359.08351178  11.91648822],0
a1,1,0.192049,1.70183,[ 3 93] ; [ 25 351],[ 5.69491525 90.30508475] ; [ 22.30508475 353.69491525],0
d3,1,0.199038,1.649418,[67 28] ; [289  87],[71.80467091 23.19532909] ; [284.19532909  91.80467091],0
s7,1,0.211116,1.56376,[43 47] ; [199 162],[48.29268293 41.70731707] ; [193.70731707 167.29268293],0
s6,1,0.292273,1.109121,[63 31] ; [264 100],[67.11353712 26.88646288] ; [259.88646288 104.11353712],0
p12,1,0.308491,1.037124,[ 5 91] ; [ 31 342],[ 7.36886994 88.63113006] ; [ 28.63113006 344.36886994],0
r3,1,0.341173,0.906019,[91  4] ; [364   9],[92.36111111  2.63888889] ; [362.63888889  10.36111111],0
r2,1,0.349639,0.874765,[89  6] ; [353  15],[90.69114471  4.30885529] ; [351.30885529  16.69114471],0
s4,1,0.364812,0.821261,[20 74] ; [ 64 307],[16.98064516 77.01935484] ; [ 67.01935484 303.98064516],0
n3,1,0.370314,0.802612,[17  7] ; [55 14],[18.58064516  5.41935484] ; [53.41935484 15.58064516],0
b1,1,0.395543,0.721833,[34 62] ; [151 225],[37.62711864 58.37288136] ; [147.37288136 228.62711864],0
u4,1,0.410058,0.678633,[ 1 95] ; [  9 366],[ 2.03821656 93.96178344] ; [  7.96178344 367.03821656],0
n2,1,0.502972,0.44866,[20  4] ; [53 16],[18.83870968  5.16129032] ; [54.16129032 14.83870968],0
p11,1,0.526469,0.401202,[82 14] ; [311  65],[79.93220339 16.06779661] ; [313.06779661  62.93220339],0
s2,1,0.540879,0.373914,[48 48] ; [199 173],[50.66666667 45.33333333] ; [196.33333333 175.66666667],0
v3,1,0.541956,0.371926,[38 56] ; [159 203],[40.60964912 53.39035088] ; [156.39035088 205.60964912],0
p6,1,0.545966,0.364595,[48 46] ; [177 195],[45.38626609 48.61373391] ; [179.61373391 192.38626609],0
n5,1,0.593449,0.28499,[74 22] ; [296  76],[75.8974359 20.1025641] ; [294.1025641  77.8974359],0
u3,1,0.595573,0.281724,[25 23] ; [36 27],[26.37837838 21.62162162] ; [34.62162162 28.37837838],0
p8,1,0.652689,0.202527,[67 29] ; [250 121],[65.16488223 30.83511777] ; [251.83511777 119.16488223],0
s3,1,0.668529,0.183328,[57 39] ; [209 158],[55.15334773 40.84665227] ; [210.84665227 156.15334773],0
p5,1,0.678863,0.171409,[12 84] ; [ 53 322],[13.24840764 82.75159236] ; [ 51.75159236 323.24840764],0
n1,1,0.679096,0.171145,[ 9 15] ; [22 45],[ 8.17582418 15.82417582] ; [22.82417582 44.17582418],0
a8,1,0.739943,0.110177,[14 74] ; [ 59 280],[15.04449649 72.95550351] ; [ 57.95550351 281.04449649],0
a7,1,0.760175,0.093179,[68 27] ; [275 101],[69.18259023 25.81740977] ; [273.81740977 102.18259023],0
b5,1,0.792145,0.069446,[55 41] ; [221 155],[56.13559322 39.86440678] ; [219.86440678 156.13559322],0
s1,1,0.819608,0.052006,[ 3 93] ; [ 10 361],[ 2.67237687 93.32762313] ; [ 10.32762313 360.67237687],0
p1,1,0.829475,0.046386,[ 8 87] ; [ 29 345],[ 7.49466951 87.50533049] ; [ 29.50533049 344.49466951],0
b4,1,0.87263,0.025702,[55 41] ; [212 164],[54.30508475 41.69491525] ; [212.69491525 163.30508475],0
u2,1,0.98313,0.000447,[27 21] ; [35 27],[27.05454545 20.94545455] ; [34.94545455 27.05454545],0
