Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.66013,[27 25] ; [75  4],[40.48854962 11.51145038] ; [61.51145038 17.48854962],1
r4,1,3e-06,21.941458,[26 26] ; [69 10],[37.70992366 14.29007634] ; [57.29007634 21.70992366],1
p10,1,4e-06,21.476564,[16 34] ; [58 21],[28.68217054 21.31782946] ; [45.31782946 33.68217054],1
p9,1,1e-05,19.537353,[19 31] ; [60 18],[30.859375 19.140625] ; [48.140625 29.859375],1
n6,1,2.6e-05,17.717437,[30 22] ; [69  8],[39.90697674 12.09302326] ; [59.09302326 17.90697674],1
v4,1,0.000109,14.981371,[32 20] ; [71  8],[40.88549618 11.11450382] ; [62.11450382 16.88549618],1
p4,1,0.000261,13.334324,[ 5 45] ; [31 47],[14.0625 35.9375] ; [21.9375 56.0625],1
v1,1,0.004394,8.113408,[12 40] ; [36 39],[19.65354331 32.34645669] ; [28.34645669 46.65354331],0
u2,1,0.005776,7.618783,[ 4 14] ; [19 11],[8.625 9.375] ; [14.375 15.625],0
s8,1,0.014761,5.944822,[13 39] ; [36 42],[19.6 32.4] ; [29.4 48.6],0
u3,1,0.02368,5.117924,[ 5 13] ; [19 12],[8.81632653 9.18367347] ; [15.18367347 15.81632653],0
p3,1,0.023953,5.098039,[12 40] ; [33 45],[18. 34.] ; [27. 51.],0
s2,1,0.029157,4.758327,[15 37] ; [37 40],[20.96124031 31.03875969] ; [31.03875969 45.96124031],0
p12,1,0.030192,4.698336,[ 1 51] ; [10 69],[ 4.36641221 47.63358779] ; [ 6.63358779 72.36641221],0
r2,1,0.03622,4.38671,[40  9] ; [73  5],[43.5984252  5.4015748] ; [69.4015748  8.5984252],0
s6,1,0.044545,4.035796,[22 30] ; [47 31],[27.6 24.4] ; [41.4 36.6],0
a1,1,0.046598,3.959862,[ 9 43] ; [ 5 74],[ 5.55725191 46.44274809] ; [ 8.44274809 70.55725191],0
r1,1,0.047027,3.944432,[31 21] ; [60 19],[36.1221374 15.8778626] ; [54.8778626 24.1221374],0
d4,1,0.055619,3.663445,[32 19] ; [61 17],[36.76744186 14.23255814] ; [56.23255814 21.76744186],0
b4,1,0.061496,3.496567,[25 27] ; [51 28],[30.16793893 21.83206107] ; [45.83206107 33.16793893],0
v2,1,0.064453,3.418934,[19 32] ; [40 34],[24.072 26.928] ; [34.928 39.072],0
a8,1,0.071435,3.249739,[10 38] ; [ 7 68],[ 6.63414634 41.36585366] ; [10.36585366 64.63414634],0
p8,1,0.073084,3.212352,[ 7 45] ; [21 58],[11.11450382 40.88549618] ; [16.88549618 62.11450382],0
b1,1,0.086361,2.940931,[31 21] ; [35 44],[26.19847328 25.80152672] ; [39.80152672 39.19847328],0
p7,1,0.163702,1.939692,[13 38] ; [28 47],[16.5952381 34.4047619] ; [24.4047619 50.5952381],0
b5,1,0.17527,1.837284,[24 28] ; [46 33],[27.78625954 24.21374046] ; [42.21374046 36.78625954],0
n2,1,0.182127,1.780186,[18  9] ; [16  3],[19.95652174  7.04347826] ; [14.04347826  4.95652174],0
