Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001295,10.349302,[ 6 31] ; [16 14],[12.14925373 24.85074627] ; [ 9.85074627 20.14925373],0
v2,1,0.022187,5.231088,[14 24] ; [20 11],[18.72463768 19.27536232] ; [15.27536232 15.72463768],0
s4,1,0.033119,4.539606,[14 23] ; [ 5 28],[10.04285714 26.95714286] ; [ 8.95714286 24.04285714],0
n4,1,0.072627,3.222619,[22 16] ; [25  7],[25.51428571 12.48571429] ; [21.48571429 10.51428571],0
s5,1,0.088677,2.898229,[ 9 26] ; [15 18],[12.35294118 22.64705882] ; [11.64705882 21.35294118],0
a5,1,0.112515,2.518534,[22 16] ; [25  8],[25.15492958 12.84507042] ; [21.84507042 11.15492958],0
b2,1,0.11769,2.447802,[9 9] ; [ 7 19],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
b3,1,0.11769,2.447802,[9 9] ; [ 7 19],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
s8,1,0.134838,2.235899,[14 24] ; [18 15],[17.12676056 20.87323944] ; [14.87323944 18.12676056],0
u3,1,0.159719,1.976886,[9 8] ; [8 2],[10.7037037  6.2962963] ; [6.2962963 3.7037037],0
a8,1,0.184625,1.76,[ 4 32] ; [ 7 23],[ 6. 30.] ; [ 5. 25.],0
a3,1,0.211467,1.561355,[21 17] ; [23 10],[23.54929577 14.45070423] ; [20.45070423 12.54929577],0
u4,1,0.239064,1.386105,[ 1 37] ; [ 3 30],[ 2.14084507 35.85915493] ; [ 1.85915493 31.14084507],0
d3,1,0.263354,1.251038,[21 16] ; [23 10],[23.25714286 13.74285714] ; [20.74285714 12.25714286],0
s7,1,0.263766,1.248881,[20 16] ; [22 10],[22.23529412 13.76470588] ; [19.76470588 12.23529412],0
d4,1,0.292434,1.108381,[29  8] ; [29  4],[30.65714286  6.34285714] ; [27.34285714  5.65714286],0
p11,1,0.295302,1.095291,[16 22] ; [18 15],[18.1971831 19.8028169] ; [15.8028169 17.1971831],0
p5,1,0.300106,1.073725,[ 2 36] ; [ 4 29],[ 3.21126761 34.78873239] ; [ 2.78873239 30.21126761],0
r2,1,0.316375,1.003873,[35  2] ; [29  4],[33.82857143  3.17142857] ; [30.17142857  2.82857143],0
s1,1,0.317053,1.001066,[ 5 33] ; [ 2 31],[ 3.74647887 34.25352113] ; [ 3.25352113 29.74647887],0
a7,1,0.333589,0.934916,[25 13] ; [18 15],[23.01408451 14.98591549] ; [19.98591549 13.01408451],0
n3,1,0.342095,0.902564,[6 6] ; [7 3],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
p7,1,0.393239,0.728904,[20 17] ; [14 18],[18.23188406 18.76811594] ; [15.76811594 16.23188406],0
p8,1,0.395171,0.722971,[16 21] ; [11 22],[14.27142857 22.72857143] ; [12.72857143 20.27142857],0
n5,1,0.414034,0.667188,[25 13] ; [18 14],[23.34285714 14.65714286] ; [19.65714286 12.34285714],0
n1,1,0.428539,0.626781,[4 8] ; [5 5],[4.90909091 7.09090909] ; [4.09090909 5.90909091],0
a6,1,0.455127,0.557853,[18 19] ; [19 14],[19.55714286 17.44285714] ; [17.44285714 15.55714286],0
p1,1,0.47852,0.502235,[ 4 33] ; [ 2 31],[ 3.17142857 33.82857143] ; [ 2.82857143 30.17142857],0
