Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001295,10.349302,[ 6 31] ; [16 14],[12.14925373 24.85074627] ; [ 9.85074627 20.14925373],0
u2,1,0.484118,0.489574,[ 7 10] ; [5 4],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
n2,1,0.484423,0.488889,[8 4] ; [8 2],[8.72727273 3.27272727] ; [7.27272727 2.72727273],0
p6,1,0.528363,0.39754,[13 25] ; [ 9 24],[11.77464789 26.22535211] ; [10.22535211 22.77464789],0
a2,1,0.548955,0.359192,[ 7 31] ; [ 8 25],[ 8.02816901 29.97183099] ; [ 6.97183099 26.02816901],0
v4,1,0.588818,0.292194,[33  5] ; [30  3],[33.71830986  4.28169014] ; [29.28169014  3.71830986],0
a4,1,0.589994,0.290353,[16 22] ; [16 17],[17.12676056 20.87323944] ; [14.87323944 18.12676056],0
b4,1,0.621489,0.243781,[22 16] ; [21 12],[23.01408451 14.98591549] ; [19.98591549 13.01408451],0
d2,1,0.622184,0.24281,[18 19] ; [18 15],[19.02857143 17.97142857] ; [16.97142857 16.02857143],0
n6,1,0.648942,0.207237,[28 10] ; [22 10],[27.14285714 10.85714286] ; [22.85714286  9.14285714],0
p3,1,0.676237,0.174393,[18 20] ; [14 19],[17.12676056 20.87323944] ; [14.87323944 18.12676056],0
d1,1,0.702167,0.146228,[19 19] ; [18 15],[19.8028169 18.1971831] ; [17.1971831 15.8028169],0
s6,1,0.713883,0.13443,[31  7] ; [28  5],[31.57746479  6.42253521] ; [27.42253521  5.57746479],0
u1,1,0.748326,0.102943,[ 8 30] ; [ 8 25],[ 8.56338028 29.43661972] ; [ 7.43661972 25.56338028],0
p4,1,0.752145,0.099738,[21 17] ; [17 16],[20.33802817 17.66197183] ; [17.66197183 15.33802817],0
r4,1,0.768137,0.086915,[31  7] ; [26  7],[30.50704225  7.49295775] ; [26.49295775  6.50704225],0
d5,1,0.790168,0.070805,[27 10] ; [25  8],[27.48571429  9.51428571] ; [24.51428571  8.48571429],0
r1,1,0.803626,0.06183,[29  9] ; [26  7],[29.43661972  8.56338028] ; [25.56338028  7.43661972],0
b5,1,0.82516,0.048803,[24 14] ; [20 13],[23.54929577 14.45070423] ; [20.45070423 12.54929577],0
s3,1,0.827569,0.047446,[31  6] ; [27  6],[30.65714286  6.34285714] ; [27.34285714  5.65714286],0
r3,1,0.839639,0.040948,[34  4] ; [30  3],[34.25352113  3.74647887] ; [29.74647887  3.25352113],0
p2,1,0.84974,0.035891,[25 13] ; [21 12],[24.61971831 13.38028169] ; [21.38028169 11.61971831],0
b1,1,0.925171,0.008821,[20 18] ; [17 16],[19.8028169 18.1971831] ; [17.1971831 15.8028169],0
p9,1,0.959286,0.002606,[14 21] ; [13 20],[13.89705882 21.10294118] ; [13.10294118 19.89705882],0
