Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.015504,5.858299,[32 51] ; [22 13],[37.98305085 45.01694915] ; [16.01694915 18.98305085],0
r1,1,0.027885,4.835165,[40 44] ; [25 11],[45.5 38.5] ; [19.5 16.5],0
s1,1,0.05481,3.687865,[ 5 79] ; [ 6 29],[ 7.76470588 76.23529412] ; [ 3.23529412 31.76470588],0
u3,1,0.070421,3.273181,[19 32] ; [9 5],[21.96923077 29.03076923] ; [6.03076923 7.96923077],0
p6,1,0.134407,2.240851,[23 60] ; [ 5 29],[19.86324786 63.13675214] ; [ 8.13675214 25.86324786],0
a6,1,0.140395,2.17362,[45 39] ; [14 22],[41.3 42.7] ; [17.7 18.3],0
s4,1,0.142193,2.154063,[19 65] ; [ 4 32],[16.1 67.9] ; [ 6.9 29.1],0
b2,1,0.145952,2.11406,[15 31] ; [13 13],[17.88888889 28.11111111] ; [10.11111111 15.88888889],0
b3,1,0.145952,2.11406,[15 31] ; [13 13],[17.88888889 28.11111111] ; [10.11111111 15.88888889],0
s2,1,0.15161,2.055981,[29 55] ; [17 18],[32.47058824 51.52941176] ; [13.52941176 21.47058824],0
r4,1,0.204894,1.607143,[53 31] ; [27  9],[56. 28.] ; [24. 12.],0
n2,1,0.209565,1.574427,[22 12] ; [7 1],[23.47619048 10.52380952] ; [5.52380952 2.47619048],0
p10,1,0.226029,1.465678,[47 36] ; [24 11],[49.94067797 33.05932203] ; [21.05932203 13.94067797],0
s6,1,0.233604,1.418783,[37 45] ; [20 15],[39.94871795 42.05128205] ; [17.05128205 17.94871795],0
p9,1,0.26717,1.231218,[53 29] ; [27  9],[55.59322034 26.40677966] ; [24.40677966 11.59322034],0
b5,1,0.290409,1.117725,[53 31] ; [19 17],[50.4 33.6] ; [21.6 14.4],0
s7,1,0.294161,1.100478,[24 56] ; [14 21],[26.43478261 53.56521739] ; [11.56521739 23.43478261],0
r2,1,0.316445,1.003584,[63 21] ; [30  6],[65.1 18.9] ; [27.9  8.1],0
a2,1,0.325509,0.966681,[ 5 79] ; [ 4 32],[ 6.3 77.7] ; [ 2.7 33.3],0
a1,1,0.325509,0.966681,[ 5 79] ; [ 4 32],[ 6.3 77.7] ; [ 2.7 33.3],0
p7,1,0.394505,0.725012,[37 44] ; [19 16],[39.10344828 41.89655172] ; [16.89655172 18.10344828],0
a4,1,0.459435,0.547271,[17 67] ; [ 9 25],[18.50847458 65.49152542] ; [ 7.49152542 26.50847458],0
d3,1,0.503984,0.446538,[31 53] ; [11 25],[29.4 54.6] ; [12.6 23.4],0
p3,1,0.510925,0.432173,[26 58] ; [ 9 27],[24.5 59.5] ; [10.5 25.5],0
p8,1,0.544141,0.367918,[33 49] ; [12 23],[31.53846154 50.46153846] ; [13.46153846 21.53846154],0
b1,1,0.548706,0.35964,[37 47] ; [18 18],[38.5 45.5] ; [16.5 19.5],0
v4,1,0.550097,0.357143,[66 18] ; [30  6],[67.2 16.8] ; [28.8  7.2],0
p2,1,0.558746,0.34188,[56 28] ; [22 14],[54.6 29.4] ; [23.4 12.6],0
n4,1,0.598289,0.277584,[51 33] ; [20 16],[49.7 34.3] ; [21.3 14.7],0
n6,1,0.598814,0.276788,[57 27] ; [22 13],[55.76470588 28.23529412] ; [23.23529412 11.76470588],0
p5,1,0.609287,0.261215,[ 7 76] ; [ 4 31],[ 7.73728814 75.26271186] ; [ 3.26271186 31.73728814],0
v3,1,0.612301,0.256837,[13 70] ; [ 7 29],[13.94957983 69.05042017] ; [ 6.05042017 29.94957983],0
d1,1,0.618171,0.248447,[ 3 81] ; [ 2 34],[ 3.5 80.5] ; [ 1.5 34.5],0
p11,1,0.619856,0.24607,[52 32] ; [24 12],[53.2 30.8] ; [22.8 13.2],0
b4,1,0.631827,0.229592,[46 38] ; [18 18],[44.8 39.2] ; [19.2 16.8],0
d4,1,0.719582,0.128894,[39 45] ; [18 18],[39.9 44.1] ; [17.1 18.9],0
s5,1,0.76143,0.092175,[19 63] ; [ 7 27],[18.37931034 63.62068966] ; [ 7.62068966 26.37931034],0
p1,1,0.763285,0.090703,[10 74] ; [ 5 31],[10.5 73.5] ; [ 4.5 31.5],0
a5,1,0.777884,0.079568,[35 49] ; [16 20],[35.7 48.3] ; [15.3 20.7],0
s3,1,0.85906,0.031531,[40 43] ; [17 17],[40.43589744 42.56410256] ; [16.56410256 17.43589744],0
n3,1,0.868355,0.027473,[21 11] ; [5 3],[20.8 11.2] ; [5.2 2.8],0
a8,1,0.895004,0.017418,[ 9 71] ; [ 4 29],[ 9.20353982 70.79646018] ; [ 3.79646018 29.20353982],0
n5,1,0.897724,0.016522,[52 31] ; [23 13],[52.31092437 30.68907563] ; [22.68907563 13.31092437],0
u1,1,0.898471,0.01628,[ 2 82] ; [ 1 35],[ 2.1 81.9] ; [ 0.9 35.1],0
a7,1,0.904848,0.01429,[41 43] ; [18 18],[41.3 42.7] ; [17.7 18.3],0
u2,1,0.910002,0.012777,[21 30] ; [6 8],[21.18461538 29.81538462] ; [5.81538462 8.18461538],0
s8,1,0.916003,0.011124,[20 63] ; [ 9 27],[20.22689076 62.77310924] ; [ 8.77310924 27.22689076],0
r3,1,0.934834,0.006685,[63 21] ; [26  9],[62.82352941 21.17647059] ; [26.17647059  8.82352941],0
n1,1,0.952263,0.003584,[12 21] ; [3 5],[12.07317073 20.92682927] ; [2.92682927 5.07317073],0
d2,1,0.961952,0.002276,[19 65] ; [ 8 28],[18.9 65.1] ; [ 8.1 27.9],0
p4,1,0.98354,0.000426,[34 48] ; [15 21],[34.05084746 47.94915254] ; [14.94915254 21.05084746],0
