Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000275,13.234765,[10 25] ; [10  1],[15.2173913 19.7826087] ; [4.7826087 6.2173913],1
r2,1,0.000551,11.934625,[11 24] ; [10  1],[15.97826087 19.02173913] ; [5.02173913 5.97826087],1
d5,1,0.001757,9.787853,[10 25] ; [9 2],[14.45652174 20.54347826] ; [4.54347826 6.45652174],0
p2,1,0.009671,6.69453,[13 22] ; [9 2],[16.73913043 18.26086957] ; [5.26086957 5.73913043],0
s6,1,0.011848,6.333495,[ 8 27] ; [7 4],[11.41304348 23.58695652] ; [3.58695652 7.41304348],0
v2,1,0.016151,5.786339,[ 6 28] ; [6 5],[ 9.06666667 24.93333333] ; [2.93333333 8.06666667],0
d4,1,0.024043,5.091499,[15 20] ; [9 2],[18.26086957 16.73913043] ; [5.73913043 5.26086957],0
p8,1,0.030783,4.665036,[ 7 27] ; [6 5],[ 9.82222222 24.17777778] ; [3.17777778 7.82222222],0
a7,1,0.038757,4.271485,[13 22] ; [8 3],[15.97826087 19.02173913] ; [5.02173913 5.97826087],0
d3,1,0.054834,3.687138,[ 6 29] ; [5 6],[ 8.36956522 26.63043478] ; [2.63043478 8.36956522],0
p5,1,0.078169,3.102559,[ 1 33] ; [2 9],[ 2.26666667 31.73333333] ; [ 0.73333333 10.26666667],0
n6,1,0.098947,2.722438,[15 19] ; [8 3],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
b4,1,0.278565,1.174077,[19 16] ; [8 3],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
u3,1,0.28497,1.143235,[ 2 16] ; [2 5],[ 2.88 15.12] ; [1.12 5.88],0
n5,1,0.297448,1.085603,[25 10] ; [6 5],[23.58695652 11.41304348] ; [7.41304348 3.58695652],0
p4,1,0.297448,1.085603,[10 25] ; [5 6],[11.41304348 23.58695652] ; [3.58695652 7.41304348],0
a4,1,0.315414,1.00787,[ 8 27] ; [ 1 10],[ 6.84782609 28.15217391] ; [2.15217391 8.84782609],0
s5,1,0.371723,0.797897,[ 3 32] ; [2 9],[ 3.80434783 31.19565217] ; [1.19565217 9.80434783],0
b5,1,0.382942,0.761236,[18 17] ; [4 7],[16.73913043 18.26086957] ; [5.26086957 5.73913043],0
p6,1,0.38597,0.751599,[ 7 27] ; [ 1 10],[ 6.04444444 27.95555556] ; [1.95555556 9.04444444],0
b3,1,0.418442,0.654686,[ 9 14] ; [1 4],[ 8.21428571 14.78571429] ; [1.78571429 3.21428571],0
b2,1,0.418442,0.654686,[ 9 14] ; [1 4],[ 8.21428571 14.78571429] ; [1.78571429 3.21428571],0
p9,1,0.430698,0.620942,[17 17] ; [7 4],[18.13333333 15.86666667] ; [5.86666667 5.13333333],0
a3,1,0.430698,0.620942,[17 17] ; [4 7],[15.86666667 18.13333333] ; [5.13333333 5.86666667],0
s8,1,0.460065,0.545735,[ 6 29] ; [3 8],[ 6.84782609 28.15217391] ; [2.15217391 8.84782609],0
u2,1,0.468011,0.526669,[ 5 13] ; [3 4],[ 5.76 12.24] ; [2.24 4.76],0
a8,1,0.504721,0.444995,[ 4 30] ; [2 8],[ 4.63636364 29.36363636] ; [1.36363636 8.63636364],0
b1,1,0.60903,0.26159,[19 16] ; [5 6],[18.26086957 16.73913043] ; [5.73913043 5.26086957],0
v3,1,0.609981,0.260202,[ 7 28] ; [3 8],[ 7.60869565 27.39130435] ; [2.39130435 8.60869565],0
d2,1,0.609981,0.260202,[ 7 28] ; [3 8],[ 7.60869565 27.39130435] ; [2.39130435 8.60869565],0
p11,1,0.622224,0.242754,[13 22] ; [5 6],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
s4,1,0.655421,0.199134,[ 5 30] ; [ 1 10],[ 4.56521739 30.43478261] ; [1.43478261 9.56521739],0
s3,1,0.665079,0.187412,[10 24] ; [4 7],[10.57777778 23.42222222] ; [3.42222222 7.57777778],0
a6,1,0.702809,0.145566,[15 20] ; [4 7],[14.45652174 20.54347826] ; [4.54347826 6.45652174],0
a5,1,0.729599,0.119481,[17 18] ; [6 5],[17.5 17.5] ; [5.5 5.5],0
p10,1,0.802816,0.062353,[14 20] ; [5 6],[14.35555556 19.64444444] ; [4.64444444 6.35555556],0
p7,1,0.829333,0.046465,[14 21] ; [4 7],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
v1,1,0.89956,0.015931,[12 23] ; [4 7],[12.17391304 22.82608696] ; [3.82608696 7.17391304],0
s2,1,0.91822,0.010542,[ 9 26] ; [3 8],[ 9.13043478 25.86956522] ; [2.86956522 8.13043478],0
p3,1,0.91822,0.010542,[ 9 26] ; [3 8],[ 9.13043478 25.86956522] ; [2.86956522 8.13043478],0
n2,1,0.929308,0.00787,[7 8] ; [1 1],[7.05882353 7.94117647] ; [0.94117647 1.05882353],0
n1,1,0.929308,0.00787,[7 8] ; [1 1],[7.05882353 7.94117647] ; [0.94117647 1.05882353],0
s7,1,0.934215,0.006813,[ 7 26] ; [2 8],[ 6.90697674 26.09302326] ; [2.09302326 7.90697674],0
n4,1,0.96275,0.002181,[22 13] ; [7 4],[22.06521739 12.93478261] ; [6.93478261 4.06521739],0
