Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,49.006179,[ 30 460] ; [23 49],[ 46.20996441 443.79003559] ; [ 6.79003559 65.20996441],1
p12,1,0.0,47.182359,[ 32 460] ; [23 48],[ 48.06394316 443.93605684] ; [ 6.93605684 64.06394316],1
s5,1,0.0,36.263974,[143 335] ; [43 20],[164.34011091 313.65988909] ; [21.65988909 41.34011091],1
p8,1,1e-06,25.047497,[252 233] ; [60 12],[271.66965889 213.33034111] ; [40.33034111 31.66965889],1
p6,1,1e-06,24.688049,[173 316] ; [47 24],[192.10714286 296.89285714] ; [27.89285714 43.10714286],1
p3,1,5e-06,21.038363,[238 254] ; [55 16],[256.04973357 235.95026643] ; [36.95026643 34.04973357],1
p4,1,1.4e-05,18.822008,[291 200] ; [61 10],[307.53024911 183.46975089] ; [44.46975089 26.53024911],1
s7,1,5.4e-05,16.317241,[218 254] ; [48 18],[233.36802974 238.63197026] ; [32.63197026 33.36802974],1
a1,1,0.000369,12.680621,[ 16 476] ; [ 9 63],[ 21.80851064 470.19148936] ; [ 3.19148936 68.80851064],1
b5,1,0.001503,10.075275,[333 159] ; [35 37],[321.0212766 170.9787234] ; [46.9787234 25.0212766],0
v3,1,0.001504,10.073656,[176 297] ; [39 29],[187.97597043 285.02402957] ; [27.02402957 40.97597043],0
s8,1,0.001666,9.885235,[210 280] ; [44 26],[222.25 267.75] ; [31.75 38.25],0
v1,1,0.003594,8.478162,[258 221] ; [50 19],[269.2189781 209.7810219] ; [38.7810219 30.2189781],0
s6,1,0.008772,6.868658,[330 156] ; [56 11],[339.23327306 146.76672694] ; [46.76672694 20.23327306],0
s1,1,0.008832,6.8565,[ 12 472] ; [ 6 66],[ 15.66906475 468.33093525] ; [ 2.33093525 69.66906475],0
p7,1,0.017466,5.648926,[308 172] ; [55 15],[316.8 163.2] ; [46.2 23.8],0
a6,1,0.01764,5.631549,[392  98] ; [48 23],[384.31372549 105.68627451] ; [55.68627451 15.31372549],0
p10,1,0.023329,5.143827,[444  46] ; [70  1],[448.9483066  41.0516934] ; [65.0516934  5.9483066],0
n4,1,0.037315,4.335992,[368 123] ; [62 10],[375.00888099 115.99111901] ; [54.99111901 17.00888099],0
n5,1,0.043738,4.066641,[359 128] ; [61 11],[365.90339893 121.09660107] ; [54.09660107 17.90339893],0
n6,1,0.056371,3.641075,[412  76] ; [66  5],[417.28801431  70.71198569] ; [60.71198569 10.28801431],0
b2,1,0.079208,3.08108,[ 92 183] ; [24 28],[ 97.55351682 177.44648318] ; [18.44648318 33.55351682],0
b3,1,0.079208,3.08108,[ 92 183] ; [24 28],[ 97.55351682 177.44648318] ; [18.44648318 33.55351682],0
r3,1,0.111159,2.53767,[473  16] ; [65  5],[470.62969589  18.37030411] ; [67.37030411  2.62969589],0
n3,1,0.156552,2.007218,[74 22] ; [9 6],[71.78378378 24.21621622] ; [11.21621622  3.78378378],0
p11,1,0.187405,1.737903,[399  93] ; [63  9],[403.0212766  88.9787234] ; [58.9787234 13.0212766],0
u2,1,0.192692,1.696912,[82 59] ; [12  4],[84.42038217 56.57961783] ; [9.57961783 6.42038217],0
a3,1,0.243284,1.361465,[348 141] ; [56 16],[352.14973262 136.85026738] ; [51.85026738 20.14973262],0
n2,1,0.254152,1.300333,[70 26] ; [13  2],[71.78378378 24.21621622] ; [11.21621622  3.78378378],0
b1,1,0.260702,1.265026,[152 340] ; [27 45],[156.14893617 335.85106383] ; [22.85106383 49.14893617],0
n1,1,0.288084,1.128552,[31 64] ; [7 8],[32.81818182 62.18181818] ; [5.18181818 9.81818182],0
r4,1,0.293608,1.103001,[455  37] ; [64  8],[452.74468085  39.25531915] ; [66.25531915  5.74468085],0
