Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.230773,[21 31] ; [44  9],[32.19047619 19.80952381] ; [32.80952381 20.19047619],1
p11,1,0.009403,6.744577,[31 22] ; [44 10],[37.14953271 15.85046729] ; [37.85046729 16.14953271],0
d5,1,0.014945,5.92291,[35 18] ; [23 31],[28.72897196 24.27102804] ; [29.27102804 24.72897196],0
p6,1,0.025214,5.00911,[11 42] ; [22 32],[16.34579439 36.65420561] ; [16.65420561 37.34579439],0
s3,1,0.030953,4.655568,[31 21] ; [20 32],[25.5 26.5] ; [25.5 26.5],0
r1,1,0.031862,4.605886,[32 19] ; [44 10],[36.91428571 14.08571429] ; [39.08571429 14.91428571],0
s5,1,0.044676,4.030842,[ 8 44] ; [17 36],[12.38095238 39.61904762] ; [12.61904762 40.38095238],0
s7,1,0.049357,3.863175,[15 34] ; [25 25],[19.7979798 29.2020202] ; [20.2020202 29.7979798],0
a5,1,0.06205,3.48172,[28 25] ; [38 16],[32.69158879 20.30841121] ; [33.30841121 20.69158879],0
p4,1,0.066468,3.368148,[24 29] ; [34 20],[28.72897196 24.27102804] ; [29.27102804 24.72897196],0
p5,1,0.081461,3.03551,[ 2 51] ; [ 7 46],[ 4.5 48.5] ; [ 4.5 48.5],0
n1,1,0.093525,2.812632,[ 4 11] ; [5 3],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
v3,1,0.105167,2.625387,[15 38] ; [23 30],[19. 34.] ; [19. 34.],0
v4,1,0.111284,2.535885,[45  8] ; [50  3],[47.5  5.5] ; [47.5  5.5],0
p9,1,0.113317,2.507343,[39 13] ; [47  7],[42.18867925  9.81132075] ; [43.81132075 10.18867925],0
p3,1,0.120105,2.415954,[22 31] ; [30 23],[26. 27.] ; [26. 27.],0
p1,1,0.120632,2.409091,[ 6 47] ; [12 41],[ 9. 44.] ; [ 9. 44.],0
p10,1,0.122955,2.37927,[37 14] ; [45  8],[40.21153846 10.78846154] ; [41.78846154 11.21153846],0
s2,1,0.199713,1.644472,[23 29] ; [17 36],[19.80952381 32.19047619] ; [20.19047619 32.80952381],0
a3,1,0.273938,1.196922,[32 20] ; [27 26],[29.21904762 22.78095238] ; [29.78095238 23.21904762],0
