Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.148442,[219  27] ; [35 24],[204.86557377  41.13442623] ; [49.13442623  9.86557377],1
p9,1,0.0,25.891913,[220  25] ; [38 22],[207.24590164  37.75409836] ; [50.75409836  9.24590164],1
r3,1,0.0,25.579744,[243   5] ; [50 11],[235.15857605  12.84142395] ; [57.84142395  3.15857605],1
v2,1,3.6e-05,17.054269,[206  39] ; [36 24],[194.39344262  50.60655738] ; [47.60655738 12.39344262],1
p2,1,5.3e-05,16.331347,[215  33] ; [38 21],[204.37785016  43.62214984] ; [48.62214984 10.37785016],1
p7,1,0.000136,14.556561,[175  68] ; [26 31],[162.81  80.19] ; [38.19 18.81],1
n6,1,0.000278,13.214765,[225  23] ; [44 16],[216.5974026  31.4025974] ; [52.4025974  7.5974026],1
v4,1,0.000806,11.228341,[241   7] ; [53  8],[235.96116505  12.03883495] ; [58.03883495  2.96116505],1
r4,1,0.000972,10.880663,[232  18] ; [48 13],[225.08038585  24.91961415] ; [54.91961415  6.08038585],1
d1,1,0.0014,10.206013,[166  84] ; [27 34],[155.14469453  94.85530547] ; [37.85530547 23.14469453],0
n4,1,0.003591,8.479994,[221  29] ; [45 16],[213.82636656  36.17363344] ; [52.17363344  8.82636656],0
p8,1,0.003741,8.405536,[150  94] ; [24 35],[140.11881188 103.88118812] ; [33.88118812 25.11881188],0
p3,1,0.00522,7.801701,[146 101] ; [23 36],[136.41503268 110.58496732] ; [32.58496732 26.41503268],0
n5,1,0.01265,6.217354,[213  36] ; [44 17],[206.42903226  42.57096774] ; [50.57096774 10.42903226],0
b1,1,0.024423,5.064375,[ 88 162] ; [31 30],[ 95.65916399 154.34083601] ; [23.34083601 37.65916399],0
s8,1,0.034334,4.477976,[134 112] ; [24 37],[126.60586319 119.39413681] ; [31.39413681 29.60586319],0
s3,1,0.039714,4.230047,[140 101] ; [26 34],[132.910299 108.089701] ; [33.089701 26.910299],0
v1,1,0.045193,4.011405,[174  72] ; [35 26],[167.4723127  78.5276873] ; [41.5276873 19.4723127],0
p12,1,0.04575,3.99076,[ 36 211] ; [ 3 57],[ 31.37785016 215.62214984] ; [ 7.62214984 52.37785016],0
