Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,100.230617,[338  38] ; [40 51],[304.34261242  71.65738758] ; [73.65738758 17.34261242],1
n6,1,0.0,45.433259,[342  33] ; [58 33],[321.88841202  53.11158798] ; [78.11158798 12.88841202],1
p4,1,1.6e-05,18.633506,[261 111] ; [42 49],[243.44708423 128.55291577] ; [59.55291577 31.44708423],1
r4,1,0.000115,14.872893,[361  16] ; [78 14],[352.88486141  24.11513859] ; [86.11513859  5.88486141],1
p11,1,0.000357,12.745934,[319  58] ; [63 29],[307.06609808  69.93390192] ; [74.93390192 17.06609808],1
p2,1,0.000795,11.252774,[329  43] ; [68 23],[318.97192225  53.02807775] ; [78.02807775 12.97192225],1
r2,1,0.000893,11.037097,[367   7] ; [84  8],[361.96137339  12.03862661] ; [89.03862661  2.96137339],1
n1,1,0.001002,10.824377,[32 22] ; [ 9 28],[24.32967033 29.67032967] ; [16.67032967 20.32967033],0
p8,1,0.001512,10.063912,[226 140] ; [39 51],[212.69736842 153.30263158] ; [52.30263158 37.69736842],0
p6,1,0.001524,10.049119,[171 195] ; [24 62],[157.89823009 208.10176991] ; [37.10176991 48.89823009],0
p3,1,0.001708,9.839219,[221 151] ; [37 53],[207.74025974 164.25974026] ; [50.25974026 39.74025974],0
v3,1,0.002478,9.156852,[196 168] ; [32 57],[183.20529801 180.79470199] ; [44.79470199 44.20529801],0
a8,1,0.002542,9.110455,[ 58 273] ; [ 4 83],[ 49.09569378 281.90430622] ; [12.90430622 74.09569378],0
p7,1,0.005458,7.721235,[258 105] ; [49 39],[247.09756098 115.90243902] ; [59.90243902 28.09756098],0
d1,1,0.013666,6.080815,[245 132] ; [47 45],[234.7206823 142.2793177] ; [57.2793177 34.7206823],0
s7,1,0.01523,5.889641,[197 159] ; [36 52],[186.81981982 169.18018018] ; [46.18018018 41.81981982],0
p5,1,0.016272,5.773276,[ 62 310] ; [ 6 84],[ 54.75324675 317.24675325] ; [13.24675325 76.75324675],0
d5,1,0.017259,5.669864,[320  55] ; [69 23],[312.36616702  62.63383298] ; [76.63383298 15.36616702],0
r1,1,0.017501,5.645406,[324  52] ; [70 22],[316.54700855  59.45299145] ; [77.45299145 14.54700855],0
s8,1,0.021961,5.24889,[197 175] ; [36 55],[187.20518359 184.79481641] ; [45.79481641 45.20518359],0
d2,1,0.023934,5.099431,[196 179] ; [36 56],[186.29550321 188.70449679] ; [45.70449679 46.29550321],0
u1,1,0.027163,4.880419,[ 84 293] ; [11 81],[ 76.36460554 300.63539446] ; [18.63539446 73.36460554],0
p10,1,0.033868,4.501364,[321  50] ; [69 20],[314.54347826  56.45652174] ; [75.45652174 13.54347826],0
a5,1,0.041654,4.149202,[296  81] ; [63 29],[288.57782516  88.42217484] ; [70.42217484 21.57782516],0
u3,1,0.076468,3.138419,[54 38] ; [23  7],[58.06557377 33.93442623] ; [18.93442623 11.06557377],0
a3,1,0.08249,3.015147,[285  89] ; [62 30],[278.49356223  95.50643777] ; [68.50643777 23.49356223],0
d3,1,0.09713,2.752046,[274 102] ; [59 33],[267.53846154 108.46153846] ; [65.46153846 26.53846154],0
s4,1,0.100116,2.703693,[ 51 319] ; [19 73],[ 56.06060606 313.93939394] ; [13.93939394 78.06060606],0
p12,1,0.133978,2.245792,[ 40 331] ; [ 5 85],[ 36.21475054 334.78524946] ; [ 8.78524946 81.21475054],0
n3,1,0.157999,1.993277,[41 13] ; [23 14],[37.97802198 16.02197802] ; [26.02197802 10.97802198],0
s6,1,0.220181,1.503193,[268 100] ; [59 30],[263.31728665 104.68271335] ; [63.68271335 25.31728665],0
a4,1,0.223752,1.480145,[185 189] ; [39 53],[179.77682403 194.22317597] ; [44.22317597 47.77682403],0
u4,1,0.272205,1.205603,[ 12 365] ; [ 1 91],[ 10.44989339 366.55010661] ; [ 2.55010661 89.44989339],0
r3,1,0.290159,1.118881,[365  12] ; [86  5],[363.30555556  13.69444444] ; [87.69444444  3.30555556],0
u2,1,0.3159,1.005845,[50 41] ; [19 10],[52.325 38.675] ; [16.675 12.325],0
p9,1,0.34476,0.89265,[331  41] ; [76 13],[328.42516269  43.57483731] ; [78.57483731 10.42516269],0
a2,1,0.345553,0.88972,[100 277] ; [20 72],[ 96.46055437 280.53944563] ; [23.53944563 68.46055437],0
s5,1,0.345989,0.888115,[145 215] ; [31 58],[141.11358575 218.88641425] ; [34.88641425 54.11358575],0
s2,1,0.401847,0.702791,[207 163] ; [47 45],[203.41991342 166.58008658] ; [50.58008658 41.41991342],0
v2,1,0.430797,0.620675,[253 113] ; [57 31],[249.91189427 116.08810573] ; [60.08810573 27.91189427],0
s3,1,0.590642,0.289343,[212 157] ; [50 42],[209.71366594 159.28633406] ; [52.28633406 39.71366594],0
a7,1,0.631583,0.229921,[275 101] ; [65 27],[273.16239316 102.83760684] ; [66.83760684 25.16239316],0
a1,1,0.6398,0.219004,[ 21 356] ; [ 4 88],[ 20.09594883 356.90405117] ; [ 4.90405117 87.09594883],0
p1,1,0.700199,0.148264,[ 38 337] ; [ 8 83],[ 37.01716738 337.98283262] ; [ 8.98283262 82.01716738],0
d4,1,0.742763,0.107713,[319  56] ; [77 15],[317.98715203  57.01284797] ; [78.01284797 13.98715203],0
b5,1,0.761078,0.092456,[240 137] ; [57 35],[238.73987207 138.26012793] ; [58.26012793 33.73987207],0
a6,1,0.79322,0.068713,[254 121] ; [61 31],[252.94432548 122.05567452] ; [62.05567452 29.94432548],0
b2,1,0.854387,0.033681,[108 145] ; [19 24],[108.55067568 144.44932432] ; [18.44932432 24.55067568],0
b3,1,0.854387,0.033681,[108 145] ; [19 24],[108.55067568 144.44932432] ; [18.44932432 24.55067568],0
s1,1,0.871915,0.025994,[ 11 359] ; [ 3 88],[ 11.23644252 358.76355748] ; [ 2.76355748 88.23644252],0
n2,1,0.885302,0.020808,[43 11] ; [29  8],[42.72527473 11.27472527] ; [29.27472527  7.72527473],0
b4,1,0.912,0.012214,[223 154] ; [55 37],[223.46695096 153.53304904] ; [54.53304904 37.46695096],0
b1,1,0.941068,0.005465,[145 232] ; [35 57],[144.69083156 232.30916844] ; [35.30916844 56.69083156],0
