Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.5e-05,17.800099,[ 4 38] ; [45 51],[14.91304348 27.08695652] ; [34.08695652 61.91304348],1
n5,1,0.000151,14.360165,[21 24] ; [79 22],[30.82191781 14.17808219] ; [69.17808219 31.82191781],1
a5,1,0.000833,11.166492,[18 27] ; [70 31],[27.12328767 17.87671233] ; [60.87671233 40.12328767],1
s8,1,0.003871,8.343232,[ 6 38] ; [38 63],[13.35172414 30.64827586] ; [30.64827586 70.35172414],0
v3,1,0.011052,6.456934,[ 6 38] ; [33 63],[12.25714286 31.74285714] ; [26.74285714 69.25714286],0
a3,1,0.018815,5.518626,[21 23] ; [69 32],[27.31034483 16.68965517] ; [62.68965517 38.31034483],0
p10,1,0.023158,5.156637,[20 24] ; [65 34],[26.15384615 17.84615385] ; [58.84615385 40.15384615],0
d5,1,0.03368,4.510899,[21 24] ; [66 35],[26.81506849 18.18493151] ; [60.18493151 40.81506849],0
d1,1,0.059883,3.540625,[11 34] ; [41 60],[16.02739726 28.97260274] ; [35.97260274 65.02739726],0
r1,1,0.062724,3.463865,[24 21] ; [70 31],[28.97260274 16.02739726] ; [65.02739726 35.97260274],0
s6,1,0.067884,3.333448,[15 28] ; [51 48],[19.98591549 23.01408451] ; [46.01408451 52.98591549],0
p2,1,0.068116,3.32784,[23 22] ; [67 33],[27.93103448 17.06896552] ; [62.06896552 37.93103448],0
u3,1,0.103206,2.655287,[11 13] ; [ 8 24],[ 8.14285714 15.85714286] ; [10.85714286 21.14285714],0
p3,1,0.105216,2.624646,[ 7 38] ; [28 72],[10.86206897 34.13793103] ; [24.13793103 75.86206897],0
n1,1,0.110753,2.543445,[ 6 19] ; [15 19],[ 8.89830508 16.10169492] ; [12.10169492 21.89830508],0
n6,1,0.114704,2.488181,[29 16] ; [77 23],[32.89655172 12.10344828] ; [73.10344828 26.89655172],0
s3,1,0.125881,2.342584,[17 28] ; [51 48],[21.25 23.75] ; [46.75 52.25],0
p6,1,0.174824,1.841084,[ 5 38] ; [21 78],[ 7.87323944 35.12676056] ; [18.12676056 80.87323944],0
p8,1,0.177209,1.820875,[ 8 37] ; [28 71],[11.25 33.75] ; [24.75 74.25],0
u1,1,0.186172,1.747654,[ 1 44] ; [ 8 93],[ 2.7739726 42.2260274] ; [ 6.2260274 94.7739726],0
b2,1,0.188375,1.730282,[ 6 14] ; [33 38],[ 8.57142857 11.42857143] ; [30.42857143 40.57142857],0
b3,1,0.188375,1.730282,[ 6 14] ; [33 38],[ 8.57142857 11.42857143] ; [30.42857143 40.57142857],0
p9,1,0.189461,1.721807,[24 19] ; [66 32],[27.44680851 15.55319149] ; [62.55319149 35.44680851],0
a6,1,0.21616,1.529683,[16 29] ; [47 54],[19.41780822 25.58219178] ; [43.58219178 57.41780822],0
s1,1,0.24371,1.359008,[ 1 44] ; [ 7 93],[ 2.48275862 42.51724138] ; [ 5.51724138 94.48275862],0
p12,1,0.249206,1.327752,[ 1 43] ; [ 7 92],[ 2.46153846 41.53846154] ; [ 5.53846154 93.46153846],0
d2,1,0.265162,1.241607,[16 29] ; [45 54],[19.0625 25.9375] ; [41.9375 57.0625],0
s2,1,0.276569,1.183874,[13 31] ; [39 61],[15.88888889 28.11111111] ; [36.11111111 63.88888889],0
a4,1,0.305701,1.049157,[14 31] ; [40 60],[16.75862069 28.24137931] ; [37.24137931 62.75862069],0
r2,1,0.350599,0.871289,[37  8] ; [88 12],[38.79310345  6.20689655] ; [86.20689655 13.79310345],0
v2,1,0.379996,0.770713,[14 28] ; [40 57],[16.31654676 25.68345324] ; [37.68345324 59.31654676],0
a1,1,0.395759,0.721174,[ 5 40] ; [ 7 94],[ 3.69863014 41.30136986] ; [ 8.30136986 92.69863014],0
v4,1,0.433774,0.612699,[38  6] ; [81 19],[36.36111111  7.63888889] ; [82.63888889 17.36111111],0
p1,1,0.442555,0.58965,[ 2 43] ; [ 8 93],[ 3.08219178 41.91780822] ; [ 6.91780822 94.08219178],0
b4,1,0.463185,0.538187,[27 18] ; [54 47],[24.96575342 20.03424658] ; [56.03424658 44.96575342],0
n2,1,0.553504,0.351077,[18  7] ; [22 12],[16.94915254  8.05084746] ; [23.05084746 10.94915254],0
u2,1,0.638018,0.221344,[ 9 15] ; [14 18],[ 9.85714286 14.14285714] ; [13.14285714 18.85714286],0
v1,1,0.648503,0.207792,[18 26] ; [45 55],[19.25 24.75] ; [43.75 56.25],0
p11,1,0.660909,0.192421,[30 15] ; [71 30],[31.13013699 13.86986301] ; [69.86986301 31.13013699],0
r4,1,0.67622,0.174413,[31 14] ; [73 28],[32.05479452 12.94520548] ; [71.94520548 29.05479452],0
n3,1,0.684706,0.164876,[14 10] ; [21 12],[14.73684211  9.26315789] ; [20.26315789 12.73684211],0
d4,1,0.753135,0.098915,[28 16] ; [67 34],[28.82758621 15.17241379] ; [66.17241379 34.82758621],0
d3,1,0.761788,0.09189,[14 31] ; [34 67],[14.79452055 30.20547945] ; [33.20547945 67.79452055],0
s5,1,0.765834,0.088702,[12 31] ; [25 73],[11.28368794 31.71631206] ; [25.71631206 72.28368794],0
a2,1,0.790927,0.070282,[ 3 42] ; [ 8 93],[ 3.39041096 41.60958904] ; [ 7.60958904 93.39041096],0
p5,1,0.806742,0.059844,[ 1 43] ; [ 3 97],[ 1.22222222 42.77777778] ; [ 2.77777778 97.22222222],0
s4,1,0.861149,0.030594,[ 8 37] ; [19 81],[ 8.37931034 36.62068966] ; [18.62068966 81.37931034],0
p7,1,0.891695,0.018539,[19 26] ; [43 56],[19.375 25.625] ; [42.625 56.375],0
b1,1,0.923603,0.009196,[21 24] ; [48 53],[21.26712329 23.73287671] ; [47.73287671 53.26712329],0
a8,1,0.93449,0.006756,[ 3 40] ; [ 7 88],[ 3.11594203 39.88405797] ; [ 6.88405797 88.11594203],0
b5,1,0.945187,0.004727,[23 22] ; [51 50],[22.80821918 22.19178082] ; [51.19178082 49.80821918],0
r3,1,0.977908,0.000767,[36  9] ; [81 20],[36.06164384  8.93835616] ; [80.93835616 20.06164384],0
