Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,27.478486,[26 43] ; [124  44],[43.67088608 25.32911392] ; [106.32911392  61.67088608],1
d3,1,0.000332,12.878476,[40 29] ; [136  33],[51.02521008 17.97478992] ; [124.97478992  44.02521008],1
b5,1,0.004569,8.042553,[25 44] ; [96 74],[34.93305439 34.06694561] ; [86.06694561 83.93305439],0
u1,1,0.005115,7.838202,[ 6 63] ; [ 42 128],[13.85774059 55.14225941] ; [ 34.14225941 135.85774059],0
b1,1,0.005233,7.796969,[37 32] ; [ 58 112],[27.42677824 41.57322176] ; [ 67.57322176 102.42677824],0
a2,1,0.005916,7.575659,[ 8 61] ; [ 48 122],[16.16736402 52.83263598] ; [ 39.83263598 130.16736402],0
b4,1,0.033548,4.517591,[31 38] ; [102  68],[38.39748954 30.60251046] ; [94.60251046 75.39748954],0
r2,1,0.065334,3.396517,[62  5] ; [165   4],[64.44491525  2.55508475] ; [162.55508475   6.44491525],0
s4,1,0.086697,2.934666,[21 48] ; [ 34 135],[15.94537815 53.05462185] ; [ 39.05462185 129.94537815],0
s8,1,0.108906,2.570022,[55 14] ; [116  51],[49.99576271 19.00423729] ; [121.00423729  45.99576271],0
u4,1,0.131979,2.269066,[ 5 64] ; [  5 165],[ 2.88702929 66.11297071] ; [  7.11297071 162.88702929],0
s3,1,0.147437,2.098571,[57 12] ; [124  44],[52.69620253 16.30379747] ; [128.30379747  39.69620253],0
d1,1,0.147458,2.098354,[39 30] ; [113  57],[43.88284519 25.11715481] ; [108.11715481  61.88284519],0
n4,1,0.175684,1.833762,[62  7] ; [141  29],[58.60669456 10.39330544] ; [144.39330544  25.60669456],0
r3,1,0.178539,1.809745,[68  1] ; [161   9],[66.11297071  2.88702929] ; [162.88702929   7.11297071],0
r4,1,0.184544,1.760648,[61  8] ; [159  11],[63.51464435  5.48535565] ; [156.48535565  13.51464435],0
n2,1,0.194221,1.685305,[12  3] ; [27  2],[13.29545455  1.70454545] ; [25.70454545  3.29545455],0
v2,1,0.196384,1.669067,[36 31] ; [105  62],[40.37179487 26.62820513] ; [100.62820513  66.37179487],0
r1,1,0.19945,1.6464,[56 13] ; [148  21],[59.14285714  9.85714286] ; [144.85714286  24.14285714],0
a5,1,0.203768,1.61516,[50 19] ; [136  34],[53.69874477 15.30125523] ; [132.30125523  37.69874477],0
n1,1,0.241126,1.373999,[9 6] ; [12 17],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
p9,1,0.298311,1.081728,[65  4] ; [153  17],[62.93723849  6.06276151] ; [155.06276151  14.93723849],0
u3,1,0.325331,0.967393,[7 5] ; [25  9],[8.34782609 3.65217391] ; [23.65217391 10.34782609],0
p6,1,0.326084,0.964387,[42 27] ; [90 77],[38.59322034 30.40677966] ; [93.40677966 73.59322034],0
p3,1,0.338143,0.91746,[50 19] ; [111  57],[46.87341772 22.12658228] ; [114.12658228  53.87341772],0
n6,1,0.349791,0.874214,[61  8] ; [154  13],[62.86016949  6.13983051] ; [152.13983051  14.86016949],0
s6,1,0.354988,0.855548,[59  8] ; [139  28],[56.69230769 10.30769231] ; [141.30769231  25.69230769],0
p1,1,0.386445,0.7501,[ 8 61] ; [ 27 142],[10.14705882 58.85294118] ; [ 24.85294118 144.14705882],0
p12,1,0.398916,0.711593,[ 7 62] ; [ 24 145],[ 8.98739496 60.01260504] ; [ 22.01260504 146.98739496],0
b2,1,0.410818,0.676431,[21 25] ; [44 70],[18.6875 27.3125] ; [46.3125 67.6875],0
b3,1,0.410818,0.676431,[21 25] ; [44 70],[18.6875 27.3125] ; [46.3125 67.6875],0
n3,1,0.431413,0.619017,[8 7] ; [19 10],[9.20454545 5.79545455] ; [17.79545455 11.20454545],0
s5,1,0.477825,0.503823,[35 31] ; [78 85],[32.56768559 33.43231441] ; [80.43231441 82.56768559],0
n5,1,0.495954,0.463582,[60  9] ; [141  28],[58.27310924 10.72689076] ; [142.72689076  26.27310924],0
u2,1,0.513118,0.427704,[9 3] ; [22 12],[8.08695652 3.91304348] ; [22.91304348 11.08695652],0
a8,1,0.591431,0.288115,[11 57] ; [ 29 122],[12.42009132 55.57990868] ; [ 27.57990868 123.42009132],0
p7,1,0.60753,0.263788,[60  9] ; [140  26],[58.72340426 10.27659574] ; [141.27659574  24.72340426],0
p11,1,0.628485,0.234121,[58 11] ; [147  23],[59.18410042  9.81589958] ; [145.81589958  24.18410042],0
s2,1,0.63399,0.226689,[52 17] ; [123  47],[50.52301255 18.47698745] ; [124.47698745  45.52301255],0
p4,1,0.639141,0.219867,[55 14] ; [130  39],[53.63445378 15.36554622] ; [131.36554622  37.63445378],0
s1,1,0.653689,0.20128,[ 2 67] ; [  7 163],[ 2.59832636 66.40167364] ; [  6.40167364 163.59832636],0
a4,1,0.653784,0.201163,[32 37] ; [73 96],[30.44117647 38.55882353] ; [74.55882353 94.44117647],0
a1,1,0.693578,0.155239,[ 5 64] ; [ 10 160],[ 4.33054393 64.66945607] ; [ 10.66945607 159.33054393],0
v3,1,0.723638,0.125034,[35 34] ; [80 86],[33.76595745 35.23404255] ; [81.23404255 84.76595745],0
p5,1,0.732257,0.117049,[16 53] ; [ 43 127],[17.0334728 51.9665272] ; [ 41.9665272 128.0334728],0
d5,1,0.738636,0.111329,[53 15] ; [135  34],[53.94092827 14.05907173] ; [134.05907173  34.94092827],0
a3,1,0.765769,0.088753,[57 12] ; [136  32],[56.18987342 12.81012658] ; [136.81012658  31.18987342],0
d4,1,0.788372,0.072052,[57 11] ; [144  25],[57.67088608 10.32911392] ; [143.32911392  25.67088608],0
d2,1,0.792586,0.069145,[33 36] ; [84 85],[33.92016807 35.07983193] ; [83.07983193 85.92016807],0
v1,1,0.805727,0.060487,[42 26] ; [106  61],[42.82553191 25.17446809] ; [105.17446809  61.82553191],0
v4,1,0.869227,0.027106,[67  1] ; [166   3],[66.85232068  1.14767932] ; [166.14767932   2.85232068],0
p10,1,0.908042,0.013342,[62  7] ; [151  18],[61.75210084  7.24789916] ; [151.24789916  17.75210084],0
p2,1,0.97971,0.000647,[65  4] ; [160  10],[64.958159  4.041841] ; [160.041841   9.958159],0
