Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,196.092826,[268  99] ; [ 71 274],[174.73735955 192.26264045] ; [164.26264045 180.73735955],1
s2,1,0.0,138.013466,[276  93] ; [105 236],[198.01267606 170.98732394] ; [182.98732394 158.01267606],1
s3,1,0.0,99.559994,[278  89] ; [131 208],[212.61048159 154.38951841] ; [196.38951841 142.61048159],1
s6,1,0.0,87.113967,[313  52] ; [181 157],[256.48648649 108.51351351] ; [237.51351351 100.48648649],1
a3,1,0.0,40.710705,[305  63] ; [211 132],[267.07172996 100.92827004] ; [248.92827004  94.07172996],1
s5,1,0.0,38.953261,[165 188] ; [ 79 252],[125.92397661 227.07602339] ; [118.07602339 212.92397661],1
p6,1,0.0,27.739621,[177 188] ; [ 99 241],[142.89361702 222.10638298] ; [133.10638298 206.89361702],1
n4,1,0.0,25.360023,[313  55] ; [239 106],[284.90322581  83.09677419] ; [267.09677419  77.90322581],1
u1,1,2e-06,23.022396,[ 92 278] ; [ 38 307],[ 67.27272727 302.72727273] ; [ 62.72727273 282.27272727],1
p4,1,3e-06,22.165678,[256 112] ; [179 163],[225.46478873 142.53521127] ; [209.53521127 132.46478873],1
p3,1,4e-06,21.365448,[221 148] ; [146 197],[190.2008427 178.7991573] ; [176.7991573 166.2008427],1
d2,1,6e-06,20.599338,[207 161] ; [135 209],[176.76404494 191.23595506] ; [165.23595506 178.76404494],1
n5,1,2e-05,18.198798,[306  62] ; [238 104],[281.96056338  86.03943662] ; [262.03943662  79.96056338],1
p5,1,3.7e-05,17.005384,[ 64 301] ; [ 25 319],[ 45.8180536 319.1819464] ; [ 43.1819464 300.8180536],1
a5,1,9.6e-05,15.218206,[299  71] ; [235 110],[276.33566434  93.66433566] ; [257.66433566  87.33566434],1
p7,1,0.000203,13.807619,[258 101] ; [197 140],[234.69109195 124.30890805] ; [220.30890805 116.69109195],1
v3,1,0.000331,12.888213,[165 190] ; [109 221],[142. 213.] ; [132. 198.],1
a2,1,0.000945,10.93296,[109 261] ; [ 65 280],[ 90.04195804 279.95804196] ; [ 83.95804196 261.04195804],1
r1,1,0.001722,9.824962,[314  55] ; [260  83],[297.48033708  71.51966292] ; [276.51966292  66.48033708],0
d1,1,0.002917,8.858435,[243 127] ; [189 156],[223.55244755 146.44755245] ; [208.44755245 136.55244755],0
u4,1,0.006605,7.377361,[ 15 355] ; [  3 342],[  9.31468531 360.68531469] ; [  8.68531469 336.31468531],0
s1,1,0.006854,7.310849,[ 17 349] ; [  4 335],[ 10.90212766 355.09787234] ; [ 10.09787234 328.90212766],0
n6,1,0.008711,6.881122,[328  39] ; [284  60],[315.89873418  51.10126582] ; [296.10126582  47.89873418],0
u3,1,0.011213,6.431173,[47 18] ; [70 61],[38.80102041 26.19897959] ; [78.19897959 52.80102041],0
