Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.96339,[107  10] ; [ 9 20],[92.95890411 24.04109589] ; [23.04109589  5.95890411],1
p11,1,2e-06,23.049004,[107  10] ; [16 13],[98.56849315 18.43150685] ; [24.43150685  4.56849315],1
v1,1,0.000794,11.255193,[71 43] ; [ 8 21],[62.97902098 51.02097902] ; [16.02097902 12.97902098],1
d4,1,0.000979,10.866103,[95 22] ; [15 14],[88.15068493 28.84931507] ; [21.84931507  7.15068493],1
n5,1,0.001552,10.015301,[91 26] ; [14 15],[84.14383562 32.85616438] ; [20.85616438  8.14383562],0
p8,1,0.002131,9.433562,[78 38] ; [10 18],[70.88888889 45.11111111] ; [17.11111111 10.88888889],0
a3,1,0.009672,6.69439,[85 31] ; [14 15],[79.2 36.8] ; [19.8  9.2],0
s1,1,0.011792,6.341874,[  3 113] ; [ 4 25],[  5.6 110.4] ; [ 1.4 27.6],0
b1,1,0.017044,5.69186,[44 73] ; [18 11],[49.68493151 67.31506849] ; [12.31506849 16.68493151],0
u2,1,0.017756,5.620096,[19 13] ; [ 3 11],[15.30434783 16.69565217] ; [6.69565217 7.30434783],0
d1,1,0.017818,5.613958,[69 48] ; [10 19],[63.30821918 53.69178082] ; [15.69178082 13.30821918],0
u3,1,0.021975,5.247766,[20 12] ; [ 4 11],[16.34042553 15.65957447] ; [7.65957447 7.34042553],0
v4,1,0.02798,4.829312,[113   4] ; [25  4],[110.5890411   6.4109589] ; [27.4109589  1.5890411],0
p2,1,0.032295,4.582787,[105  11] ; [22  7],[101.6  14.4] ; [25.4  3.6],0
r3,1,0.039048,4.258764,[108   9] ; [23  6],[104.97945205  12.02054795] ; [26.02054795  2.97945205],0
r1,1,0.046139,3.976526,[90 27] ; [17 12],[85.74657534 31.25342466] ; [21.25342466  7.74657534],0
p3,1,0.046614,3.959278,[78 39] ; [13 15],[73.42758621 43.57241379] ; [17.57241379 10.42758621],0
b3,1,0.057607,3.604984,[35 37] ; [ 6 17],[31.07368421 40.92631579] ; [ 9.92631579 13.07368421],0
b2,1,0.057607,3.604984,[35 37] ; [ 6 17],[31.07368421 40.92631579] ; [ 9.92631579 13.07368421],0
p6,1,0.073301,3.207514,[49 67] ; [ 7 22],[44.8 71.2] ; [11.2 17.8],0
p7,1,0.075085,3.1682,[88 29] ; [17 12],[84.14383562 32.85616438] ; [20.85616438  8.14383562],0
n4,1,0.081684,3.031065,[91 26] ; [18 11],[87.34931507 29.65068493] ; [21.65068493  7.34931507],0
s8,1,0.093484,2.813333,[34 83] ; [ 4 25],[30.45205479 86.54794521] ; [ 7.54794521 21.45205479],0
v3,1,0.161867,1.956695,[46 64] ; [ 8 21],[42.73381295 67.26618705] ; [11.26618705 17.73381295],0
a5,1,0.187383,1.738073,[87 30] ; [18 11],[84.14383562 32.85616438] ; [20.85616438  8.14383562],0
p5,1,0.216922,1.524618,[ 13 102] ; [ 1 27],[ 11.25874126 103.74125874] ; [ 2.74125874 25.25874126],0
a4,1,0.224368,1.476211,[55 62] ; [10 19],[52.0890411 64.9109589] ; [12.9109589 16.0890411],0
d5,1,0.225241,1.470663,[93 24] ; [20  9],[90.55479452 26.44520548] ; [22.44520548  6.55479452],0
a6,1,0.236828,1.399378,[82 35] ; [17 12],[79.33561644 37.66438356] ; [19.66438356  9.33561644],0
r4,1,0.262648,1.254748,[99 18] ; [22  7],[96.96575342 20.03424658] ; [24.03424658  4.96575342],0
n6,1,0.277696,1.178332,[98 19] ; [21  7],[96.02068966 20.97931034] ; [22.97931034  5.02068966],0
a2,1,0.314568,1.011397,[26 91] ; [ 4 25],[24.04109589 92.95890411] ; [ 5.95890411 23.04109589],0
v2,1,0.391995,0.732745,[64 48] ; [14 15],[61.95744681 50.04255319] ; [16.04255319 12.95744681],0
s3,1,0.422209,0.644159,[31 84] ; [10 19],[32.74305556 82.25694444] ; [ 8.25694444 20.74305556],0
u1,1,0.449715,0.57137,[ 14 103] ; [ 5 24],[ 15.2260274 101.7739726] ; [ 3.7739726 25.2260274],0
b5,1,0.479501,0.499998,[69 48] ; [15 14],[67.31506849 49.68493151] ; [16.68493151 12.31506849],0
p1,1,0.485645,0.48616,[ 11 106] ; [ 4 25],[ 12.02054795 104.97945205] ; [ 2.97945205 26.02054795],0
r2,1,0.505374,0.443633,[104  11] ; [25  4],[103.02083333  11.97916667] ; [25.97916667  3.02083333],0
a8,1,0.540797,0.374066,[11 88] ; [ 2 26],[10.13385827 88.86614173] ; [ 2.86614173 25.13385827],0
d3,1,0.640445,0.218161,[78 39] ; [18 11],[76.93150685 40.06849315] ; [19.06849315  9.93150685],0
s7,1,0.660946,0.192376,[35 75] ; [ 8 21],[34.02877698 75.97122302] ; [ 8.97122302 20.02877698],0
n3,1,0.709388,0.138889,[14  4] ; [10  2],[14.4  3.6] ; [9.6 2.4],0
n1,1,0.72759,0.121336,[ 7 11] ; [5 6],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
d2,1,0.765858,0.088683,[52 65] ; [12 17],[51.28767123 65.71232877] ; [12.71232877 16.28767123],0
a1,1,0.794004,0.068181,[  3 114] ; [ 1 28],[  3.20547945 113.79452055] ; [ 0.79452055 28.20547945],0
s5,1,0.879163,0.023113,[17 97] ; [ 4 25],[16.74125874 97.25874126] ; [ 4.25874126 24.74125874],0
b4,1,0.897907,0.016462,[63 54] ; [16 13],[63.30821918 53.69178082] ; [15.69178082 13.30821918],0
a7,1,0.905424,0.014116,[86 31] ; [21  8],[85.74657534 31.25342466] ; [21.25342466  7.74657534],0
s2,1,0.917323,0.010776,[23 93] ; [ 6 23],[23.2 92.8] ; [ 5.8 23.2],0
n2,1,0.976445,0.000872,[13  5] ; [8 3],[13.03448276  4.96551724] ; [7.96551724 3.03448276],0
s4,1,0.991024,0.000127,[  8 109] ; [ 2 27],[  8.01369863 108.98630137] ; [ 1.98630137 27.01369863],0
