Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,28.61643,[ 8 75] ; [21 18],[19.7295082 63.2704918] ; [ 9.2704918 29.7295082],1
p6,1,0.000138,14.531687,[ 8 73] ; [15 23],[15.65546218 65.34453782] ; [ 7.34453782 30.65546218],1
p3,1,0.000864,11.098631,[14 69] ; [18 22],[21.59349593 61.40650407] ; [10.40650407 29.59349593],1
p2,1,0.001609,9.949333,[35 48] ; [29 11],[43.18699187 39.81300813] ; [20.81300813 19.18699187],0
v4,1,0.005067,7.855345,[58 25] ; [37  3],[64.10569106 18.89430894] ; [30.89430894  9.10569106],0
r4,1,0.01572,5.83397,[48 35] ; [32  8],[53.98373984 29.01626016] ; [26.01626016 13.98373984],0
a4,1,0.034427,4.473375,[39 43] ; [11 29],[33.60655738 48.39344262] ; [16.39344262 23.60655738],0
b3,1,0.061491,3.496699,[22 39] ; [ 3 18],[18.59756098 42.40243902] ; [ 6.40243902 14.59756098],0
b2,1,0.061491,3.496699,[22 39] ; [ 3 18],[18.59756098 42.40243902] ; [ 6.40243902 14.59756098],0
b4,1,0.064054,3.429165,[52 31] ; [18 22],[47.23577236 35.76422764] ; [22.76422764 17.23577236],0
p11,1,0.083965,2.986437,[36 47] ; [24 16],[40.48780488 42.51219512] ; [19.51219512 20.48780488],0
a1,1,0.112722,2.515638,[ 9 74] ; [ 1 39],[ 6.74796748 76.25203252] ; [ 3.25203252 36.74796748],0
b5,1,0.11525,2.480712,[48 35] ; [29 11],[51.95934959 31.04065041] ; [25.04065041 14.95934959],0
a3,1,0.123371,2.373989,[51 31] ; [19 21],[47.04918033 34.95081967] ; [22.95081967 17.04918033],0
r2,1,0.133284,2.25383,[64 17] ; [36  4],[66.94214876 14.05785124] ; [33.05785124  6.94214876],0
a2,1,0.134358,2.241416,[20 63] ; [ 5 35],[16.8699187 66.1300813] ; [ 8.1300813 31.8699187],0
r3,1,0.144679,2.127471,[60 22] ; [34  6],[63.18032787 18.81967213] ; [30.81967213  9.18032787],0
n6,1,0.173168,1.855299,[49 34] ; [28 11],[52.3852459 30.6147541] ; [24.6147541 14.3852459],0
v1,1,0.183916,1.765694,[23 59] ; [16 24],[26.21311475 55.78688525] ; [12.78688525 27.21311475],0
s2,1,0.188687,1.727837,[ 6 75] ; [ 6 34],[ 8.03305785 72.96694215] ; [ 3.96694215 36.03305785],0
p4,1,0.212966,1.551146,[22 61] ; [15 25],[24.96747967 58.03252033] ; [12.03252033 27.96747967],0
a6,1,0.228178,1.452185,[53 30] ; [21 19],[49.93495935 33.06504065] ; [24.06504065 15.93495935],0
u2,1,0.249697,1.324998,[10 22] ; [ 9 10],[11.92156863 20.07843137] ; [ 7.07843137 11.92156863],0
s8,1,0.264379,1.24568,[ 9 73] ; [ 7 31],[10.93333333 71.06666667] ; [ 5.06666667 32.93333333],0
a8,1,0.296461,1.090046,[ 9 67] ; [ 2 34],[ 7.46428571 68.53571429] ; [ 3.53571429 32.46428571],0
v2,1,0.328817,0.95355,[29 52] ; [18 22],[31.46280992 49.53719008] ; [15.53719008 24.46280992],0
n3,1,0.338205,0.917225,[21 16] ; [10  4],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
s4,1,0.359423,0.839908,[ 8 73] ; [ 2 38],[ 6.69421488 74.30578512] ; [ 3.30578512 36.69421488],0
u3,1,0.528182,0.397889,[15 17] ; [ 8 13],[13.88679245 18.11320755] ; [ 9.11320755 11.88679245],0
s1,1,0.557916,0.343326,[ 4 79] ; [ 1 38],[ 3.40163934 79.59836066] ; [ 1.59836066 37.40163934],0
p1,1,0.558831,0.341733,[ 4 78] ; [ 3 37],[ 4.70491803 77.29508197] ; [ 2.29508197 37.70491803],0
a7,1,0.584765,0.298594,[47 35] ; [25 15],[48.39344262 33.60655738] ; [23.60655738 16.39344262],0
d5,1,0.5859,0.296793,[58 25] ; [26 14],[56.68292683 26.31707317] ; [27.31707317 12.68292683],0
r1,1,0.593193,0.285385,[49 34] ; [25 14],[50.3442623 32.6557377] ; [23.6557377 15.3442623],0
p12,1,0.594698,0.283067,[ 1 82] ; [ 1 39],[ 1.3495935 81.6504065] ; [ 0.6504065 39.3495935],0
v3,1,0.618213,0.248387,[19 60] ; [ 8 32],[17.92436975 61.07563025] ; [ 9.07563025 30.92436975],0
d2,1,0.654196,0.200651,[37 44] ; [20 20],[38.15702479 42.84297521] ; [18.84297521 21.15702479],0
n2,1,0.67696,0.173568,[22 16] ; [9 5],[22.65384615 15.34615385] ; [8.34615385 5.65384615],0
s6,1,0.700534,0.147917,[21 61] ; [11 27],[21.86666667 60.13333333] ; [10.13333333 27.86666667],0
d4,1,0.715459,0.132885,[58 24] ; [27 13],[57.13114754 24.86885246] ; [27.86885246 12.13114754],0
a5,1,0.731551,0.117692,[45 38] ; [23 17],[45.88617886 37.11382114] ; [22.11382114 17.88617886],0
n1,1,0.736429,0.11329,[14 25] ; [4 9],[13.5 25.5] ; [4.5 8.5],0
n5,1,0.747169,0.103925,[42 41] ; [19 21],[41.16260163 41.83739837] ; [19.83739837 20.16260163],0
n4,1,0.771877,0.084054,[50 33] ; [23 17],[49.2601626 33.7398374] ; [23.7398374 16.2601626],0
s5,1,0.802902,0.062297,[ 9 71] ; [ 5 34],[ 9.41176471 70.58823529] ; [ 4.58823529 34.41176471],0
p9,1,0.813264,0.055799,[23 58] ; [10 28],[22.46218487 58.53781513] ; [10.53781513 27.46218487],0
d1,1,0.835918,0.042898,[39 44] ; [18 22],[38.46341463 44.53658537] ; [18.53658537 21.46341463],0
s7,1,0.84879,0.036352,[11 65] ; [ 5 33],[10.66666667 65.33333333] ; [ 5.33333333 32.66666667],0
d3,1,0.926982,0.008398,[47 36] ; [23 17],[47.23577236 35.76422764] ; [22.76422764 17.23577236],0
u1,1,0.949538,0.004005,[ 8 75] ; [ 4 36],[ 8.09756098 74.90243902] ; [ 3.90243902 36.09756098],0
b1,1,0.957499,0.00284,[44 39] ; [21 19],[43.86178862 39.13821138] ; [21.13821138 18.86178862],0
