Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.086069,2.946405,[16  4] ; [1 2],[14.7826087  5.2173913] ; [2.2173913 0.7826087],0
a7,1,0.170016,1.882799,[16  6] ; [1 2],[14.96  7.04] ; [2.04 0.96],0
r2,1,0.225466,1.469238,[20  2] ; [2 1],[19.36  2.64] ; [2.64 0.36],0
p8,1,0.238149,1.391519,[15  7] ; [1 2],[14.08  7.92] ; [1.92 1.08],0
d3,1,0.238149,1.391519,[15  7] ; [1 2],[14.08  7.92] ; [1.92 1.08],0
a2,1,0.382677,0.762085,[ 3 19] ; [1 2],[ 3.52 18.48] ; [0.48 2.52],0
n6,1,0.382677,0.762085,[19  3] ; [2 1],[18.48  3.52] ; [2.52 0.48],0
n5,1,0.382677,0.762085,[19  3] ; [2 1],[18.48  3.52] ; [2.52 0.48],0
s7,1,0.438807,0.599401,[12  9] ; [1 2],[11.375  9.625] ; [1.625 1.375],0
s5,1,0.438807,0.599401,[12  9] ; [1 2],[11.375  9.625] ; [1.625 1.375],0
a8,1,0.464069,0.536062,[ 3 16] ; [1 2],[ 3.45454545 15.54545455] ; [0.54545455 2.45454545],0
d1,1,0.490279,0.475913,[12 10] ; [1 2],[11.44 10.56] ; [1.56 1.44],0
b1,1,0.490279,0.475913,[12 10] ; [1 2],[11.44 10.56] ; [1.56 1.44],0
s3,1,0.537094,0.380952,[11 10] ; [1 2],[10.5 10.5] ; [1.5 1.5],0
r4,1,0.538253,0.378788,[18  4] ; [2 1],[17.6  4.4] ; [2.4 0.6],0
s8,1,0.587793,0.293803,[11 11] ; [1 2],[10.56 11.44] ; [1.44 1.56],0
a6,1,0.587793,0.293803,[11 11] ; [1 2],[10.56 11.44] ; [1.44 1.56],0
p11,1,0.68658,0.162812,[17  5] ; [2 1],[16.72  5.28] ; [2.28 0.72],0
p6,1,0.702918,0.145455,[ 8 14] ; [1 1],[ 8.25 13.75] ; [0.75 1.25],0
s6,1,0.72158,0.126984,[16  5] ; [2 1],[15.75  5.25] ; [2.25 0.75],0
b2,1,0.73244,0.116883,[ 6 10] ; [1 1],[6.22222222 9.77777778] ; [0.77777778 1.22222222],0
b3,1,0.73244,0.116883,[ 6 10] ; [1 1],[6.22222222 9.77777778] ; [0.77777778 1.22222222],0
v2,1,0.754293,0.097959,[ 9 12] ; [1 2],[ 8.75 12.25] ; [1.25 1.75],0
p4,1,0.754293,0.097959,[12  9] ; [2 1],[12.25  8.75] ; [1.75 1.25],0
a4,1,0.801614,0.063131,[ 9 13] ; [1 2],[ 8.8 13.2] ; [1.2 1.8],0
a3,1,0.801614,0.063131,[13  9] ; [2 1],[13.2  8.8] ; [1.8 1.2],0
b5,1,0.801614,0.063131,[13  9] ; [2 1],[13.2  8.8] ; [1.8 1.2],0
r1,1,0.826403,0.0481,[16  6] ; [2 1],[15.84  6.16] ; [2.16 0.84],0
a5,1,0.826403,0.0481,[16  6] ; [2 1],[15.84  6.16] ; [2.16 0.84],0
d5,1,0.918299,0.010522,[14  8] ; [2 1],[14.08  7.92] ; [1.92 1.08],0
b4,1,0.918299,0.010522,[14  8] ; [2 1],[14.08  7.92] ; [1.92 1.08],0
