Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.046995,3.945565,[ 6 10] ; [16  7],[9.02564103 6.97435897] ; [12.97435897 10.02564103],0
r1,1,0.050858,3.81295,[ 4 12] ; [13 10],[6.97435897 9.02564103] ; [10.02564103 12.97435897],0
r3,1,0.050858,3.81295,[ 4 12] ; [13 10],[6.97435897 9.02564103] ; [10.02564103 12.97435897],0
b5,1,0.068713,3.313494,[11  5] ; [ 9 14],[8.20512821 7.79487179] ; [11.79487179 11.20512821],0
p7,1,0.074574,3.179348,[ 6 10] ; [ 3 20],[ 3.69230769 12.30769231] ; [ 5.30769231 17.69230769],0
d2,1,0.089687,2.879987,[ 5 11] ; [13  9],[7.57894737 8.42105263] ; [10.42105263 11.57894737],0
d1,1,0.107102,2.596467,[ 3 13] ; [10 13],[ 5.33333333 10.66666667] ; [ 7.66666667 15.33333333],0
a1,1,0.187265,1.739007,[ 1 15] ; [ 5 18],[ 2.46153846 13.53846154] ; [ 3.53846154 19.46153846],0
b4,1,0.194916,1.680067,[11  5] ; [11 12],[9.02564103 6.97435897] ; [12.97435897 10.02564103],0
v3,1,0.27009,1.216288,[ 2 14] ; [ 6 16],[ 3.36842105 12.63157895] ; [ 4.63157895 17.36842105],0
b3,1,0.276116,1.186108,[2 9] ; [5 8],[3.20833333 7.79166667] ; [3.79166667 9.20833333],0
b2,1,0.276116,1.186108,[2 9] ; [5 8],[3.20833333 7.79166667] ; [3.79166667 9.20833333],0
p9,1,0.301323,1.068329,[ 2 14] ; [ 6 17],[ 3.28205128 12.71794872] ; [ 4.71794872 18.28205128],0
s5,1,0.305982,1.047938,[ 1 15] ; [ 4 19],[ 2.05128205 13.94871795] ; [ 2.94871795 20.05128205],0
a8,1,0.315361,1.008088,[ 2 13] ; [ 1 22],[ 1.18421053 13.81578947] ; [ 1.81578947 21.18421053],0
n4,1,0.341947,0.903119,[8 8] ; [15  8],[9.43589744 6.56410256] ; [13.56410256  9.43589744],0
a2,1,0.355582,0.853437,[ 3 13] ; [ 2 21],[ 2.05128205 13.94871795] ; [ 2.94871795 20.05128205],0
n2,1,0.36308,0.827211,[1 4] ; [6 8],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
s3,1,0.367123,0.813378,[6 9] ; [ 6 17],[ 4.73684211 10.26315789] ; [ 7.26315789 15.73684211],0
d4,1,0.393854,0.727011,[9 7] ; [16  7],[10.25641026  5.74358974] ; [14.74358974  8.25641026],0
v2,1,0.41107,0.675703,[ 3 13] ; [ 7 16],[ 4.1025641 11.8974359] ; [ 5.8974359 17.1025641],0
a6,1,0.432512,0.616068,[7 9] ; [13 10],[8.20512821 7.79487179] ; [11.79487179 11.20512821],0
n6,1,0.503083,0.448427,[ 6 10] ; [ 6 16],[ 5.05263158 10.94736842] ; [ 6.94736842 15.05263158],0
p8,1,0.513526,0.426875,[ 2 13] ; [ 5 18],[ 2.76315789 12.23684211] ; [ 4.23684211 18.76315789],0
u2,1,0.518217,0.41744,[1 6] ; [3 8],[1.55555556 5.44444444] ; [2.44444444 8.55555556],0
p6,1,0.531257,0.391986,[ 1 14] ; [ 3 20],[ 1.57894737 13.42105263] ; [ 2.42105263 20.57894737],0
a4,1,0.542234,0.371415,[ 5 11] ; [ 9 13],[ 5.89473684 10.10526316] ; [ 8.10526316 13.89473684],0
s2,1,0.562713,0.335028,[ 4 12] ; [ 4 19],[ 3.28205128 12.71794872] ; [ 4.71794872 18.28205128],0
v1,1,0.592704,0.286141,[ 3 13] ; [ 6 17],[ 3.69230769 12.30769231] ; [ 5.30769231 17.69230769],0
a7,1,0.604667,0.268013,[7 9] ; [12 11],[7.79487179 8.20512821] ; [11.20512821 11.79487179],0
a3,1,0.635318,0.224918,[9 6] ; [12 11],[8.28947368 6.71052632] ; [12.71052632 10.28947368],0
n5,1,0.687788,0.161491,[8 8] ; [13 10],[8.61538462 7.38461538] ; [12.38461538 10.61538462],0
d3,1,0.708894,0.139384,[ 6 10] ; [10 13],[6.56410256 9.43589744] ; [ 9.43589744 13.56410256],0
s6,1,0.710644,0.137634,[ 4 12] ; [ 7 16],[ 4.51282051 11.48717949] ; [ 6.48717949 16.51282051],0
p11,1,0.724507,0.124215,[ 5 11] ; [ 6 17],[ 4.51282051 11.48717949] ; [ 6.48717949 16.51282051],0
b1,1,0.801689,0.063082,[9 7] ; [12 11],[8.61538462 7.38461538] ; [12.38461538 10.61538462],0
p2,1,0.81208,0.056522,[ 4 12] ; [ 5 18],[ 3.69230769 12.30769231] ; [ 5.30769231 17.69230769],0
p3,1,0.820119,0.051707,[ 3 13] ; [ 5 18],[ 3.28205128 12.71794872] ; [ 4.71794872 18.28205128],0
a5,1,0.893719,0.017849,[8 8] ; [11 12],[7.79487179 8.20512821] ; [11.20512821 11.79487179],0
n3,1,0.911557,0.012338,[2 3] ; [6 8],[2.10526316 2.89473684] ; [5.89473684 8.10526316],0
n1,1,0.911557,0.012338,[2 3] ; [6 8],[2.10526316 2.89473684] ; [5.89473684 8.10526316],0
p4,1,0.939048,0.005847,[ 4 12] ; [ 6 17],[ 4.1025641 11.8974359] ; [ 5.8974359 17.1025641],0
s4,1,0.960173,0.002494,[ 2 14] ; [ 3 20],[ 2.05128205 13.94871795] ; [ 2.94871795 20.05128205],0
p1,1,0.960173,0.002494,[ 2 14] ; [ 3 20],[ 2.05128205 13.94871795] ; [ 2.94871795 20.05128205],0
s1,1,0.960173,0.002494,[ 2 14] ; [ 3 20],[ 2.05128205 13.94871795] ; [ 2.94871795 20.05128205],0
s7,1,1.0,0.0,[ 2 12] ; [ 3 18],[ 2. 12.] ; [ 3. 18.],0
