Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,100.073695,[215  48] ; [145 204],[154.70588235 108.29411765] ; [205.29411765 143.70588235],1
v1,1,0.0,31.15222,[183  79] ; [167 186],[149.10569106 112.89430894] ; [200.89430894 152.10569106],1
p3,1,3.2e-05,17.310092,[169  95] ; [170 190],[143.42307692 120.57692308] ; [195.57692308 164.42307692],1
s7,1,4.8e-05,16.529555,[157  93] ; [160 188],[132.52508361 117.47491639] ; [184.47491639 163.52508361],1
p12,1,0.000225,13.608805,[ 40 225] ; [ 22 336],[ 26.37239165 238.62760835] ; [ 35.62760835 322.37239165],1
n5,1,0.000348,12.791431,[237  28] ; [283  77],[220.48  44.52] ; [299.52  60.48],1
s8,1,0.000554,11.924388,[147 115] ; [152 209],[125.74317817 136.25682183] ; [173.25682183 187.74317817],1
a1,1,0.000787,11.2718,[ 21 244] ; [  8 353],[ 12.27635783 252.72364217] ; [ 16.72364217 344.27635783],1
p5,1,0.000959,10.904978,[ 50 214] ; [ 35 324],[ 36.01926164 227.98073836] ; [ 48.98073836 310.01926164],1
d1,1,0.001691,9.858323,[179  86] ; [199 162],[160.01597444 104.98402556] ; [217.98402556 143.01597444],0
p7,1,0.002994,8.811305,[192  65] ; [225 130],[175.1127451  81.8872549] ; [241.8872549 113.1127451],0
u4,1,0.004408,8.10756,[  8 257] ; [  1 360],[  3.80990415 261.19009585] ; [  5.19009585 355.80990415],0
n4,1,0.005496,7.708441,[233  32] ; [287  74],[220.12779553  44.87220447] ; [299.87220447  61.12779553],0
s4,1,0.007851,7.067167,[ 35 228] ; [ 77 279],[ 47.58642973 215.41357027] ; [ 64.41357027 291.58642973],0
p1,1,0.008679,6.887716,[ 34 231] ; [ 24 336],[ 24.592 240.408] ; [ 33.408 326.592],0
a3,1,0.011461,6.392397,[208  55] ; [253 108],[194.29967949  68.70032051] ; [266.70032051  94.29967949],0
d2,1,0.013338,6.123682,[146 118] ; [163 197],[130.73076923 133.26923077] ; [178.26923077 181.73076923],0
s2,1,0.037576,4.324126,[154 109] ; [180 179],[141.22508039 121.77491961] ; [192.77491961 166.22508039],0
p8,1,0.053441,3.730085,[162 100] ; [193 164],[150.25848142 111.74151858] ; [204.74151858 152.25848142],0
r4,1,0.054701,3.691176,[251  14] ; [327  34],[244.68051118  20.31948882] ; [333.31948882  27.68051118],0
v4,1,0.058611,3.576249,[258   6] ; [341  19],[253.42307692  10.57692308] ; [345.57692308  14.42307692],0
p4,1,0.073513,3.202781,[179  85] ; [219 141],[168.38461538  95.61538462] ; [229.61538462 130.38461538],0
u1,1,0.075394,3.161499,[ 59 206] ; [ 60 301],[ 50.37539936 214.62460064] ; [ 68.62460064 292.37539936],0
b2,1,0.080391,3.056971,[77 95] ; [ 74 132],[ 68.70899471 103.29100529] ; [ 82.29100529 123.70899471],0
b3,1,0.080391,3.056971,[77 95] ; [ 74 132],[ 68.70899471 103.29100529] ; [ 82.29100529 123.70899471],0
r1,1,0.081288,3.038954,[223  42] ; [283  77],[214.544  50.456] ; [291.456  68.544],0
d4,1,0.09342,2.814424,[227  37] ; [292  69],[219.2256  44.7744] ; [299.7744  61.2256],0
a2,1,0.102507,2.666105,[ 73 192] ; [ 79 282],[ 64.34504792 200.65495208] ; [ 87.65495208 273.34504792],0
s5,1,0.135013,2.233899,[107 149] ; [125 224],[ 98.16859504 157.83140496] ; [133.83140496 215.16859504],0
s3,1,0.16769,1.903469,[157 104] ; [196 163],[148.6016129 112.3983871] ; [204.3983871 154.6016129],0
p6,1,0.174726,1.84192,[113 148] ; [136 223],[104.82096774 156.17903226] ; [144.17903226 214.82096774],0
r3,1,0.181714,1.783552,[257   7] ; [342  17],[253.82985554  10.17014446] ; [345.17014446  13.82985554],0
d5,1,0.191872,1.703182,[224  40] ; [291  69],[217.88461538  46.11538462] ; [297.11538462  62.88461538],0
