Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,26.486273,[12 80] ; [21 16],[23.53488372 68.46511628] ; [ 9.46511628 27.53488372],1
s6,1,4e-06,21.176698,[31 61] ; [29  8],[42.79069767 49.20930233] ; [17.20930233 19.79069767],1
s2,1,0.000139,14.516696,[22 69] ; [22 15],[31.28125 59.71875] ; [12.71875 24.28125],1
s3,1,0.00031,13.011907,[34 56] ; [27 10],[43.22834646 46.77165354] ; [17.77165354 19.22834646],1
s5,1,0.001499,10.08,[ 9 81] ; [12 24],[15. 75.] ; [ 6. 30.],0
p7,1,0.007791,7.080993,[29 60] ; [21 15],[35.6 53.4] ; [14.4 21.6],0
p10,1,0.00805,7.022255,[43 48] ; [27 10],[49.765625 41.234375] ; [20.234375 16.765625],0
v1,1,0.008392,6.947807,[27 62] ; [20 16],[33.464 55.536] ; [13.536 22.464],0
p5,1,0.008928,6.83719,[ 1 90] ; [ 4 32],[ 3.58267717 87.41732283] ; [ 1.41732283 34.58267717],0
v2,1,0.009548,6.717421,[30 57] ; [20 13],[36.25 50.75] ; [13.75 19.25],0
p11,1,0.011311,6.41578,[42 50] ; [26 11],[48.49612403 43.50387597] ; [19.50387597 17.49612403],0
u3,1,0.015959,5.807407,[19 17] ; [11  1],[22.5 13.5] ; [7.5 4.5],0
u2,1,0.0185,5.548135,[19 18] ; [10  1],[22.35416667 14.64583333] ; [6.64583333 4.35416667],0
d3,1,0.022688,5.19224,[46 46] ; [26 10],[51.75 40.25] ; [20.25 15.75],0
n2,1,0.027607,4.852413,[20 14] ; [12  1],[23.14893617 10.85106383] ; [8.85106383 4.14893617],0
v4,1,0.040351,4.203049,[69 23] ; [32  3],[73.16535433 18.83464567] ; [27.83464567  7.16535433],0
r3,1,0.04406,4.054269,[67 25] ; [33  4],[71.31782946 20.68217054] ; [28.68217054  8.31782946],0
p9,1,0.094857,2.789961,[52 39] ; [27 10],[56.1640625 34.8359375] ; [22.8359375 14.1640625],0
d1,1,0.132846,2.25893,[34 58] ; [19 18],[37.79844961 54.20155039] ; [15.20155039 21.79844961],0
a1,1,0.133064,2.256395,[10 82] ; [ 1 36],[ 7.84496124 84.15503876] ; [ 3.15503876 33.84496124],0
a8,1,0.134776,2.236615,[ 7 81] ; [ 6 29],[ 9.30081301 78.69918699] ; [ 3.69918699 31.30081301],0
p4,1,0.14052,2.17226,[27 64] ; [16 21],[30.5703125 60.4296875] ; [12.4296875 24.5703125],0
a4,1,0.143828,2.136516,[32 60] ; [ 8 29],[28.52713178 63.47286822] ; [11.47286822 25.52713178],0
p2,1,0.181879,1.782205,[53 39] ; [26 11],[56.34108527 35.65891473] ; [22.65891473 14.34108527],0
r2,1,0.205503,1.60283,[75 16] ; [32  3],[77.27777778 13.72222222] ; [29.72222222  5.27777778],0
a5,1,0.265037,1.242254,[55 37] ; [26 11],[57.76744186 34.23255814] ; [23.23255814 13.76744186],0
r4,1,0.281962,1.157609,[58 34] ; [27 10],[60.62015504 31.37984496] ; [24.37984496 12.62015504],0
s4,1,0.296361,1.090499,[ 7 85] ; [ 5 32],[ 8.55813953 83.44186047] ; [ 3.44186047 33.55813953],0
a6,1,0.325592,0.966351,[58 34] ; [26 10],[60.375 31.625] ; [23.625 12.375],0
n4,1,0.330416,0.947269,[46 46] ; [22 15],[48.49612403 43.50387597] ; [19.50387597 17.49612403],0
d5,1,0.339936,0.910672,[61 31] ; [27  9],[63.25 28.75] ; [24.75 11.25],0
d4,1,0.352814,0.863311,[64 28] ; [28  8],[66.125 25.875] ; [25.875 10.125],0
n1,1,0.369507,0.805322,[12 22] ; [6 6],[13.30434783 20.69565217] ; [4.69565217 7.30434783],0
a3,1,0.450163,0.570241,[55 36] ; [25 12],[56.875 34.125] ; [23.125 13.875],0
b1,1,0.452218,0.565086,[43 49] ; [20 17],[44.93023256 47.06976744] ; [18.06976744 18.93023256],0
d2,1,0.471269,0.518999,[37 55] ; [12 24],[35.21875 56.78125] ; [13.78125 22.21875],0
b2,1,0.484007,0.48982,[14 43] ; [ 8 17],[15.29268293 41.70731707] ; [ 6.70731707 18.29268293],0
b3,1,0.484007,0.48982,[14 43] ; [ 8 17],[15.29268293 41.70731707] ; [ 6.70731707 18.29268293],0
a2,1,0.496752,0.461869,[13 79] ; [ 7 30],[14.26356589 77.73643411] ; [ 5.73643411 31.26356589],0
p8,1,0.512402,0.429159,[25 66] ; [12 24],[26.51181102 64.48818898] ; [10.48818898 25.51181102],0
p3,1,0.581309,0.304123,[23 69] ; [11 26],[24.24806202 67.75193798] ; [ 9.75193798 27.24806202],0
n3,1,0.585294,0.297754,[20 13] ; [9 4],[20.80434783 12.19565217] ; [8.19565217 4.80434783],0
v3,1,0.603035,0.270442,[22 64] ; [10 23],[23.12605042 62.87394958] ; [ 8.87394958 24.12605042],0
r1,1,0.635746,0.224349,[60 31] ; [26 11],[61.140625 29.859375] ; [24.859375 12.140625],0
n5,1,0.664383,0.188243,[38 53] ; [17 20],[39.1015625 51.8984375] ; [15.8984375 21.1015625],0
b5,1,0.718494,0.12994,[49 43] ; [21 16],[49.92248062 42.07751938] ; [20.07751938 16.92248062],0
b4,1,0.760258,0.093112,[52 40] ; [22 15],[52.7751938 39.2248062] ; [21.2248062 15.7751938],0
s1,1,0.801262,0.06336,[ 6 85] ; [ 2 35],[ 5.6875 85.3125] ; [ 2.3125 34.6875],0
u1,1,0.812064,0.056532,[ 6 86] ; [ 2 35],[ 5.70542636 86.29457364] ; [ 2.29457364 34.70542636],0
p12,1,0.856972,0.032483,[ 2 90] ; [ 1 36],[ 2.13953488 89.86046512] ; [ 0.86046512 36.13953488],0
a7,1,0.876051,0.024329,[61 31] ; [24 13],[60.62015504 31.37984496] ; [24.37984496 12.62015504],0
p1,1,0.923572,0.009203,[ 7 85] ; [ 3 34],[ 7.13178295 84.86821705] ; [ 2.86821705 34.13178295],0
