Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.010527,6.543464,[39 87] ; [6 2],[42.31343284 83.68656716] ; [2.68656716 5.31343284],0
p4,1,0.038683,4.274742,[69 60] ; [8 1],[71.97826087 57.02173913] ; [5.02173913 3.97826087],0
p8,1,0.040444,4.199155,[55 74] ; [7 2],[57.95652174 71.04347826] ; [4.04347826 4.95652174],0
r1,1,0.062449,3.471126,[94 34] ; [4 5],[91.5620438 36.4379562] ; [6.4379562 2.5620438],0
v1,1,0.107305,2.593473,[62 62] ; [7 2],[64.33082707 59.66917293] ; [4.66917293 4.33082707],0
p3,1,0.13366,2.249472,[53 76] ; [6 3],[55.15217391 73.84782609] ; [3.84782609 5.15217391],0
r2,1,0.139388,2.184706,[118  10] ; [7 2],[116.78832117  11.21167883] ; [8.21167883 0.78832117],0
p12,1,0.173875,1.849216,[ 11 118] ; [2 7],[ 12.15217391 116.84782609] ; [0.84782609 8.15217391],0
u2,1,0.198724,1.651728,[27 27] ; [4 1],[28.37288136 25.62711864] ; [2.62711864 2.37288136],0
s8,1,0.206637,1.594833,[40 89] ; [1 8],[38.32608696 90.67391304] ; [2.67391304 6.32608696],0
b1,1,0.212248,1.556025,[45 84] ; [5 4],[46.73913043 82.26086957] ; [3.26086957 5.73913043],0
a1,1,0.303452,1.058962,[  5 124] ; [1 8],[  5.60869565 123.39130435] ; [0.39130435 8.60869565],0
d2,1,0.305333,1.050757,[49 79] ; [5 4],[50.45255474 77.54744526] ; [3.54744526 5.45255474],0
p1,1,0.307282,1.042322,[  5 123] ; [1 8],[  5.60583942 122.39416058] ; [0.39416058 8.60583942],0
n2,1,0.320372,0.987429,[24  6] ; [1 1],[23.4375  6.5625] ; [1.5625 0.4375],0
b2,1,0.363789,0.824772,[18 45] ; [2 2],[18.80597015 44.19402985] ; [1.19402985 2.80597015],0
b3,1,0.363789,0.824772,[18 45] ; [2 2],[18.80597015 44.19402985] ; [1.19402985 2.80597015],0
p7,1,0.375051,0.786861,[75 51] ; [4 5],[73.73333333 52.26666667] ; [5.26666667 3.73333333],0
s3,1,0.390769,0.736548,[101  27] ; [6 3],[99.97080292 28.02919708] ; [7.02919708 1.97080292],0
p6,1,0.391784,0.733399,[39 88] ; [4 5],[40.15441176 86.84558824] ; [2.84558824 6.15441176],0
a7,1,0.412406,0.671854,[98 29] ; [8 1],[98.98529412 28.01470588] ; [7.01470588 1.98529412],0
b4,1,0.422012,0.644706,[75 54] ; [4 5],[73.84782609 55.15217391] ; [5.15217391 3.84782609],0
d3,1,0.443423,0.587408,[87 41] ; [5 4],[85.95620438 42.04379562] ; [6.04379562 2.95620438],0
u1,1,0.446471,0.579595,[ 17 112] ; [2 7],[ 17.76086957 111.23913043] ; [1.23913043 7.76086957],0
a3,1,0.449681,0.571457,[74 55] ; [4 5],[72.91304348 56.08695652] ; [5.08695652 3.91304348],0
a6,1,0.464561,0.534884,[87 42] ; [5 4],[86. 43.] ; [6. 3.],0
d1,1,0.469532,0.523078,[70 59] ; [6 3],[71.04347826 57.95652174] ; [4.95652174 4.04347826],0
v3,1,0.497254,0.460792,[41 82] ; [4 5],[41.93181818 81.06818182] ; [3.06818182 5.93181818],0
s4,1,0.514856,0.424185,[ 25 100] ; [1 8],[ 24.25373134 100.74626866] ; [1.74626866 7.25373134],0
a4,1,0.529053,0.39621,[44 85] ; [4 5],[44.86956522 84.13043478] ; [3.13043478 5.86956522],0
n5,1,0.562252,0.33582,[84 45] ; [5 4],[83.19565217 45.80434783] ; [5.80434783 3.19565217],0
n3,1,0.60594,0.266129,[21 10] ; [1 1],[20.66666667 10.33333333] ; [1.33333333 0.66666667],0
b5,1,0.630267,0.231699,[82 47] ; [5 4],[81.32608696 47.67391304] ; [5.67391304 3.32608696],0
v2,1,0.729562,0.119514,[60 59] ; [4 5],[59.5 59.5] ; [4.5 4.5],0
a2,1,0.740785,0.109438,[ 23 106] ; [2 7],[ 23.36956522 105.63043478] ; [1.63043478 7.36956522],0
n4,1,0.780707,0.077506,[80 49] ; [6 3],[80.39130435 48.60869565] ; [5.60869565 3.39130435],0
s6,1,0.85207,0.034774,[96 32] ; [7 2],[96.23357664 31.76642336] ; [6.76642336 2.23357664],0
a8,1,0.857548,0.032219,[ 13 111] ; [1 7],[ 13.15151515 110.84848485] ; [0.84848485 7.15151515],0
u3,1,0.883455,0.021489,[30 23] ; [3 2],[30.15517241 22.84482759] ; [2.84482759 2.15517241],0
r4,1,0.909219,0.013002,[113  16] ; [8 1],[113.10869565  15.89130435] ; [7.89130435 1.10869565],0
d5,1,0.933621,0.006937,[98 30] ; [7 2],[98.10218978 29.89781022] ; [6.89781022 2.10218978],0
p11,1,0.97101,0.001321,[101  28] ; [7 2],[100.95652174  28.04347826] ; [7.04347826 1.95652174],0
a5,1,1.0,0.0,[86 43] ; [6 3],[86. 43.] ; [6. 3.],0
