Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,71.584932,[337  59] ; [62 66],[301.53435115  94.46564885] ; [97.46564885 30.53435115],1
v4,1,0.0,52.445349,[380  17] ; [98 34],[358.72589792  38.27410208] ; [119.27410208  12.72589792],1
p10,1,0.0,47.065101,[322  77] ; [65 65],[291.89603025 107.10396975] ; [95.10396975 34.89603025],1
p11,1,0.0,45.267689,[325  77] ; [68 65],[295.30093458 106.69906542] ; [97.69906542 35.30093458],1
r3,1,0.0,44.101481,[379  20] ; [99 33],[359.17514124  39.82485876] ; [118.82485876  13.17514124],1
p7,1,0.0,37.234301,[224 174] ; [32 95],[194.07238095 203.92761905] ; [61.92761905 65.07238095],1
p8,1,0.0,36.782123,[191 206] ; [ 24 108],[161.35160681 235.64839319] ; [53.64839319 78.35160681],1
r4,1,0.0,35.387874,[354  48] ; [87 46],[331.3682243  70.6317757] ; [109.6317757  23.3682243],1
p4,1,0.0,33.31413,[212 189] ; [31 99],[183.50847458 217.49152542] ; [59.49152542 70.50847458],1
s6,1,0.0,25.83726,[241 156] ; [47 86],[215.72830189 181.27169811] ; [72.27169811 60.72830189],1
n6,1,1e-06,23.486079,[323  75] ; [79 52],[302.44990548  95.55009452] ; [99.55009452 31.44990548],1
v1,1,3e-06,21.793458,[199 187] ; [36 93],[176.13592233 209.86407767] ; [58.86407767 70.13592233],1
r1,1,1.8e-05,18.344002,[322  75] ; [83 49],[303.94139887  93.05860113] ; [101.05860113  30.94139887],1
p3,1,0.00013,14.637138,[171 230] ; [ 32 101],[152.44007491 248.55992509] ; [50.55992509 82.44007491],1
a1,1,0.000148,14.392312,[  9 393] ; [ 13 120],[ 16.53084112 385.46915888] ; [  5.46915888 127.53084112],1
v2,1,0.000234,13.539486,[216 166] ; [47 78],[198.15779093 183.84220907] ; [64.84220907 60.15779093],1
d3,1,0.000488,12.162114,[269 133] ; [66 66],[252.19101124 149.80898876] ; [82.80898876 49.19101124],1
d5,1,0.000652,11.620372,[323  79] ; [87 45],[308.65168539  93.34831461] ; [101.34831461  30.65168539],1
r2,1,0.00115,10.569754,[368  29] ; [107  22],[358.50760456  38.49239544] ; [116.49239544  12.50760456],0
s5,1,0.004169,8.208739,[107 287] ; [ 19 110],[ 94.92160612 299.07839388] ; [31.07839388 97.92160612],0
s1,1,0.004707,7.988581,[  9 386] ; [ 10 122],[ 14.24098672 380.75901328] ; [  4.75901328 127.24098672],0
a7,1,0.004955,7.89589,[292 109] ; [79 53],[279.12007505 121.87992495] ; [91.87992495 40.12007505],0
b1,1,0.007492,7.151121,[144 258] ; [65 68],[157.04299065 244.95700935] ; [51.95700935 81.04299065],0
s2,1,0.008331,6.96094,[168 230] ; [39 94],[155.15254237 242.84745763] ; [51.84745763 81.15254237],0
s8,1,0.009631,6.701883,[148 251] ; [ 33 100],[135.75 263.25] ; [45.25 87.75],0
d4,1,0.016134,5.78822,[327  73] ; [95 37],[317.29323308  82.70676692] ; [104.70676692  27.29323308],0
s3,1,0.017619,5.633601,[201 194] ; [51 80],[189.23954373 205.76045627] ; [62.76045627 68.23954373],0
n4,1,0.033788,4.50541,[296 104] ; [85 47],[286.46616541 113.53383459] ; [94.53383459 37.46616541],0
a6,1,0.054365,3.701451,[280 122] ; [80 52],[271.01123596 130.98876404] ; [88.98876404 43.01123596],0
a5,1,0.072357,3.228719,[290 112] ; [85 48],[281.77570093 120.22429907] ; [93.22429907 39.77570093],0
s7,1,0.091144,2.854054,[151 230] ; [39 86],[143.06324111 237.93675889] ; [46.93675889 78.06324111],0
n3,1,0.096287,2.765999,[64 26] ; [28 21],[59.56834532 30.43165468] ; [32.43165468 16.56834532],0
d1,1,0.10433,2.638081,[223 179] ; [63 70],[214.90093458 187.09906542] ; [71.09906542 61.90093458],0
n1,1,0.130582,2.285574,[30 58] ; [24 27],[34.18705036 53.81294964] ; [19.81294964 31.18705036],0
a8,1,0.13231,2.265191,[ 57 307] ; [ 13 114],[ 51.89409369 312.10590631] ; [ 18.10590631 108.89409369],0
u4,1,0.170377,1.879625,[  5 397] ; [  4 129],[  6.76261682 395.23738318] ; [  2.23738318 130.76261682],0
n5,1,0.179588,1.801032,[283 115] ; [85 46],[276.86956522 121.13043478] ; [91.13043478 39.86956522],0
p12,1,0.211514,1.561032,[ 23 377] ; [  4 129],[ 20.26266417 379.73733583] ; [  6.73733583 126.26266417],0
b5,1,0.217425,1.521287,[245 157] ; [73 60],[238.94579439 163.05420561] ; [79.05420561 53.94579439],0
a3,1,0.268898,1.222358,[275 126] ; [83 48],[269.84586466 131.15413534] ; [88.15413534 42.84586466],0
n2,1,0.321621,0.982341,[65 23] ; [35 18],[62.41134752 25.58865248] ; [37.58865248 15.41134752],0
p5,1,0.388204,0.744562,[ 31 370] ; [  7 121],[ 28.80529301 372.19470699] ; [  9.19470699 118.80529301],0
u3,1,0.41629,0.660766,[66 59] ; [23 27],[63.57142857 61.42857143] ; [25.42857143 24.57142857],0
b2,1,0.427416,0.629835,[ 80 158] ; [33 53],[ 83.00617284 154.99382716] ; [29.99382716 56.00617284],0
b3,1,0.427416,0.629835,[ 80 158] ; [33 53],[ 83.00617284 154.99382716] ; [29.99382716 56.00617284],0
b4,1,0.638929,0.220145,[236 166] ; [75 58],[233.68598131 168.31401869] ; [77.31401869 55.68598131],0
v3,1,0.675488,0.17525,[143 243] ; [43 80],[141.05304519 244.94695481] ; [44.94695481 78.05304519],0
p1,1,0.68505,0.164496,[ 26 374] ; [ 10 123],[ 27.01688555 372.98311445] ; [  8.98311445 124.01688555],0
a2,1,0.731112,0.118093,[ 85 317] ; [ 30 103],[ 86.41121495 315.58878505] ; [ 28.58878505 104.41121495],0
u2,1,0.754388,0.09788,[66 57] ; [25 24],[65.0755814 57.9244186] ; [25.9244186 23.0755814],0
u1,1,0.852601,0.034522,[ 57 345] ; [ 18 115],[ 56.35514019 345.64485981] ; [ 18.64485981 114.35514019],0
d2,1,0.875514,0.024542,[185 216] ; [61 69],[185.7740113 215.2259887] ; [60.2259887 69.7740113],0
a4,1,0.931784,0.007327,[167 234] ; [54 77],[166.58082707 234.41917293] ; [54.41917293 76.58082707],0
