Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.281935,[30 15] ; [11 44],[18.45 26.55] ; [22.55 32.45],1
s2,1,1.6e-05,18.590619,[29 16] ; [12 43],[18.45 26.55] ; [22.55 32.45],1
s5,1,4.3e-05,16.715281,[20 24] ; [ 5 49],[11.2244898 32.7755102] ; [13.7755102 40.2244898],1
p10,1,6.6e-05,15.918848,[41  3] ; [31 23],[32.32653061 11.67346939] ; [39.67346939 14.32653061],1
s6,1,0.000718,11.441528,[33 10] ; [23 31],[24.82474227 18.17525773] ; [31.17525773 22.82474227],1
a3,1,0.002908,8.864284,[29 16] ; [19 36],[21.6 23.4] ; [26.4 28.6],0
p9,1,0.009,6.822907,[39  6] ; [35 20],[33.3 11.7] ; [40.7 14.3],0
n5,1,0.023163,5.15625,[37  7] ; [35 20],[32. 12.] ; [40. 15.],0
a5,1,0.024254,5.076405,[29 16] ; [23 32],[23.4 21.6] ; [28.6 26.4],0
s3,1,0.02703,4.888889,[30 15] ; [24 30],[24.54545455 20.45454545] ; [29.45454545 24.54545455],0
b5,1,0.05496,3.683298,[20 25] ; [35 20],[24.75 20.25] ; [30.25 24.75],0
n6,1,0.058435,3.581267,[39  6] ; [39 16],[35.1  9.9] ; [42.9 12.1],0
r2,1,0.062991,3.456818,[42  2] ; [46  9],[39.11111111  4.88888889] ; [48.88888889  6.11111111],0
p8,1,0.076168,3.144823,[32 13] ; [29 25],[27.72727273 17.27272727] ; [33.27272727 20.72727273],0
p2,1,0.079338,3.078403,[41  4] ; [43 12],[37.8  7.2] ; [46.2  8.8],0
s4,1,0.088078,2.909158,[13 32] ; [ 8 46],[ 9.54545455 35.45454545] ; [11.45454545 42.54545455],0
p6,1,0.088989,2.892562,[24 21] ; [20 35],[19.8 25.2] ; [24.2 30.8],0
r4,1,0.104819,2.630642,[40  5] ; [42 13],[36.9  8.1] ; [45.1  9.9],0
u1,1,0.106527,2.604997,[ 4 41] ; [ 1 54],[ 2.25 42.75] ; [ 2.75 52.25],0
p4,1,0.143468,2.140361,[31 14] ; [30 25],[27.45 17.55] ; [33.55 21.45],0
r1,1,0.163562,1.940978,[32 12] ; [32 22],[28.73469388 15.26530612] ; [35.26530612 18.73469388],0
b2,1,0.184647,1.759819,[ 9 22] ; [ 6 32],[ 6.73913043 24.26086957] ; [ 8.26086957 29.73913043],0
b3,1,0.184647,1.759819,[ 9 22] ; [ 6 32],[ 6.73913043 24.26086957] ; [ 8.26086957 29.73913043],0
v3,1,0.184978,1.75717,[17 28] ; [14 41],[13.95 31.05] ; [17.05 37.95],0
d1,1,0.218355,1.515152,[ 3 42] ; [ 1 54],[ 1.8 43.2] ; [ 2.2 52.8],0
n1,1,0.224728,1.473923,[8 6] ; [4 8],[6.46153846 7.53846154] ; [5.53846154 6.46153846],0
d3,1,0.228061,1.452914,[17 28] ; [14 39],[14.23469388 30.76530612] ; [16.76530612 36.23469388],0
v4,1,0.248327,1.332692,[42  2] ; [49  6],[40.44444444  3.55555556] ; [50.55555556  4.44444444],0
b4,1,0.386549,0.74977,[19 26] ; [28 27],[21.15 23.85] ; [25.85 29.15],0
n3,1,0.396465,0.719022,[12  3] ; [11  1],[12.77777778  2.22222222] ; [10.22222222  1.77777778],0
s1,1,0.403511,0.697838,[ 1 43] ; [ 3 50],[ 1.81443299 42.18556701] ; [ 2.18556701 50.81443299],0
v1,1,0.414604,0.665559,[21 24] ; [20 32],[19.02061856 25.97938144] ; [21.97938144 30.02061856],0
n2,1,0.432111,0.617143,[12  3] ; [8 4],[11.11111111  3.88888889] ; [8.88888889 3.11111111],0
r3,1,0.460821,0.543901,[42  3] ; [49  6],[40.95  4.05] ; [50.05  4.95],0
a6,1,0.466066,0.531287,[27 18] ; [29 26],[25.2 19.8] ; [30.8 24.2],0
v2,1,0.516155,0.421569,[22 22] ; [23 30],[20.41237113 23.58762887] ; [24.58762887 28.41237113],0
p5,1,0.520703,0.4125,[ 6 39] ; [ 5 49],[ 5. 40.] ; [ 6. 48.],0
u2,1,0.54789,0.361111,[9 7] ; [17 19],[8. 8.] ; [18. 18.],0
n4,1,0.55733,0.344348,[32 12] ; [37 18],[30.66666667 13.33333333] ; [38.33333333 16.66666667],0
a8,1,0.560486,0.338864,[ 6 38] ; [ 5 46],[ 5.09473684 38.90526316] ; [ 5.90526316 45.09473684],0
a7,1,0.597335,0.279034,[29 16] ; [32 22],[27.72727273 17.27272727] ; [33.27272727 20.72727273],0
d5,1,0.633146,0.227819,[23 22] ; [25 29],[21.81818182 23.18181818] ; [26.18181818 27.81818182],0
p1,1,0.672879,0.178253,[ 6 39] ; [ 9 46],[ 6.75 38.25] ; [ 8.25 46.75],0
u3,1,0.710713,0.137566,[8 8] ; [16 20],[7.38461538 8.61538462] ; [16.61538462 19.38461538],0
b1,1,0.732103,0.11719,[22 23] ; [25 30],[21.15 23.85] ; [25.85 29.15],0
p12,1,0.799559,0.064475,[ 3 42] ; [ 3 52],[ 2.7 42.3] ; [ 3.3 51.7],0
p3,1,0.809243,0.058275,[24 21] ; [28 27],[23.4 21.6] ; [28.6 26.4],0
a1,1,0.885835,0.020614,[ 1 44] ; [ 1 54],[ 0.9 44.1] ; [ 1.1 53.9],0
p11,1,0.890654,0.0189,[33 12] ; [41 14],[33.3 11.7] ; [40.7 14.3],0
a4,1,0.902719,0.01494,[13 32] ; [15 39],[12.72727273 32.27272727] ; [15.27272727 38.72727273],0
d2,1,0.907612,0.013468,[11 34] ; [14 41],[11.25 33.75] ; [13.75 41.25],0
a2,1,0.971985,0.001233,[ 4 41] ; [ 5 50],[ 4.05 40.95] ; [ 4.95 50.05],0
