Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,27.390163,[ 16 233] ; [20 49],[ 28.18867925 220.81132075] ; [ 7.81132075 61.18867925],1
s6,1,4e-06,21.11087,[ 89 159] ; [45 22],[105.4984127 142.5015873] ; [28.5015873 38.4984127],1
b5,1,0.000135,14.568497,[161  88] ; [27 42],[147.20754717 101.79245283] ; [40.79245283 28.20754717],1
p12,1,0.000154,14.317741,[  7 239] ; [10 59],[ 13.27619048 232.72380952] ; [ 3.72380952 65.27619048],1
p3,1,0.000847,11.135988,[102 146] ; [44 25],[114.22082019 133.77917981] ; [31.77917981 37.22082019],1
p7,1,0.00391,8.325312,[142 104] ; [53 16],[152.28571429  93.71428571] ; [42.71428571 26.28571429],0
a1,1,0.007146,7.235819,[  5 244] ; [ 6 63],[  8.61320755 240.38679245] ; [ 2.38679245 66.61320755],0
p6,1,0.007477,7.154766,[ 71 172] ; [32 37],[ 80.22115385 162.77884615] ; [22.77884615 46.22115385],0
p1,1,0.012491,6.239773,[ 16 232] ; [11 58],[ 21.12302839 226.87697161] ; [ 5.87697161 63.12302839],0
p4,1,0.017997,5.596433,[133 115] ; [48 21],[141.60252366 106.39747634] ; [39.39747634 29.60252366],0
n6,1,0.020153,5.39855,[206  42] ; [65  4],[212.0126183  35.9873817] ; [58.9873817 10.0126183],0
s7,1,0.037784,4.314735,[ 58 179] ; [24 40],[ 64.56478405 172.43521595] ; [17.43521595 46.56478405],0
s8,1,0.048474,3.89348,[ 55 193] ; [23 45],[ 61.21518987 186.78481013] ; [16.78481013 51.21518987],0
r1,1,0.053156,3.739023,[181  68] ; [58 11],[187.14150943  61.85849057] ; [51.85849057 17.14150943],0
n5,1,0.059025,3.564565,[172  75] ; [56 13],[178.21518987  68.78481013] ; [49.78481013 19.21518987],0
s4,1,0.069733,3.289299,[ 19 228] ; [10 57],[ 22.81210191 224.18789809] ; [ 6.18789809 60.81210191],0
a7,1,0.097459,2.746634,[183  66] ; [43 25],[177.52050473  71.47949527] ; [48.47949527 19.52050473],0
b3,1,0.110684,2.544432,[49 97] ; [21 24],[53.5078534 92.4921466] ; [16.4921466 28.5078534],0
b2,1,0.110684,2.544432,[49 97] ; [21 24],[53.5078534 92.4921466] ; [16.4921466 28.5078534],0
a6,1,0.125505,2.347243,[179  70] ; [43 26],[173.83018868  75.16981132] ; [48.16981132 20.83018868],0
r4,1,0.13118,2.278482,[214  35] ; [64  5],[217.67924528  31.32075472] ; [60.32075472  8.67924528],0
p8,1,0.14548,2.119015,[129 113] ; [43 25],[134.27096774 107.72903226] ; [37.72903226 30.27096774],0
n4,1,0.192169,1.700913,[179  70] ; [55 14],[183.22641509  65.77358491] ; [50.77358491 18.22641509],0
p10,1,0.192873,1.695536,[197  49] ; [60  9],[200.7047619  45.2952381] ; [56.2952381 12.7047619],0
v2,1,0.20679,1.593758,[132 107] ; [44 25],[136.57142857 102.42857143] ; [39.42857143 29.57142857],0
s2,1,0.216088,1.530166,[ 26 221] ; [11 58],[ 28.92088608 218.07911392] ; [ 8.07911392 60.92088608],0
u1,1,0.288156,1.128218,[ 31 218] ; [12 57],[ 33.66981132 215.33018868] ; [ 9.33018868 59.66981132],0
d2,1,0.318442,0.995334,[104 145] ; [33 35],[107.61198738 141.38801262] ; [29.38801262 38.61198738],0
r3,1,0.331004,0.944964,[237  11] ; [63  5],[235.44303797  12.55696203] ; [64.55696203  3.44303797],0
a8,1,0.342137,0.902408,[ 26 198] ; [10 52],[ 28.1958042 195.8041958] ; [ 7.8041958 54.1958042],0
r2,1,0.43716,0.603725,[221  24] ; [60  9],[219.25159236  25.74840764] ; [61.74840764  7.25159236],0
v4,1,0.452823,0.563575,[232  17] ; [66  3],[233.33962264  15.66037736] ; [64.66037736  4.33962264],0
b4,1,0.453829,0.561071,[139 110] ; [42 27],[141.72641509 107.27358491] ; [39.27358491 29.72641509],0
p9,1,0.454149,0.560276,[209  38] ; [60  8],[210.93015873  36.06984127] ; [58.06984127  9.93015873],0
d3,1,0.500742,0.453364,[166  83] ; [43 26],[163.6509434  85.3490566] ; [45.3490566 23.6509434],0
v3,1,0.50762,0.438971,[ 84 158] ; [21 48],[ 81.70418006 160.29581994] ; [23.29581994 45.70418006],0
n1,1,0.512927,0.428091,[18 44] ; [ 6 10],[19.07692308 42.92307692] ; [ 4.92307692 11.07692308],0
a3,1,0.551808,0.354089,[160  89] ; [47 22],[162.08490566  86.91509434] ; [44.91509434 24.08490566],0
a5,1,0.566695,0.328243,[179  70] ; [52 17],[180.87735849  68.12264151] ; [50.12264151 18.87735849],0
d1,1,0.646631,0.210174,[133 116] ; [39 30],[134.67924528 114.32075472] ; [37.32075472 31.67924528],0
n2,1,0.722374,0.12623,[43 18] ; [12  4],[43.57142857 17.42857143] ; [11.42857143  4.57142857],0
a2,1,0.761695,0.091964,[ 43 206] ; [13 56],[ 43.8490566 205.1509434] ; [12.1509434 56.8490566],0
u3,1,0.774703,0.081927,[45 43] ; [12 10],[45.6 42.4] ; [11.4 10.6],0
b1,1,0.820798,0.051311,[ 83 166] ; [22 47],[ 82.21698113 166.78301887] ; [22.78301887 46.21698113],0
u2,1,0.824732,0.049046,[49 40] ; [11 10],[48.54545455 40.45454545] ; [11.45454545  9.54545455],0
p2,1,0.834641,0.043578,[205  42] ; [58 11],[205.57278481  41.42721519] ; [57.42721519 11.57278481],0
v1,1,0.847645,0.036912,[127 119] ; [36 32],[127.70063694 118.29936306] ; [35.29936306 32.70063694],0
d5,1,0.857627,0.032183,[196  53] ; [55 14],[196.53773585  52.46226415] ; [54.46226415 14.53773585],0
a4,1,0.873134,0.025497,[ 98 150] ; [28 41],[ 98.57413249 149.42586751] ; [27.42586751 41.57413249],0
d4,1,0.890438,0.018975,[196  53] ; [53 15],[195.58675079  53.41324921] ; [53.41324921 14.58675079],0
s1,1,0.920234,0.010028,[  4 243] ; [ 1 68],[  3.90822785 243.09177215] ; [ 1.09177215 67.90822785],0
n3,1,0.953163,0.00345,[45 17] ; [11  4],[45.09090909 16.90909091] ; [10.90909091  4.09090909],0
