Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,58.472233,[210  30] ; [266 183],[165.80551524  74.19448476] ; [310.19448476 138.80551524],1
s2,1,0.0,52.052683,[170  71] ; [187 261],[124.87227866 116.12772134] ; [232.12772134 215.87227866],1
p5,1,0.0,40.467911,[ 50 191] ; [ 23 426],[ 25.49710145 215.50289855] ; [ 47.50289855 401.49710145],1
s7,1,0.0,37.366678,[156  77] ; [181 249],[118.43288084 114.56711916] ; [218.56711916 211.43288084],1
s8,1,0.0,32.503274,[146  95] ; [171 280],[110.40028902 130.59971098] ; [206.59971098 244.40028902],1
s3,1,1e-06,23.884743,[167  71] ; [227 220],[136.89343066 101.10656934] ; [257.10656934 189.89343066],1
s4,1,5e-06,21.002977,[ 57 181] ; [ 48 400],[ 36.42857143 201.57142857] ; [ 68.57142857 379.42857143],1
p7,1,1e-05,19.472577,[181  53] ; [268 175],[155.19350074  78.80649926] ; [293.80649926 149.19350074],1
p12,1,2.5e-05,17.745601,[ 33 207] ; [ 21 427],[ 18.8372093 221.1627907] ; [ 35.1627907 412.8372093],1
p6,1,5.7e-05,16.187703,[111 127] ; [139 308],[ 86.86131387 151.13868613] ; [163.13868613 283.86131387],1
p10,1,0.000214,13.703377,[213  27] ; [345 102],[194.93449782  45.06550218] ; [363.06550218  83.93449782],1
p3,1,0.00032,12.951891,[142  98] ; [202 249],[119.47901592 120.52098408] ; [224.52098408 226.47901592],1
p9,1,0.000641,11.653763,[214  24] ; [357  91],[198.10204082  39.89795918] ; [372.89795918  75.10204082],1
n6,1,0.000926,10.969532,[216  23] ; [363  87],[200.84325109  38.15674891] ; [378.15674891  71.84325109],1
p8,1,0.001003,10.821428,[148  91] ; [217 228],[127.53654971 111.46345029] ; [237.46345029 207.53654971],0
p4,1,0.00145,10.141246,[164  74] ; [254 196],[144.59883721  93.40116279] ; [273.40116279 176.59883721],0
v1,1,0.004021,8.274391,[153  88] ; [229 211],[135.18649046 105.81350954] ; [246.81350954 193.18649046],0
a3,1,0.006016,7.545511,[192  50] ; [314 137],[176.6984127  65.3015873] ; [329.3015873 121.6984127],0
n5,1,0.012802,6.196233,[194  47] ; [322 126],[180.48766328  60.51233672] ; [335.51233672 112.48766328],0
a7,1,0.014433,5.984355,[168  75] ; [350 101],[181.37463977  61.62536023] ; [336.62536023 114.37463977],0
d2,1,0.018156,5.581025,[136 105] ; [212 239],[121.19653179 119.80346821] ; [226.80346821 224.19653179],0
n1,1,0.020434,5.374391,[22 24] ; [26 67],[15.88489209 30.11510791] ; [32.11510791 60.88489209],0
a5,1,0.020469,5.371478,[199  44] ; [335 117],[186.70791367  56.29208633] ; [347.29208633 104.70791367],0
u1,1,0.025129,5.014995,[ 61 182] ; [ 81 371],[ 49.64892086 193.35107914] ; [ 92.35107914 359.64892086],0
p1,1,0.03379,4.505299,[ 26 215] ; [ 28 421],[ 18.86086957 222.13913043] ; [ 35.13913043 413.86086957],0
a2,1,0.039748,4.22859,[ 75 168] ; [107 345],[ 63.63453237 179.36546763] ; [118.36546763 333.63453237],0
b5,1,0.040928,4.178986,[130 113] ; [278 174],[142.65323741 100.34676259] ; [265.34676259 186.65323741],0
v3,1,0.047622,3.923275,[113 128] ; [167 261],[100.86696562 140.13303438] ; [179.13303438 248.86696562],0
a4,1,0.054795,3.688313,[126 117] ; [199 251],[113.96103896 129.03896104] ; [211.03896104 238.96103896],0
b2,1,0.057162,3.617868,[67 82] ; [ 94 171],[57.94444444 91.05555556] ; [103.05555556 161.94444444],0
b3,1,0.057162,3.617868,[67 82] ; [ 94 171],[57.94444444 91.05555556] ; [103.05555556 161.94444444],0
a6,1,0.059363,3.555092,[157  84] ; [325 126],[167.86416185  73.13583815] ; [314.13583815 136.86416185],0
d1,1,0.063334,3.447856,[161  82] ; [267 185],[149.64604317  93.35395683] ; [278.35395683 173.64604317],0
