Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.018596,5.539086,[ 1 23] ; [13 34],[ 4.73239437 19.26760563] ; [ 9.26760563 37.73239437],0
v2,1,0.02669,4.910724,[15  9] ; [16 30],[10.62857143 13.37142857] ; [20.37142857 25.62857143],0
v3,1,0.0274,4.865447,[10 14] ; [ 8 38],[ 6.17142857 17.82857143] ; [11.82857143 34.17142857],0
p9,1,0.04298,4.096177,[18  5] ; [25 22],[14.12857143  8.87142857] ; [28.87142857 18.12857143],0
s6,1,0.056532,3.636324,[13 10] ; [15 31],[ 9.33333333 13.66666667] ; [18.66666667 27.33333333],0
p2,1,0.064259,3.423913,[18  6] ; [24 22],[14.4  9.6] ; [27.6 18.4],0
b1,1,0.074886,3.172543,[14 10] ; [17 30],[10.47887324 13.52112676] ; [20.52112676 26.47887324],0
a3,1,0.092001,2.839007,[18  6] ; [25 21],[14.74285714  9.25714286] ; [28.25714286 17.74285714],0
u2,1,0.135479,2.228571,[4 1] ; [ 9 12],[2.5 2.5] ; [10.5 10.5],0
a4,1,0.137571,2.204922,[12 12] ; [15 32],[ 9.12676056 14.87323944] ; [17.87323944 29.12676056],0
s8,1,0.166075,1.918025,[ 7 17] ; [ 7 39],[ 4.8 19.2] ; [ 9.2 36.8],0
p5,1,0.190073,1.717051,[ 4 20] ; [ 3 42],[ 2.43478261 21.56521739] ; [ 4.56521739 40.43478261],0
p11,1,0.210566,1.567527,[15  9] ; [22 25],[12.50704225 11.49295775] ; [24.49295775 22.50704225],0
s5,1,0.223309,1.482979,[ 6 17] ; [ 6 37],[ 4.18181818 18.81818182] ; [ 7.81818182 35.18181818],0
d3,1,0.226715,1.461353,[19  5] ; [30 16],[16.8  7.2] ; [32.2 13.8],0
p3,1,0.243563,1.359852,[ 9 14] ; [12 35],[ 6.9 16.1] ; [14.1 32.9],0
s2,1,0.266991,1.232143,[ 5 18] ; [16 30],[ 7. 16.] ; [14. 32.],0
b5,1,0.270994,1.211708,[11 13] ; [28 19],[13.18309859 10.81690141] ; [25.81690141 21.18309859],0
b2,1,0.271067,1.21134,[5 6] ; [ 7 19],[3.56756757 7.43243243] ; [ 8.43243243 17.56756757],0
b3,1,0.271067,1.21134,[5 6] ; [ 7 19],[3.56756757 7.43243243] ; [ 8.43243243 17.56756757],0
n5,1,0.345801,0.888805,[10 13] ; [25 20],[11.83823529 11.16176471] ; [23.16176471 21.83823529],0
a5,1,0.357492,0.846685,[16  8] ; [26 21],[14.1971831  9.8028169] ; [27.8028169 19.1971831],0
s1,1,0.380715,0.768392,[ 3 21] ; [ 3 44],[ 2.02816901 21.97183099] ; [ 3.97183099 43.02816901],0
n2,1,0.387094,0.748052,[8 3] ; [12  9],[6.875 4.125] ; [13.125  7.875],0
p1,1,0.396387,0.71926,[ 3 21] ; [ 3 43],[ 2.05714286 21.94285714] ; [ 3.94285714 42.05714286],0
d5,1,0.397702,0.715264,[20  4] ; [35 12],[18.5915493  5.4084507] ; [36.4084507 10.5915493],0
d4,1,0.397702,0.715264,[20  4] ; [35 12],[18.5915493  5.4084507] ; [36.4084507 10.5915493],0
p4,1,0.415759,0.662273,[10 14] ; [15 32],[ 8.45070423 15.54929577] ; [16.54929577 30.45070423],0
a2,1,0.42411,0.638898,[ 6 18] ; [ 8 39],[ 4.73239437 19.26760563] ; [ 9.26760563 37.73239437],0
s3,1,0.432249,0.616774,[ 7 14] ; [20 26],[ 8.46268657 12.53731343] ; [18.53731343 27.46268657],0
b4,1,0.441619,0.592073,[12 12] ; [28 19],[13.52112676 10.47887324] ; [26.47887324 20.52112676],0
d1,1,0.449131,0.572844,[13 11] ; [21 26],[11.49295775 12.50704225] ; [22.50704225 24.49295775],0
v4,1,0.460181,0.545455,[16  6] ; [28 16],[14.66666667  7.33333333] ; [29.33333333 14.66666667],0
r2,1,0.47614,0.507692,[12 10] ; [28 16],[13.33333333  8.66666667] ; [26.66666667 17.33333333],0
d2,1,0.560356,0.339088,[ 8 16] ; [19 28],[ 9.12676056 14.87323944] ; [17.87323944 29.12676056],0
n4,1,0.676675,0.173893,[13 11] ; [23 24],[12.16901408 11.83098592] ; [23.83098592 23.16901408],0
a6,1,0.681261,0.168709,[16  8] ; [29 18],[15.21126761  8.78873239] ; [29.78873239 17.21126761],0
s7,1,0.700631,0.147816,[ 7 15] ; [12 32],[ 6.33333333 15.66666667] ; [12.66666667 31.33333333],0
n1,1,0.725359,0.123416,[3 8] ; [ 7 14],[3.4375 7.5625] ; [ 6.5625 14.4375],0
a1,1,0.757943,0.094977,[ 2 22] ; [ 5 42],[ 2.36619718 21.63380282] ; [ 4.63380282 42.36619718],0
r1,1,0.762768,0.091112,[ 7 16] ; [16 31],[ 7.55714286 15.44285714] ; [15.44285714 31.55714286],0
r3,1,0.772386,0.083669,[14  9] ; [29 16],[14.54411765  8.45588235] ; [28.45588235 16.54411765],0
n6,1,0.802776,0.062378,[13 10] ; [24 21],[12.51470588 10.48529412] ; [24.48529412 20.51470588],0
u1,1,0.814456,0.055075,[ 3 21] ; [ 5 42],[ 2.70422535 21.29577465] ; [ 5.29577465 41.70422535],0
u3,1,0.83131,0.045378,[2 4] ; [ 8 13],[2.22222222 3.77777778] ; [ 7.77777778 13.22222222],0
p7,1,0.839568,0.040984,[10 13] ; [18 26],[ 9.6119403 13.3880597] ; [18.3880597 25.6119403],0
p8,1,0.872848,0.025614,[ 9 15] ; [16 29],[ 8.69565217 15.30434783] ; [16.30434783 28.69565217],0
n3,1,0.907226,0.013581,[6 5] ; [11 10],[5.84375 5.15625] ; [11.15625  9.84375],0
p10,1,0.943203,0.005076,[13  9] ; [27 18],[13.13432836  8.86567164] ; [26.86567164 18.13432836],0
p6,1,0.950486,0.003856,[ 5 17] ; [11 36],[ 5.10144928 16.89855072] ; [10.89855072 36.10144928],0
